Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Ethiopia",,"3238.89","1854.35","14.64","1369.9","96.01","3.88","8.07","1.78","103.24","3.23","6.07","24.75","14.01","49.12","0.07","0.06","0.42","38.78","18.66","54.2","46.02","0.59","80.48","0.24","48.34","27.29","0.04","0.01",,"6.84","34.34","19.78","517.62","746.43","155.31",,,,,"0.1","0.13",,"6.02",,,"0.01","0.04",,"0.01","0.18",,,"0.03",,"0.71","2.25",,"-35.54","-35.54","147.78","147.78","0.39","147.39",,,,,,,,,,"112.17",,"0.67","22.88","0.44","0.88","11.32",,,"7.13",,"41.18",,,,,"23.97","3.7",,"691.57","691.57",,"691.57",,"298.61",,"3.13",,,,"0.2","134.59","6.93","152.78",,,,"-0.66","1.62",,,"0.25",,,,"86.78",,"4.87",,,"2.32",,,,,,"1.47",,,,,"0.33",,,,,,,,,,,,,,,,,,"1503.27","831.81",
"Fiji",,"102.48","66.82","3.35","32.32",,"42.75","0.05",,,,,,"0.87","1.82",,,,,,"8.08","1.37",,,"7.75",,"0.01",,,,,"0.34",,"1.93","1.84","19.13",,,,,,"0",,,,,,,,"0.01",,,,"0.09",,,"3.25",,,,"0.87",,,,"0.87","0.87",,,,,,,,"2.82",,,,"0.28","0.62","0.61",,,,,"0",,,,,,"1.31",,,,,,,"9.5",,,,,,,,"2.12","7.24","0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.54","5.02",
"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon",,"98.78","83.92","-0.05","14.91","0.43","0.02","0.37","-0.34","0.11","0.04",,,"72.29","0.35",,,,,"0.07","1.97","0.32",,,,"0.07",,,,,"0.01",,"0.01",,"8.64","7.89","0.02",,,,,,,"-0.14",,,,,,"0",,,,,,"0.07",,,,,"-0.31","0.08","0.14","-0.06",,,,,,,,,"-0.39","5.4",,"0.18","0.05","0.16","0.5","0.35",,,"0.82","0.37","0.79",,,,,,"2.18",,,,,,,"1.93",,,,,,,,"2.32","-0.39",,,,,,,,,,,,"0.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.42","72.79",
"Gambia",,"113.94","23.23","25.11","65.6","2.04","0.4","0.04","0.18","0.04","0.04",,"0.45","0.96","0.26","0","0.03","0.03","0.18","0","2.64","0.08","0.07",,,"0.14","0",,,,"0.05","0.7","0.02","14.58","2.33","9.33",,,,,,"0",,"5.9",,,,,,,,,,"0.08",,"12.67","0.21",,"5.5","5.5","10.65","0.87",,"0.87",,,,,,,,,"9.78","9.35",,,"1.52","0.37","0.14","3.03",,,"0.85","0.97","1.57",,,,,"0.03","0.87",,"9.4","9.4",,"9.4",,"21.38",,"0.35",,,,,"3.09","4.43","5.76",,,,,"7.76",,,,,,,"2.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.81","17.55",
"Georgia",,"448.93","204.06","4.01","240.86",,,"3.98",,"0.35","2.8","1.6","1.79","5.6","15.95","0.33","0.16",,"0.1","0.17","39.72","0.2",,"0.44",,"5.66","1.99","0.02","0.37","0","0.01","13.26","14.54","4.36","90.65","146.31",,"0.09",,,"1.1","0.56",,"-1.92","0.19",,"0.18",,,"0.11",,,,"0.01",,"3.69",,,"-21.55","-21.55","115.8",,,,"115.8","115.8",,,,,,,,"3.91",,"0.27","0.84","0.07",,"0.55",,,"0.6",,"1.27",,,,,,"0.3",,"-16.72","-16.72",,"-16.72",,"13.11","1.46",,,,,,"0.6","2.54","8.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156.81","52.94",
"Ghana",,"1770.48","625.22","4.72","1140.54","29.03","2.98","1.46","4.05","74.72","0.02","38.64","1.47","45.76","56.46",,"0.02",,"0.43","2.46","25.22","39.84","0.15","32.48","0.32","4.1","0.02","0.01",,,"-2.35","0.84","18.51","92.63","184.98","157.34",,,,,"0.02","0.74",,"-0.93",,,,,,"0.02",,,,"0.01",,"0.28","2.79",,"172.48","172.48","148.46","148.46","0.05","148.42",,,,,,,,,,"34.99",,"0.62","10.16","0.53","0.84","4.63",,,"3.36","4.48","8.09",,,,,"0.1","2.18",,"518.63","518.63",,"518.63",,"108.64","0.58","2",,,,"1.02","22.91","2.44","81.03",,,,"0.49","-1.83",,,,,,,"22.74",,"2.43",,,"3.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"482.24","274.56",
"Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada",,"24.1","3.86","-0.33","20.57",,"0.12",,,"0.18",,,,"0.03","2.03",,,,,"0.06","1.2","0.08",,,"0.08",,,,,,,,,"0.07","0","-0.08",,,,,,,,"-0.33",,,,,,"0",,,,,,,,,"1.07","1.07","3.69",,,,,,,,,"3.69",,,,"-0.09",,,"-0.2","0.07",,"0.03",,,,,,,,,,,,,"14.7","14.7",,"14.7",,"1.28",,,,,,"0.88",,"0.61",,,,,,"-0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.58","2.19",
"Guatemala",,"411.29","216.25","0.07","194.97","1.8","0.4","4.67","3.43","9.88","0.02",,"0.41","2.5","11.23",,"0",,"0.97","1.43","0.26","3.2","0.42","0","0.22","9.38","0.01",,,,"11.82","27.9","2.98","1.63","123.5","24.23",,,,,,"0.06",,,,,,"0.01",,"0",,,,,,,,,,,"145.36",,,,,,"145.36","145.36",,,,,,"7.39",,"0.21","-0.95","0.38","1.12","0.46",,,"1.53",,"1.31",,"2.45",,,"0.87",,,,,,,,"18",,,,,,,,"3.03","15.33",,,,,"-0.36",,,,,,,"1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.43","66.43",
"Guinea",,"538.93","174.9","11.89","352.13","3.01","0.06","0.04","6.84","15.5",,,"0.03","30.16","12.76",,,,"0.38","0.12","26.25","0.09","0.72",,,"0.14","0",,,,"0.87","1.01","2.72","0.48","76.72","87.01",,,,,,,,"4.12",,,,,,"0.01","6.25",,,"0.03",,"0.54","0.04",,"63.15","63.15","42.85","33.06",,"33.06",,,,,,,,,"9.79","42.49",,,"0.16","0.02","0.6","5.95",,,"2.6","2.38","16.4",,"9.87",,,"2.54","1.96",,"73.34","73.34",,"73.34",,"43.3",,"3.9",,,,,"11.02","1.51","24.21",,,,,"2.65",,,,,,,"2.32",,"0",,,,,,,,,,,,,,,,,,"0.69",,,,,,,,,,,,,,"161.99","53.42",
"Guinea-Bissau",,"95.04","24.96","0.24","69.84","0.67","0.01",,"0.36",,,,,"0.54","0.01",,,"0.12","0.27","0.52","3.49","0.14",,,,"0.17",,"13.85",,,"1.53","0.11","0.42","0.03","3.4","29.02",,,,,,,,,,,,,,,,,,,,"0.23","0.01",,"3.97","3.97","8.25","8.74",,"8.74",,,,,,,,,"-0.49","10.98",,,"0.13","0.2","0.02","2.82",,,"0.75","1.03","2.61",,"1.59",,,"0.79","1.05",,"7.18","7.18",,"7.18",,"10.44",,"-0.41",,,,,"1.62","1.1","8.14",,,,,,,,,,,,"0.19",,,,,,,,,,,,,,,,,,,,"0.49",,,,,,,,,,,,,,"7.99","17.22",
"Guyana",,"32.14","17.82","0.01","14.32","0","0.26",,,"0.63","0.03",,"0.08","0.12","0.1",,"0",,,"-0.19","1.11","0.12",,,"0.1","5.6",,,,,,,,"3.4","6.45","0.44",,,,,,"0.01",,,,,,,,,,,,,,,,,"-9.07","-9.07","9.81",,,,,,"8.13","8.13",,"1.69",,,,"3.05",,,"0.4","0.07","0.54","0.42",,,,,"1.62",,,,,,,,"6.95","6.95",,"6.95",,"3.13",,,,,,,"0.39","1.38","2.35",,,,,"-0.98",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.62","3.54",
"Haiti",,"1045.86","594.64","0.39","450.83","4.68","0.16","0.03","5.23","74.23","0.01","0","0.78","27.58","15.99",,"0.02",,"2.3","0.94","23.47","2.34","0.9","0.93",,"8.3","0.01",,"0.24","0.04","3.88","2.44","19.97","5.88","398.96","133.84",,,,,,"0",,"0.37",,,,,,,,,,,,,"0.01",,"9.82","9.82","206.2",,,,,,"196.61","196.61",,"9.58",,,,"20.59",,"0.11","-0.35","0.62","0.91","4.2",,,"3.07","0.04","5.72",,,,,"6.28",,,"44.7","44.7",,"44.7",,"35.69",,,,,,,"7.61","2.81","19.55",,,,,"5.72",,,,,,,"4.26",,"0.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"547.05","67.21",
"Honduras",,"540.6","205.41","-1.04","336.23","1.88","0.37","0.78","1.27","20.97",,"0.2","1.93","1.37","17.48",,"0",,"1.19","1.38","14.4","5.83","0.16",,,"1.29",,,,,"3.6","1.75","20.77","0.28","110.38","46.79",,,,,,"0.13",,"-1.18",,,,,,,,,,,,,"0.01",,"-4.27","-4.27","200.95",,,,,,"200.95","200.95",,,,,,"3.6",,"0.09","-1.28","0.48","0.56","1.16",,,"1.28",,"1.25",,,,,"0.06",,,"68.22","68.22",,"68.22",,"20.94","0.91",,,,,"-0.03","4.7","3.01","4.41",,"0.07",,"-0.12","7.99",,,,,,,"1.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166.27","31.4",
"Hong Kong (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India",,"3174.35","2110.26","3.25","1060.84","235.32","4.17","3.39","2.91","9.66","0.02","1.45","1.33","54.92","751.61","0.02","1.51",,"1.85","12.13","867.65","0.23","2","2.13","0.67","17.08","0.15","0.27","0.02",,"2.17","5.85","23.07","283.54","60.45","264.7",,,,,"0","0.77",,,,,"0.02","0",,"0.11",,,,"0.03",,"0.27","2.04",,,,"6.45",,,,"6.45","6.45",,,,,,,,"102.43",,,"16.93","0.88","1.33","10.43",,,"10.05","1.24","54.46",,,,,"0.09","7.02",,"256.52","256.52",,"256.52",,"430.74","1.08",,,,,"0.58","133.34","31.61","261.72","1.32",,"0.02",,"1.06",,,,"0.37",,,"223.77",,,,,"1.25",,,,,,"0.59",,,,,"7.53",,,,,,"1.81",,,,,,,,,,,,"2039.98","1127.28",
"Indonesia",,"-28.46","4.72","1.41","-34.59","11.41","372.96","2.39","-3.92","14.06",,"4.26","2.87","66.52","311.47",,"0",,,"-0.69","-999.12","39.55","0.11","-8.75","9.07","32.08","0.06","0.03",,,"-14.93","1.77","14.05","30.35","130.53","50.07",,,,,,"0.01",,"-4.31",,,,,,"0.01",,,,"0.35",,"0.17","0.25",,,,"-113.9",,,,"-113.44","-113.44",,,,,,,"-0.46","25.91",,"0.52","6.35","0.8","0.93","2.07",,,"4.21",,"5.65",,,,,"0.53","4.85",,"-92.03","-92.03",,"-92.03",,"95.36",,,,,,"9.52","23.26","14.68","48.34",,,"0.2","-0.64",,,,,"1.09",,,"10.12",,,,,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,"-446.89","391.55",
"Iran",,"110.9","90.66","1.67","18.57",,"0.34","9.12","0.17","0.19","0.06",,,"10.17","58.57","0.49","0.42",,"0.08","0.38","2.88","0.23",,"0.69",,"2.46","0.02",,,,"0.01","1.88","0.32","1.52","0.67","1.73",,,,,,,,,,,,,,"0.17","1.3",,,"0",,"0.17","0.03",,,,"-0.44",,,,,,,,,,,,"-0.44","6.74",,"0.29",,"0.1","0.37","0.71",,,"1.62",,"1.59",,,,,"0.24","1.82",,,,,,,"10.54",,,,,,,,"2.32","8.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.38","83.57",
"Iraq",,"1482.94","1202.6","109.57","170.77","1.14","13.75","3.22","7.41","74.96","1.53","9.12","2.68","16.67","138.57","0.06","0.71",,"1.75","51.05","325.54","13.25","0.76","40.31",,"28.36","0.09",,"0.06","0.03","2.3","24.15","15.54","84.7","346.03","112.19",,"0.03",,,,,,"3.09",,,"0",,,"0.58","0.23",,,,,"5.69","99.94",,,,,,,,,,,,,,,,,"23.95",,"0.5",,"0.27",,"2.02",,,"1.7",,"8.42",,,,,"9.22","1.8",,"27.99","27.99",,"27.99",,"6.65",,,,,,,,"0.92","5.73",,,,,,,,,"0.07",,,"1.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1037.52","385.16",
"Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica",,"59.07","23.12","-1.97","37.93","1.63","0.32","0.02","0.92","9.39","0.02",,,"0.23","-1.96",,,,,,"-11.09","0.4",,"-1.13","0.23",,"0.01",,,,"0.04","0.02",,"11.78","13.91","24.43",,,,,,"0",,"-1.99",,,,,,,,,,"0.01",,,"0.02",,,,"8.1",,,,,,"0.86","0.86",,"7.24",,,,"2.89",,"0.09",,"0.38","0.66","0.58",,,,,"1.17",,,,,,,,,,,,,"2.51",,,,,,"0.05",,"2.15","3.25",,,,"-0.27","-2.67",,,,,,,"1",,"0.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.26","9.95",
"Jordan",,"2141.05","1480.89","315.61","344.55","1.08","1.06","0.78","5.66","97.41","2.99","1.8","0.72","116.29","68.03","0.17","3.17","0.03","1.9","13.25","162.11","36.89","0.56","33.73","0.1","14.73","0.06",,,"0.02","2.31","4.95","14.73","87.77","809.69","198.84","0.05",,,"0.06","0.27","39.36",,"71.24",,,,,,"0.84","4.99",,,"0.04",,"0.79","208.77",,,,"-3.43",,,,,,,,,,,,"-3.43","193.76",,"0.32","-0.98","1.12",,"0.69",,,"0.93",,"2.91",,,"180.7",,"7.06","1",,,,,,,"-44.61","1.87",,"-48.56",,,,,"1.78","0.03",,,"0.16",,"0.11",,,,,,,"0.16",,"0.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1354.54","344.15",
"Kazakhstan",,"81.7","8.46","23.57","49.67",,,"1.76","0.01","0.1","0.04",,"0.05","5.24","12.38","0.05","0.4",,,"0.06","-33.23","-7.15",,"0.44",,"0.09","1.08","0.01","0.01","0","0.01","0.02","0.12","8.29","18.67","14.24",,,,,"0","0.38",,"-0.75","0.03",,"0.02",,,"0.02","0.57",,,"0",,"24.44","-0.35",,,,"-0.9",,,,"0.61","0.61",,,,,,,"-1.51","4.29",,"0.32",,"0.08","0.72","0.37","0",,"0.6","0.22","1.41",,,,,,"0.57",,,,,,,"32.04",,,,,,"15.29",,"9.04","5.55",,,,,,"2.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.51","29.86",
"Kenya",,"2463.56","1496","0.62","966.94","66.45","7.71","2.84","12.48","34.91","0.1","55.37","20.93","70.44","46.82","0.03","0.03",,"7.95","11.26","162.72","5.92","0.57","17.87","1.25","13.87","0.65",,"1.32","0.07","-4.07","63.68","11.83","237.7","711.73","124.05",,,,,"0.03","0.44",,"-1.69",,,,"0.06",,"0.03",,,,"0.08",,"0.19","2.13",,"-65.95","-65.95","248.9","248.9",,"248.9",,,,,,,,,,"50.81",,"0.38","6.67","0.3","1.31","4.83",,,"6.46",,"12.81",,"0",,,"11.71","6.32",,"422.48","422.48",,"422.48",,"186.65",,"-0.55",,,,"4.32","69.28","4.18","113",,"0.03",,"-0.53","-3.09",,,,"0.41",,,"52.5",,"8.99",,,"3.33",,,"1.22",,,,,,,,,,,,,,,,,,,,,,,,,,"1275.59","546.06",
"Kiribati",,"64.95","38.66","3.46","22.83",,"22.79",,,,,,,,,,,,,,"1.85","0.34",,,"13.61",,"0",,,,,,,"0.02","0.05","3.64",,,,,,,,,,,,,,,,,,"0.01",,,"3.45",,,,"2.89",,,,"2.89","2.89",,,,,,,,"1.27",,,"0.32","0.17",,"0.03",,,,,"0.16",,,,,,"0.59",,"13.86","13.86",,"13.86",,"1.17",,,,,,,"0.07","1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.92","0.02",
"Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo",,"437.81","186.21","12.89","238.71",,"0","7.36","0","0.05","1.66","3.39","0.95","1.93","53.11",,"0.03",,"0.06","0.51","3.96",,"4.38","0.23",,"12.22","0.85","0.19","0.34","1.07",,"13.6","27.47","7.16","45.69","205.19",,,,,"0.07",,,,,,"0.03",,,,,,,,,"9.86","2.93",,,,,,,,,,,,,,,,,"4.83",,,,,,"0.17",,,"0.25","3.18","0.92",,,,,,"0.31",,"8.08","8.08",,"8.08",,"20.61",,,,,,,,"0.33","1.26",,,,,,"19.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.4","96.82",
"Kuwait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan",,"774.71","172.34","431.78","170.58","0.01","0.11","0.48",,"0.92","0.21","0.19","2.57","0.69","34.64","0.03","0.02",,,"0.11","42.12","7.97","0.01",,,"1.3","0.38",,"0.02","0",,"0.05","26.85","4.13","49.54","33.51","1",,,,"0.55","0.01","0.32","0.93","0.02",,"0",,,"0.02","322.81",,,"0",,"98.36","3.05",,"11.17","11.17","57.13",,,,"53.29","53.29",,,,,,,"3.84","18.6",,"0.06","3.47","0.16","0.08","2.11",,,"0.74","2.17","1.42",,"7.76",,,"0","0.63",,"23.41","23.41",,"23.41",,"26.76",,,,,,,"2.99","3.2","13.2",,,,"-0.11","0.51","6.97",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132.16","43.52",
"Lao People's Democratic Republic",,"471.09","348.67","43.27","79.15","1.37","36.38","1.07","1.2","1.87","0","-0.01","5.95","11.99","25.61",,"0.51",,"0.55","0.03","102.69","87.63","16.17",,"3.83","4.85","0.05",,,,"0.03","-0.59","19.94","3.57","25.33","10.78",,,,,,"0",,"2.11",,,,,,,,,,"41.15",,,,,,,"27.36",,,,"27.36","27.36",,,,,,,,"14.05",,"0.09","3.57","0.51","0.08","2.48",,,"2.29",,"2.65",,,,,"0.12","2.27",,"16.25","16.25",,"16.25",,"10.72",,,,,,,"1.36","4.53","8.23",,,,"-1.81","-1.58",,,,"0.03",,,"1.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"171.09","66.14",
"Lebanon",,"965.61","722.03","-11.46","255.04","1.49","6.42","1.88","9.64","67.19","0.47","0.75","1.49","-8.96","40.39","0.04","0.1","1.14","1.58","22.4","7.69","1.5","0.68","37.85",,"35.44","0.07","0",,"0.11","12.19","7.62","18.78","152.08","303.5","141.53",,,,,"0.17",,,"12.8",,,"0.01",,,"0.31",,,,,,"0.8","-16.24",,,,"-0.68",,,,,,,,,,,,"-0.68","116.55",,"0.26","-0.22","1.14",,"0.39",,,"0.89",,"2.04",,,"101.87",,"9.49","0.68",,,,,,,"-2.36",,,"-5",,,,,"3.02",,,,,,"-0.37",,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,"1.42",,,,,,,,,,,,,,"584.29","280.37",
"Lesotho",,"86.49","36.03","9.79","40.67","0.25","1.04","0.06",,"0.02",,,,"-1.11","4.74",,,,"0.46",,"1.9","0.21","0.22",,,"0.73",,,"0.02",,,"0.1","0.47","0.66","26.52","7.87",,,,,,,,"1.37",,,,,,,,,,"0.02",,"0.02","5.04",,"-1.09","-1.09","-4.58","-4.58",,"-4.58",,,,,,,,,,"6.59",,"0.19","0.65","0.47","0.57","0.82",,,"0.93",,"1.5",,,,,"0.23","1.22",,"7.76","7.76",,"7.76",,"24.12",,"1.51",,,,,"0.43","3.31","17.92",,,,,"0.94",,,,,,,"0.17",,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.72","5.14",
"Liberia",,"1094.43","649.2","4.07","441.16","4.69","1.56","-0.09","1.48","6.67",,"0.49","0.55","0.24","14.65",,,,"7.66",,"17.2","1.31",,"0.02",,"34.59","0.01",,,,"0.7","26.3","5.49","16.3","514.06","69.62",,,,,,"0.02",,"0.3",,,,,,,"2.48",,,,,"1.27","0.01",,"55.52","55.52","76.62","76.62","0.04","76.58",,,,,,,,,,"29.48",,,"4.14","0.32","0.69","5.57",,,"1.75","4.81","5.77",,"4.06",,,"0.89","1.47",,"184.54","184.54",,"184.54",,"25.37",,,,,,,"9.61","2.49","13.27",,,,,,,,,"0.29",,,"3.24",,"1.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"569.14","68.33",
"Libya",,"157.37","63.79","63.63","29.96",,,"0.26","0.08","1.27",,"0.16","0.77","2.51","9.44","0.04","0.02",,"1.22","1.71",,"0.85",,"0.51",,"-0.01","0",,,,"0.01","2.78","5.47","15.94","20.76","25.64",,,,,,,,,,,,,,"0.02",,,,,,"0.94","62.67",,,,,,,,,,,,,,,,,"4.32",,"0.06",,"0.04",,"0.25",,,"0.52",,"1.19",,"0.18",,,"1.89","0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.63","35.45",
"Macau (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Madagascar",,"677.51","316.95","-0.9","361.45","1.46","0.45","0.06","2.08","3.65",,,"0.23","99.39","19.98",,"0",,,"3.37","17.17","0.45","0.28",,,"6.55",,,,,"-0.08","1.14","8.13","2.04","152.07","82.47",,,,"0.01",,"0.02",,"-1.49",,,,"0",,"0",,,,"0.04",,"0.05","-0.07",,"26.32","26.32","57.68","57.68",,"57.68",,,,,,,,,,"36.68",,"0.36","5.5","0.86","0.62","9.88",,,"4.5",,"11.98",,"0.23",,,"0.67","2.07",,"106.21","106.21",,"106.21",,"52.1",,"-0.58",,,,,"22.47","3.58","27.53",,,,,"-0.9",,,,,,,"1.45",,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"297.67","128.48",
"Malawi",,"1049.38","580.8","2.2","466.39","20.13","5.44","0.06","9.49","8.63","0.07",,"1.64","0.03","41.38",,,"4.59","21.94","0.66","26.63","3.35","0.51",,"0.07","73.26","0.02",,,,"0.1","3.06","0.49","130.73","248.63","73.15",,,,"0.01",,"0.03",,"-1.34",,,"0.01","0.02",,,,,,"0.11",,,"3.36",,"-6.06","-6.06","42.73","42.73","0.05","42.68",,,,,,,,,,"53.63",,"0.22","9.46","0.67","1.17","8.86",,,"3.1","2.87","22.35",,,,,"3.06","1.86",,"154.16","154.16",,"154.16",,"148.78",,"1.85",,,,,"18.21","5.16","125.16",,,,"-0.65","-0.96",,,,"0.08",,,"13.34",,"5.43",,,"1.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"456.69","209.69",
