Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"LDCs, Total",,"43434.43","25032.04","2289.82","16112.56","457.9","678.73","41.1","377.36","998.1","11.5","384.12","235.75","1086.55","1602.63","1.15","1.36","12.91","256.74","280.12","2480.57","580.1","121.43","464.86","113.41","727.91","44.24","52.64","0.93","0.41","75.06","847.26","618.14","3815.28","9121.69","3405.77","0.08","0.1",,"0.01","2.02","7.54","8.39","100.64","0.14",,"0.06","0.23",,"0.67","31.13","431.7",,"49.59","1.94","456.24","1199.34",,"454.83","454.83","2203.59","1471.52","110.71","1360.81","457.97","457.97","196.61","196.61",,"9.58",,,"67.91","1561.44",,"9.46","209.29","21.47","25.03","232.31",,,"132.24","82.41","530.27",,"51.83",,,"173.08","94.04",,"5594.74","5594.74",,"5594.74",,"2892.19","16.21","54.26","116.11",,,"8.82","909.17","176.33","1570.99","1.51","0.16",,"1.45","37.16",,,"0.25","3.32",,,"368.45",,"47.07",,,"15.97",,,"14.5",,,"3.1",,,,,"0.86",,,,"2.61",,"1.77",,,,,,,,,,,,"19384.94","9700.49",
"Other LICs, Total",,"919.71","476.73","61.63","381.35","6.81","12.66","0.38","2.19","6.67","0.08","26.76","1.08","3.14","31.58","0.02","0",,"7.95","1.02","6.68","2.52","0.11","1.55","0.26","18.32","0.07","0.05",,,"0.25","33.16","21.1","143.07","156.04","88.8",,,,,,"0.01",,"1.62",,,,,,"0.08","59.77",,,"0.06",,"0.09","0",,"-1.8","-1.8","6.2","6.2",,"6.2",,,,,,,,,,"20.73",,"0.33","-18.39","1.61","1.58","7.53",,,"4.2","4.51","11.87",,,,,"2.97","4.51",,"-0.06","-0.06",,"-0.06",,"267.48",,"-0.52",,,,"0.2","34.42","2.01","231.33",,,,,"0.05",,,,"0.01",,,"4.12",,"2.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"348.21","252.48",
"LMICs, Total",,"40688.49","19325.89","6442.26","14920.34","655.34","1139.77","85.95","139.92","734.89","19.99","264.82","96.19","1144.28","3203.09","5.9","17.6","2.1","50.88","159.62","2139.5","565.44","70.83","167.52","57.17","374.5","40.21","62.83","5.82","2.09","35.53","327.06","544.8","2379.85","5487.75","3935.12","1.62","0.64",,"0.56","6.81","106.95","8.26","194.71","1.19",,"2.12","0.13",,"25.32","418.96","168.09",,"3.58","0.5","2612.15","2890.68",,"62.49","62.49","2293.64","547.18","7.06","540.12","912.32","912.32","842.94","842.94",,,"2.31",,"-11.11","1440.6",,"9.99","140.61","21.1","17.93","83.7","0.05",,"80.38","42.81","233.49",,"16.96","669.51",,"62.55","61.53",,"4935.41","4935.41",,"4935.41",,"2253.07","14.29","18.14","-60.31",,,"287.05","590.86","155.92","1081.3","3.17","0.11","2.78","-2.13","118.52","43.37",,,"3.37",,,"612.09",,"12.72",,,"9.36",,,"1.22",,,"0.79",,,,,"8.12",,,,"4.32",,"3.34",,,,,,,,,,,,"15248.96","8279.96",
"UMICs, Total",,"13312.43","8077.57","759.98","4474.87","72.29","172.37","104.49","67.88","241.98","10.6","25.36","40.33","1443.01","2511.81","4.38","9.58","1.49","13.64","106.9","-637.9","80.6","7.81","95.74","59.56","312.37","-1.12","9.45","2.64","9.8","-39.79","143.41","240.98","699.26","2340.97","3907.06","0.04","0.52",,,"0.74","11.42","0.21","7.43","0.18",,"1.36","0.04",,"5.39","369.16","0.18",,"1.02","1.5","194.29","166.51",,"-12.35","-12.35","79.15","-2.64","2.58","-5.22","22.99","22.99","6.75","6.75",,"19.41","40.4",,"-7.77","358.27",,"12.88","-18.05","21.86","12.72","26.68","0.01",,"31.47","47.97","61.27",,"1.82","101.87",,"23.96","33.79",,"-522.62","-522.62",,"-522.62",,"665.36","7.03","-2.3","-4.9",,,"112.43","5.73","249.07","218.16","1.65","0.14","42.52","-1.47","3.52","33.8",,,"1.81",,,"54.03",,"5.03",,,"1.89",,,,,,"0.24",,,,,"0.35",,,,"3.2",,"5.74",,,,,,,,,,,,"6706.02","5265.15",
"MADCTs, Total",,"109.93","63.88","2.05","44","3.56","5.03","0.29","0.2","0.67","0.01","2.55","0.28","8.66","8.1","0.03","0.02",,,"0.43","6.83","0.43","0.09","0.03","17.1",,"0.01","0.18",,,"0.32","0.1","0.48","9.93","2.11","14.24",,,,,,"0.96",,"-0.65",,,"0.02",,,"0.02",,,,"0.05",,"0.25","1.4",,,,"4.87","0.21","0.71","-0.51","-0.87","-0.87","5.54","5.54",,,,,,"7.23",,"0.97",,"1.64","0.02","1.16",,,"0.93",,"1.53",,,,,,"0.99",,,,,,,"17.66","5.95","-1.17",,,,"0.54",,"12.62","-0.11",,,,,"-0.17",,,,,,,"0.75",,,,,,,,,,,,,,,,,,,,,,"2.81",,,,,,,,,,,,"36.73","31.23",
"Part I Unallocated by income",,"48276.9","41182.16","1202.36","5892.39","2004.11","743.63","550.28","524.06","989.68","27.92","1176.84","324.23","1469.63","6755.76","60.41","18.78","14.55","98.28","1202.75","2170.14","239.71","62.39","3433.16","110.59","1873.69","16.78","21.15","7.81","12.8","283.29","3476.68","1300.98","4670.64","9545.54","2194.57","5.37","0.14","16.2",,"5.47","86.1","17.16","0.51","0.7","19.05","6.25","7.63",,"1.7","23.35","134.4","200.48",,"0.06","582.88","94.9",,,,"1067.29","159.9","2.67","157.22","53.54","53.54","853.86","853.86",,,,,,"2036.73",,"30.06",,"218.05","184.03","68.98","13.52","125.18","64.06","283.02","556.76",,"0.15",,,"23.82","469.11",,"47.54","47.54",,"47.54",,"546.26",,"2.59","3.81",,,"1.52","185.01","217.12","70.71","2.74",,,"14.06","10.9","37.79",,"5.26","5.77",,,"1944.65",,"0.22",,,"17.4",,,"3.87",,,"9.99",,,,,"9.23",,,,"5.46",,"2.25",,,,,,,,,,,,"26804.14","24193.65",
"WorldBank Low income countries",,"36209.84","19556.57","4962.59","11690.68","288.15","143.51","33.47","348.96","820.66","8.69","330.8","158.92","733.42","1502.64","1.68","0.98","13.61","210.31","249.35","1046.56","237.22","83.44","433.85","8.04","601.33","31.72","34.62","0.87","0.51","57.41","633.52","471.96","3259.99","8098.51","2930.35","0.53","0.17",,"0.02","2.31","37.48","14.9","84.43","0.3",,"0.13","0.19",,"1.46","130.48","428",,"0.82",,"3118.03","1143.32",,"361.66","361.66","1660.31","1106.24","110.6","995.64","291.39","291.39","196.61","196.61",,"9.58",,,"56.49","1211.63",,"5.02","138.4","9.21","17.24","172.63","0.05",,"92.88","46.05","419.25",,"46.33","35.99",,"171.86","56.71",,"3477.09","3477.09",,"3477.09",,"2049.64","10.12","33.35","15.42",,,"5.25","679.18","95.78","1183.27","0.79","0.16",,"1.59","17.32","7.41",,"0.25","3.2",,,"224.71",,"33.93",,,"11.46",,,"11.08",,,"1.47",,,,,"0.88",,,,"1.17",,,,,,,,,,,,,,"15711.13","8115.16",
"WorldBank Lower-middle income countries",,"45087.44","23127.43","3435.31","18524.7","817.62","1305.12","71.13","164.79","795.87","15.12","333.11","167.27","1340.56","2871.18","4.73","15.27","1.37","102.23","177.69","4366.17","834.7","103.48","174.38","130.78","445.46","49.49","80.82","5.12","0.91","26.24","512.82","635.7","2949.16","5446.77","3755.69","1.12","0.48",,"0.49","5.04","37.01","1.76","147.53","0.82",,"1.83","0.15",,"23.52","337.01","161.3",,"51.96","2.44","-62.47","2725.32",,"181.75","181.75","2608.78","918.68","7.19","911.49","986","986","697.58","697.58",,,"2.31",,"4.2","1581",,"13.69","186.71","32.62","25.45","147.45",,,"116.33","84.54","344.67",,"20.02","452.81",,"59.09","97.61",,"7153.6","7153.6",,"7153.6",,"3243.89","17.05","38.52","89.05",,,"281.31","831.03","211.33","1624.05","3.88","0.11","2.42","-1.63","132.72","14.04",,,"2.41",,,"747.87",,"27.62",,,"13.88",,,"4.64",,,"2.23",,,,,"8.1",,,,"5.76",,"5.12",,,,,,,,,,,,"17947.4","9165.5",
"WorldBank Upper-middle income countries",,"16653.67","9888.84","1148.56","5616.27","86.51","525.63","127.3","73.6","364.43","18.33","37.14","45.65","1460.99","2975.28","5.03","12.28","1.52","16.67","120.17","-1419.95","156.7","13.23","121.36","64.54","386.31","2.18","9.52","3.4","10.88","-8.97","204.53","317.02","691.96","3552.1","4612.22","0.09","0.61",,"0.06","2.23","51.24","0.21","72.44","0.39",,"1.58","0.04",,"6.37","411.52","10.68",,"1.41","1.5","207.08","381.1",,"-40.24","-40.24","308.86","-3.14","1.93","-5.07","115.07","115.07","149.91","149.91",,"18.28","40.4",,"-11.66","583.46",,"12.85","-11.04","23.64","14.56","29.24","0.01",,"38.42","47.11","72.23",,"4.27","282.57",,"31.25","38.36",,"-623.21","-623.21",,"-623.21",,"775.17","8.48","-2.22","-53.57",,,"121.95","29.97","270.75","292.18","1.65","0.1","42.88","-1.93","9.21","55.73",,,"2.9",,,"66.04",,"5.94",,,"1.89",,,,,,"0.44",,,,,"0.35",,,,"3.2",,"5.74",,,,,,,,,,,,"7744.98","5940.54",
"WorldBank High income countries",,"219.64","116.58","9.29","93.77","3.63","28.19","0.32","0.2","1.34","0.04","2.55","1.78","45.14","8.11","0.04","0.04",,,"0.88","1.6","0.15","0.14","0.11","2.98",,"0.01","0.18",,,"-3.31","0.12","0.82","13.98","11.18","49.2",,,,,,"1.13",,"-0.65",,,"0.02",,,"0.13",,,,"0.1",,"0.38","8.19",,,,"8.66","0.69","1.34","-0.65","0.82","0.82","7.74","7.74",,"-0.59",,,,"11.51",,"2.06","-0.6","2.14","0.04","2.04",,,"1.58",,"2.3",,,,,"0.37","1.58",,,,,,,"24.4","6.45","-1.25",,,,"0.54",,"16.86","2.15",,,,"-0.18","-0.17",,,,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,"2.81",,,,,,,,,,,,"82.24","70.31",
"Countries not classified by the World Bank",,"294.4","286.7","0.01","7.69",,"6.11",,,,,,,"105.52",,,,,,,"1.3","0.32",,,"41.16",,,,,,,,,"132.29",,"3.52",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"0.84",,,,"-0.87","-0.87",,,,"1.72",,,,"0.66",,,,"0.07",,"0",,,,,,,,,,,"0.59",,,,,,,"2.66","1.38",,,,,,,"1.24",,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"239.11","237.81",
"HIPCs, Total",,"37401.55","20335.46","1018.39","16047.71","431.75","135.98","35.95","387.89","928.52","8.2","389.21","180.28","1214.79","1437.86","1.44","0.46","12.53","242.83","263.43","1209.23","403.22","104.7","368.82","6.81","563.55","28.93","59.12","0.58","0.32","94.71","728.59","508.94","2906.33","8112.23","3273.83","0.01","0.06",,"0.01","1.91","1.77","8.19","94.78","0.12",,"0.02","0.17",,"0.44","31.96","156.49",,"0.99",,"444.55","276.92",,"381.19","381.19","2774.43","1664.86","110.8","1554.06","114.54","114.54","922.7","922.7",,"11.27",,,"61.07","1344.13",,"8.11","187.79","15.69","23.33","196.07",,,"111.78","92.81","474.46",,"41.14",,,"127.78","65.19",,"5518.65","5518.65",,"5518.65",,"2755.48","13.74","66.04","98.42",,,"8.81","803.52","140.73","1557.27","0.86","0.23",,"9.16","56.7",,,"0.25","4.2",,,"343.04",,"45.62",,,"19.73",,,"14.5",,,"1.47",,,,,"0.33",,,,"2.61",,,,,,,,,,,,,,"16072.39","8454.45",
"Land-Locked countries, Total",,"24910.23","14438.48","887.27","9584.49","260.45","209.46","56.86","194.49","568","15.89","304.71","136.01","536.01","1082.25","1.62","2.2","9.32","144.1","175.26","1174.79","352.62","93.69","323.89","12.76","483.9","33.14","1.19","1.82","3.05","36.85","440.23","494.63","2194.21","5355.5","2387.28","1.59","0.49",,"0.01","3.79","9.57","15.08","13.46","0.46",,"0.18","0.14",,"19.79","388.58","70.3",,"42.95","0.5","241.31","79.06",,"-20.82","-20.82","1718.65","654.62","1.66","652.96","695.88","695.88","339.13","339.13",,,"7.19",,"21.83","849.77",,"6.76","118.09","14.16","16.13","117.24","0.05",,"69.52","34.83","280.13",,"26.07",,,"115.54","51.24",,"2907.57","2907.57",,"2907.57",,"1742.04","11.2","22.45",,,,"22.75","447.18","114.28","1055.81","1.26","0.16",,"-2.83","37.46","32.3",,"0.25","0.68",,,"209.89",,"30.76",,,"12.03",,,"0.54",,,"1.57",,,,,"0.55",,,,"3.83",,"0.34",,,,,,,,,,,,"11086.03","5777.5",
"Small island states, Total",,"4396.71","2731.85","387","1277.87","10.6","857.37","1.77","10.89","88.45","0.26","0.04","3.15","302.42","29.36","0.04","0.04","0.12","2.87","3.82","193.3","37.41","16.42","8.5","181.98","23.05","0.11","101.87","0.26","0.04","131.61","3.64","33.55","89.23","610.27","430.59",,,,,"0.08","0.21",,"-3.49",,,"0.01",,,"0.14","354.57","2.8",,"0.87","1.5","1.88","28.43",,"15.69","15.69","332.78","24.27","3.45","20.81","87.76","87.76","193.03","193.03",,"28.99",,,"-1.27","101.38",,"1.94","2.13","5.66","4.24","18.09",,,"12.11","2.34","23.65",,"3.9",,,"7.72","19.59",,"204.92","204.92",,"204.92",,"192.5","4.92","5.59","0.8",,,"2.48","23.15","56.47","84.68","0.28","0.04",,"-1.31","15.4",,,,"0.03",,,"7.92",,"2.16",,,,,,,,,,,,,,,,,,"0.49",,,,,,,,,,,,,,"1316.86","706.34",
"Fragile states, Total",,"60203.93","32716.21","5540.74","21946.97","759.78","991.97","68.81","380.8","1220.93","14.33","542.89","266.24","1363.6","2380.22","3.56","4.19","9.75","274.88","375.46","3151.78","609.22","123.11","536.71","66.93","844.8","49.3","15.61","2.43","0.82","103.15","1064.43","767.32","5349.63","12133.34","4670.51","0.58","0.2",,"0.51","2.67","55.49","14.99","123.74","0.3",,"0.15","0.31",,"3.71","139.44","485.39",,"49.33","0.44","3181.86","1481.64",,"393.53","393.53","3200.57","1723.84","111.53","1612.3","673.21","673.21","737.57","737.57",,"9.58",,,"56.36","2298.75",,"13.38","215.55","26.09","35.34","248.79","0.05",,"164.73","82.75","634.24",,"56.88","488.8",,"221.28","110.88",,"7695.04","7695.04",,"7695.04",,"3688.58","13.49","48.12","116.16",,,"13.09","1240.02","185.74","1996.81","0.53","0.15",,"3.03","64.02","7.41",,"0.25","4.5",,,"661.08",,"52.58",,,"18.2",,,"15.18",,,"3",,,,,"1.23",,,,"2.33",,"1.43",,,,,,,,,,,,"25974.96","12920.17",
"Afghanistan",,"4274.23","3584.26","163.32","526.64","3.9","79.13","0.57","0.46","148.08","3.72","86.25","29.25","21.22","362.07","0.29","0.16","0.63","2.76","103.57","317.2","54.6","1.16","55.44","3.58","84.7","0.55","0.67","0.26","0.12","0.03","103.08","34.99","458.25","1631.47","192.28",,"0.03",,,"1.65",,"8.19","0.03","0.12",,,,,"0.24","2.56",,,"0.02",,"56.78","56.77",,"-20.29","-20.29","119.14",,,,"114.54","114.54",,,,,,,"4.6","65.55",,"0.06","8.85","0.35",,"8.39",,,"6.24",,"35.66",,,,,"2.79","3.21",,"125.2","125.2",,"125.2",,"44.76",,,,,,,"21.29","4.95","18.38",,,,,"0.15",,,,,,,"3.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3041.86","1229.88",
"Albania",,"335.16","164.92","90.97","79.27",,"0.12","10.28","0.02","0.22","0.28","2.6","0.37","4.06","62.27","1.59","0.04",,,"25.07","12.7","-1.28",,,,"1.8","0.11",,"0.31","0.07","-4.64","9.36","22.29","1.01","16.28","103.97",,"0.17",,,"0.01","0.01",,"-2.83",,,,"0",,"0.74",,,,,,"85.73","5.56",,"-4.06","-4.06","-2.89",,,,,,,,,,"-3.49",,"0.6","1.7",,"0.27","-1.05","0.25",,"0.54","0",,"0.46",,"0.97",,,,,,"0.26",,"-24.09","-24.09",,"-24.09",,"4.64",,,,,,,,"1.96","-0.01",,,,,"-0.25","2.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.6","112.8",
"Algeria",,"71.13","51.53","-21.26","40.87",,"0.03","0.12","-0.32","-1.34",,"0.03","0.15","53.36","5.34","0.14","0.72",,,"1.24","0.78","3.97",,"0.01",,"0.71","0","0.17",,,"-27.97","1.55","3.87","4.09","4.88","30.17",,,,,,,,,,,,,,"0.09",,,,,,"1.59","-6.58",,,,"0.02","0.02","0.02",,,,,,,,,,,"9.87",,"0.39",,"0.33","0.2","0.99",,,"0.38","4.04","1.46",,,,,"0.81","1.26",,,,,,,"0.81",,,"0.1",,,,,"0.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.35","38.63",
"Angola",,"380.06","279.56","0.36","100.14","1.03","0.05","0.01","-0.23","0.05","0.01",,"0.53","4.98","2.23",,"0.1",,"0.68","1.93","197.3","13.14",,"-1.5",,"6.6","13.84","-19.4",,,"-4.91","1.22","0.04","1.98","60.91","26.9",,,,,,"0.01",,,,,,,,"0.21","0.06",,,,,"0.08",,,,,"12.53","12.53",,"12.53",,,,,,,,,,"21.3",,"0.22","0.42","0.63","1.06","2.78",,,"2.5","2.78","7.68",,,,,,"3.24",,"22.21","22.21",,"22.21",,"17.2",,,,,,,"10.39","4.84","2.27",,,,,"-0.3",,,,,,,"1.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"269.39","1.47",
"Anguilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",,"1.49","1.27",,"0.22",,"0.06",,,,,,,"0.01",,"0","0",,,"0.04","1.53","0.19",,,"0.02",,,,,,,,,"0","-0.59","0.12",,,,,,,,,,,,,,,,,,,,,,,,,"-0.59",,,,,,,,,"-0.59",,,,"0.07",,,,"0.07",,"0",,,,,,,,,,,,,,,,,,"0.62",,,,,,,,"0.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","0.06",
"Argentina",,"-18.87","-19.89","5.95","-4.93","0.63","0.37","0.28","0.01","0.63","0.02",,"0.06","10.49","41.89","0.07","0.03",,,"-0.99","12.34","0.27","0.08",,"0.12",,"0","0.11",,,"-84.15","0.17","0.22","2.41","-4.32","-13.51",,,,,,"2.83",,"3.02",,,"0",,,"0",,,,"0.07",,"0.02","0.01",,,,"-3.26",,,,,,"-3.26","-3.26",,,,,,"5.35",,"0.52",,"1.63","0.85","0.45",,,"0.53",,"1.39",,,,,,,,,,,,,"6.49",,,,,,,,"5.85","-0.1",,,"0.74",,,,,,,,,"0.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.45","-29.52",
"Armenia",,"347.48","65.84","38.33","243.3",,,"3.77","0.23","0.04","0.29","0.76","0.24","20.5","8.98","0.3","0.07",,,"0.31","-5.31","0.16",,"0.07",,"0.56","0.35",,"0.05",,"0","1.21","6.48","1.81","24.98","148.81",,,,,"0.04","0.01",,,"0.01",,"0.01",,,"0.21","37.37",,,,,,"0.67",,"-6.34","-6.34","88.72",,,,"88.72","88.72",,,,,,,,"3.91",,"0.14","1.13","0.18",,"0.48",,,"0.47",,"1.14",,,,,,"0.37",,"-7.68","-7.68",,"-7.68",,"15.89",,,,,,,"0.37","3.84","2.82",,,,,"5.94","2.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.31","38.94",
"Aruba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azerbaijan",,"69.58","61.67","1.5","6.41",,,"0.72",,"0.13","0.04","0.05","0.07","-0.33","11.61","0","0.21",,,"0.02","21.31","6.71","0","0.04",,"0.94","0.13","0","0.01",,,"1.11","1.75","3.74","13.4","27.45",,,,,"0.02","0.31",,"-2.02","0.04",,"0.02",,,"0.07","0.01",,,,,"8.76","-5.68",,"-1.8","-1.8","-3.68",,,,"0.91","0.91",,,,,,,"-4.59","3.23",,"0.38","0.28","0.08",,"0.61",,,"0.59",,"0.93",,,,,,"0.36",,"-29.2","-29.2",,"-29.2",,"10.42",,,,,,,"3.57","3.32","3.59",,,,,"-0.91","0.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.88","17.43",
"Bahamas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bangladesh",,"2592.91","1200.54","21.93","1370.44","34.15","48.95","0.83","0.62","49.15","0.02","10.27","0.78","-7.38","82.83","0.02","0.01",,"1.31","0.67","375.16","52.16","1.93","46.6","0.36","4.25","0.01",,,,"-0.44","33.26","37.44","250.11","211.62","79.45",,,,,,,,"-7.09",,,,,,"0.01",,,,"0.11",,"2.41","3.71",,"208.75","208.75","100.85",,,,"99.71","99.71",,,,,,,"1.14","82.19",,"0.82","27.06","1.76","0.5","11.22",,,"7.04",,"25.28",,,,,"3.1","5.41",,"757.77","757.77",,"757.77",,"141.42",,,,,,"0.16","86.35","4.67","40.65",,,,"-0.46","10.06",,,,,,,"30.36",,"0.68",,,,,,,,,"1.37",,,,,"0.31",,,,,,"1.43",,,,,,,,,,,,"962.15","421.45",
"Barbados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belarus",,"104.58","62.7","5.06","36.82",,,"1.19","0","0.1","0.77","2.61","0.33","1.87","11.95","0.36","0.05","0.18",,"0.32","0.16","0.37",,,,"1.53","18.77","0.01","0.22","0.02","0.01","9.33","0.59","1.34","10.62","25.29",,,,,"0.27","1.56",,"-1.06","0.07",,"1.17",,,"0.01","2.97",,,,,"0.05","0.02",,,,,,,,,,,,,,,,,"2.51",,"0.64",,"0.01","0.11","0.46","0.01",,"0.27",,"0.79",,,,,,"0.22",,,,,,,"9.01",,,,,,,,"3.36","5.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.36","49.16",
"Belize",,"28.27","6.11","-1.01","23.17","0.07","0.18","0.02",,"0.22",,,,"0","0.02",,,,,,"1.88","0.21",,,,,,,,,,,,"1.75","1.83","11.41",,,,,,"0.03",,"-1.04",,,,,,,,,,,,,,,,,"2.72",,,,,,"1.37","1.37",,"1.34",,,,"1.68",,"0.15",,"0.07",,"0.11",,,,,"1.35",,,,,,,,,,,,,"7.36",,,,,,,,"1.87","2.84",,,,,"2.65",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.69","1.79",
"Benin",,"436.63","184.17","12.63","239.83","1.23","0.03","0.03","19.56","6.63","0.01","-0.68","0.07","27.86","38.38",,"0",,"0.03","2.37","12.9","0.12","1.04","17.75",,"0.02","0.01",,"0.01",,"0.16","0.65","21.61",,"35.62","48.27",,,,,,"0.01",,"4.55",,,,,,"0","0.09",,,,,"0.3","1.2",,"-8.42","-8.42","40.72","31.92","0","31.92",,,,,,,,,"8.8","17.41",,"0.35","1.94","0.33","0.48","3.78",,,"1.83","0.48","5.31",,,,,"1.5","1.41",,"106.87","106.87",,"106.87",,"34.97",,"5.34",,,,,"5.11","4.44","19.72",,,,"-0.44","0.8",,,,,,,"1.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123.76","107.25",
"Bermuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
