Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Saint Vincent and the Grenadines","","8.52","-0.27","-0.44","9.23",,"0.21",,,"0.07","0.03",,,"-1.02","0.01",,,,,,"0.32","0.11",,,"0.04",,,,,,,,,"0.05","-0.08","4.34",,,,,,"0.01",,"-0.51",,,,,,,,,,,,"0.06",,,,,"-0.63",,,,,,,,,"-0.63",,,,"0.27","0.12",,,"0.08",,"0.07",,,,,,,,,,,,,"4.46","4.46",,"4.46",,"0.79",,,,,,"0.11",,"0.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.65","-0.94",
"Samoa","","113.01","67.26","0.11","45.63",,"35.76",,,"0.04",,,,,"0.09",,,,"0.03",,"7.38","0.29",,,"22.04",,,,,,"0.05",,"0.01","0.27","1.3","3.04",,,,,,"0.02",,,,,,,,,,,,"0.02",,"0.07","0",,"8.82","8.82","12.86",,,,"12.86","12.86",,,,,,,,"1.79","0.06",,"-0.07","0.21",,"0.6",,,,,,,,,,,"0.99",,"16.09","16.09",,"16.09",,"3.03",,,,,,,,"2.27",,,,,,"0.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.08","0.45",
"Sao Tome and Principe","","53.75","22.36",,"31.39","0.01","0.32","0.01",,"0.01",,,,"2.03","0.01",,,,,,"2.72",,,,,"0.25",,"17.21",,,"0.1",,,,"-0.29","7.51",,,,,,,,,,,,,,,,,,,,,,,"0.52","0.52","6.18","6.18",,"6.18",,,,,,,,,,"3.99","0.03",,"0.85","0.24",,"0.38",,,"0.55",,"0.73",,,,,"0.29","0.91",,"6.28","6.28",,"6.28",,"6.91",,"-0.07",,,,,"0.32","2.49","4.48",,,,,"-0.3",,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.48","19.36",
"Saudi Arabia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senegal","","994.48","634.64","9.2","350.64","16.54","1.77","4.38","23.87","63.73","0.04",,"0.85","189.57","21.43","0.01",,,"0.17","19.13","42.09","17.25","14.42","6.42",,"1.05","0.03","0.3",,,"19.53","1.12","2.8","1.5","203.18","63.6",,,,,"0.04","0.22",,"7.48",,,,,,"0.03",,,,"0.22",,"5.06","-3.85",,"-5.27","-5.27","75.31","63.99","0.04","63.95",,,,,,,,,"11.33","37.06","0.69","0.36","3.82","0.69","0.23","1.95",,,"2.31","16.71","6",,,,,"3.04","1.27",,"130.5","130.5",,"130.5",,"49.43",,"4.83",,,,,"20.28","3.18","23.15",,,,"-0.9","-1.11",,,,,,,"16.43",,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,"540.63","302.77",
"Serbia","","780.27","144.42","44.32","591.53","0","0.01","11.59","0.23","0.1","1.61","1.16","0.21","8.19","30.66","0.12","6.45",,"0.11","-1.59","6.39","0.02","2.6",,,"10.88","-3.29","0.12","1.39","0.91","-3.24","13.71","18.73","5.06","32.29","593.84",,,,"0.01",,"0.17",,"0.6",,,,,,"1.01","36.47",,,,,"6.06",,,,,"-1.27",,,,,,,,,,"-1.27",,,"9.59","0.05","0.92",,"0.2",,"0.62",,,"0.15","6.87","0.78",,,,,,,,"-24.64","-24.64",,"-24.64",,"14.03",,,,,,,,"0.95","5.12",,,,,,"7.96",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.09","76",
"Seychelles","","27.42","7.26","6.7","13.46",,"1.82",,,,,,,"4.13","0.03",,,,,,"0.55",,,,"0.02",,,,,,,,,"0.48","0.23","10.32",,,,,,"0.03",,"-0.64",,,,,,,,,,"0.02",,"0.06","7.22",,,,"-0.34","-0.34","0.4","-0.74",,,,,,,,,,"1.02","0.05","0.17",,"0.12",,"0.04",,,"0.06",,,,,,,,"0.58",,,,,,,"2.46",,"0.92",,,,,,"1.85",,,,,,"-0.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.42","4.64",
"Sierra Leone","","449.07","207.71","3.81","237.55","5.16","3.67","0.02","0.01","5.12",,"0.15","2.35","0.44","10.87",,,,"12.05","0.63","42.91","0.15","0.51",,"0.04","2.46",,"0.01",,,"0.61","0.36","0.48","109.43","15.45","75.88",,,,,,"0.01",,"3.62",,,,,,,,,,,,"0.17","0.01",,"6.49","6.49","39.09","35.61",,"35.61",,,,,,,,,"3.47","30.56","0.75","0.41","7.89","0.39","0.72","4.76",,,"2.8","1.87","7.41",,"0.72",,,"1.4","1.44",,"43.62","43.62",,"43.62",,"41.92",,"7.52",,,,,"4.66","3.2","17.31",,,,,"9.22",,,,,,,"1.52",,"3.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184.85","137.43",
"Singapore","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solomon Islands","","289.83","257.73","-0.35","32.46","0.11","198.53",,,"0.09",,,"0.13",,"0.1",,,,,"0.02","22.43","0.83",,,"33.86",,,,,,,"0",,"0.67","1.06","8.39",,,,,,,,"-0.44",,,,,,,,,,"0.01",,"0.08",,,"0.23","0.23","11.94",,,,"11.94","11.94",,,,,,,,"3.84",,,"1.46","0.19",,"1.24",,,,,,,,,,,"0.95",,"4.27","4.27",,"4.27",,"3.79",,,,,,,"0.69","2.13","0.98",,,,,,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.38","0.93",
"Somalia","","1054.58","716.65","126.89","211.04","1.01","7.04","0.38","0.03","22.68","0.1","26.33","12.26","3.14","14.53","0.01",,"0.25","8.66","6.85","58.35","0.85","0.99","6.37",,"63.05",,,,,"0.81","57.57","13.56","167.72","245.13","152.15",,,,,"0.07",,,"1.38",,,,,,,"1",,,,,"115.74","8.7",,,,"0.07","0.07",,"0.07",,,,,,,,,,"35.47","0.3",,,"0.31","0.26","5.96",,,"3.6","0.05","13.12",,,,,"10.39","1.47",,,,,,,"23.35",,,,,,,"2.54","0.18","20.34",,,,,"0.3",,,,,,,"1.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"518.4","305.74",
"South Africa","","1295.34","1013.73","1.25","280.36","20.89","5.66","0.54","19.66","10.09","0","1.46","5.05","301.02","52.38","0.1",,"0.11","6.28","6.4","10.37","0.36","0.67","10.27","0.39","22.93","0.05","1.46",,,"0.14","16.97","8.89","55.67","476.8","165.45",,,,,,"0.29",,,,,,,,,,,,,,"0.59","0.37",,,,,,,,,,,,,,,,,"12.57","0.06","0.35",,"0.89","2.65","0.41",,,"1.85","2.71","1.2",,,,,"0.09","2.38",,,,,,,"102.34",,,,,,"5.23",,"8.23","88.53","0.34",,,,,,,,,,,"11.57",,"9.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"912.73","478.12",
"South Sudan","","1399.3","1136.54","1.63","261.13","0.48","26.84","0.34","6.2","66.05","0.21","33.68","14.14","1.39","34.57",,,,"9.97","1.93","80.36","1.94","1.72","55.21",,"91.12","0.58",,"0.69",,"0.12","67.03","18.94","213.38","410.12","128.31",,,,,"0.07","0.22",,,,,,,,,,,,,,"1.07","0.27",,,,,,,,,,,,,,,,,"96.68","0.01",,"2.83","0.09","1.51","3.75",,,"3.71","43.16","10.38",,"3.38",,,"27.11","0.75",,,,,,,"36.14",,,,,,,"1.94",,"34.2",,,,,,,,,,,,"0.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"807.81","441.17",
"Sri Lanka","","403.17","272.5","-2.74","133.41","1.23","28.11","1.63","0.42","3.62","0.03","-0.44","1.53","13.67","-3.55","0.01","1.02",,"0.25","0.72","105","44.93","0.19","0.07","1.09","14.72",,"0",,,"-1.48","3.79","11.72","14.47","30.98","42.81",,,,,,"0.02","0.2","-4.63",,,,,,,"0.99",,,"0.19",,"0.41","0.09",,"-5.84","-5.84","-32.33",,,,"-32.33","-32.33",,,,,,,,"19.69","0.34","0.41","7.81","0.72","0.11","0.89",,,"1.65",,"1.15",,,,,"4.58","2.04",,"92.53","92.53",,"92.53",,"16.55",,,,,,,"3.09","2.58","9.64",,,,"-0.59","1.83",,,,,,,"1.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164.9","32.33",
"States Ex-Yugoslavia unspecified","","4.33","3.44","0.48","0.41",,,"0.68",,,"0.15",,,,,,,,"0.26","0.38",,,,,,"0.04",,"1.21","0.02","0.69",,,,,"0.01","0.24",,,,,,,,,,,,,,,,,,,,"0.48",,,,,,,,,,,,,,,,,,"0.17","0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.39","3.39",
"Sudan","","1507.33","1073.37","39.18","394.78","1.15","3.78","0.2","0.01","21.46","0.02","12.47","13.26","8.15","18.96","0.05","0.01",,"6.86","4.46","76.31","2.45","0.76","10.83",,"33.9","0.02","0","0.03",,"1.53","22.28","13.49","108.2","713.88","119.15",,,,,"0","0.11",,"24.9",,,,,,"0.02","2.56",,,"0.03",,"6.34","5.22",,,,"10.69","4.21","0.03","4.18",,,,,,,,,"6.48","48.08","0.64","0.26","10.82","0.28","0.89","3.62",,,"4.36","3.18","13.35",,"-3.24",,,"12.11","1.81",,,,,,,"216.86",,,"70.8",,,,"56.18","5.02","67.66",,,,,"17.2",,,,,,,"1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"951.42","208.1",
"Suriname","","30.82","19.44","0.08","11.3",,"0.05",,"1.68","0.35","0.01",,"0.04","14","0.1",,,,,,"0.07",,,"3.21",,,"0.01",,,,,,,,"-0.08","6.85",,,,,,"0.01",,,,,,,,,,,,"0.02",,"0.05",,,,,"1.26",,,,,,"1.48","1.48",,,,,"-0.21","0.65","0.37",,,"0.08",,"0.2",,,,,,,,,,,,,,,,,,"2.54",,,,,,,,"1.23","1.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.44","19.05",
"Syrian Arab Republic","","3637.93","1732.5","1664.97","240.47","0.84","56.67","2.92","11.68","63.78","1.52","47.69","11.45","20.48","311.9","0.77","0.09","0.59","10.38","15","-15.29","4","7.34","47.32","2.63","68.84","2.52","0.41","0.26","0.1","11.38","44.14","21.28","216.93","765.72","181.99",,"0.2",,,"0.16","11.26",,,"0.07",,,,,"0.58","12.95",,,,,"1638.5","1.25",,,,"0.4",,,,,,,,,,,,"0.4","57.11","0.02","0.05","-2.01","0.17",,"1",,,"2.93",,"20.94",,,"24.08",,"9.5","0.42",,,,,,,"0.97",,,,,,,,,"0.47",,,,,"0.5",,,,,,,"0.09",,,,,"0.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1378.52","764.28",
"Tajikistan","","390.55","147.68","27.02","215.85","0.01","1.02","0.82",,"2.7","0.02","1.38","0.94","3.88","26.75","0",,,,"0.07","26.66","0.68","0.24","0.03",,"2.65","0.65",,"0.03",,"0.08","0.36","29.7","12.13","36.89","17.86",,,,,"0.01","0.17",,"3.31","0.01",,,,,,"17.12",,,"0.02",,"2.95","3.44",,,,"98.08",,,,"90.64","90.64",,,,,,,"7.44","11.65","0.49","0.41","1.61","0.06","0.16","4.64",,,"0.81",,"2.65",,,,,"0.71","0.11",,"42.49","42.49",,"42.49",,"45.77",,,,,,"0.86","2.32","2.79","20.7",,,,,"11.69","7.41",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.07","47.39",
"Tanzania","","3433.24","1951.97","11.11","1470.15","58.89","12.1","1.54","13.34","163.68","0.03","88.63","45.24","7.99","75.08",,,,"43.56","6.59","196.87","56.87","0.01","10.11","0.59","99.45","0.61","0.07","0.02",,"0.43","125.42","31.37","237.49","734.88","106.7",,,,,,"0.09",,"-0.57",,,,,,,"3.37",,,"0.12",,"1.42","6.68",,"109.99","109.99","203.57","203.57",,"203.57",,,,,,,,,,"50.93","0.42","0.45","8.4","0.51","0.99","11.35",,,"4.2",,"19.07",,,,,"3.96","1.59",,"697.09","697.09",,"697.09",,"301.88",,"8.76",,,,,"46.38","7.17","235.7",,,,"0.2","3.66",,,,,,,"48.42",,"0.45",,,"1.8",,,"8.23",,,,,,,,,,,,,,,,,,,,,,,,,,"1422.58","656.16",
"Thailand","","28.79","-103.84","0.7","131.94","1.77","6.16","1.09","0.03","0.28","0","-0.1","1.38","4.92","3.28","0.01","0.01",,"0.16","0.9","-193.05","3.34","0.28","0.06","0.06","1.93",,"0.09","0.02",,"0.05","8.43","1.76","-1.48","56.54","19.86",,,,,,"0.14",,,,,,,,,,,,,,"0.47","0.09",,,,"0.37",,,,"0.37","0.37",,,,,,,,"8.72","0.25","0.43",,"0.4","1","1.17",,,"1.78",,"0.7",,,,,"0.38","2.62",,,,,,,"102.98",,,,,,"50.15",,"4.85","47.41","0.09",,"0.48",,,,,,,,,"1.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-128.61","19.14",
"Timor-Leste","","258.57","199.19","0.08","59.3","0.1","108.57","0.02",,"0.3",,"0.17","0.73","0.25","7.88",,,,,"1.15","22.17","3.6",,,"9.19","5.56","0.01","17.33",,,"1.54","0.87",,"0.11","19.74","19.66",,,,,,,,,,,,,,,,,,"0.07",,,"0.01",,,,"19.03",,,,"19.03","19.03",,,,,,,,"9.26","0.17",,"0.56","0.93",,"1.87",,,"1.84",,"1.5",,,,,"1.55","0.84",,"4.2","4.2",,"4.2",,"7.14",,,,,,,"0.29","1.32","5.53",,,,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.61","30.05",
"Togo","","226.32","82.6","5.93","137.8","1.37","2.4","0.11","0.74","1.9",,"0.35","0.34","25.25","18.48","0.01",,"0.1",,"0.52","23.75","0.09","0.5",,,"0.27",,"0.01",,,"0.42","0.7","2.56",,"4.09","34.1",,,,,,"0.04",,"5.25",,,,,,"0.02",,,,,,"0.38","0.24",,"-1.77","-1.77","15.69","11.47","0.09","11.38",,,,,,,,,"4.22","16.33","0.37",,"4.58","0.28","0.47","4.61",,,"1.39",,"3.77",,,,,"0.02","0.85",,"30.76","30.76",,"30.76",,"42.69",,"0.3",,,,,"6.83","3.86","31.69",,,,,,,,,,,,"1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.99","47.44",
"Tokelau","","24.06","23.98",,"0.08",,"0.84",,,,,,,,,,,,,,"0.01",,,,"23.13",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.06",,,,,,"0",,,,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.01",,
"Tonga","","81.09","50.97","0.21","29.9",,"31.61",,,,,,,"0.09","0.01",,,,,,"4.5","0.25",,,"13.21",,,,,,,,,"0.03","1.27","0.61",,,,,,,,,,,,,,,,,,,,"0.01","0.2",,,,"12.59",,,,"12.59","12.59",,,,,,,,"1.05","0.3",,"0.07",,,"0.02",,,,,,,,,,,"0.66",,"15.16","15.16",,"15.16",,"0.49",,,,,,"0.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.91","0.14",
"Trinidad and Tobago","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunisia","","714.66","202.3","43.97","468.39",,"0.29","0.53","-0.42","-2.23","0.05","3.55","0.49","66.9","67.73","0.01",,,,"16.95","-36.43","4.78","1.19","2.23","0.02","0.1","0.37","0.06","0.39",,"25.18","5.29","20.91","7.53","16.84","439.17",,,,,"0.11",,,"3.57",,,"0.02",,,"0.03","1.98",,,"0.01",,"36.19","2.06",,,,"-0.48","0.63","0.63",,,,,,,,,,"-1.11","5.24","0.39","0.56","0.14","0.28","0.06","1.09",,,"0.57",,"1.03",,,,,"0.48","0.64",,"-1.94","-1.94",,"-1.94",,"26.41",,,"4.67",,,,,"6.75","1.85",,,,"-0.16","13.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137.28","198.02",
"Turkey","","2847.84","259.13","-17.37","2606.08","2.63","0.18","33.85","-3.39","2.44","0.86","0","1.48","-35.49","228.75","0.39","0.54",,"1.46","-3.11","-10.33","-0.42",,"0.59",,"3.27","0.05","0.07",,"0.1","-0.95","12.79","1.4","8.53","16.07","2493.94",,,,,"0.17","0.05",,"-15.36","0.05",,,,,"0.15",,,,,,,"-2.43",,,,"105.24",,,,,,,,,,"106.21",,"-0.97","6.45","0.53",,,"0.72",,"0.38",,,"1.36",,"0.84",,,,,"2.45","0.17",,"-4.93","-4.93",,"-4.93",,"5.37",,,,,,,,"6.27",,,,,,"-0.89",,,,,,,"2",,,,,"0.5",,,,,,,,,,,,,,,,,"0.13",,,,,,,,,,,,"206.86","246.52",
"Turkmenistan","","35.91","9.23","16.18","10.51",,,"0.02",,,,,"0.07","0.32","1.46",,,,,,"-1.68","0.11",,,,"0.09","0.1",,,,"0.01",,,"0.8","7.92","2.98",,,,,,"0.14",,,,,,,,"0.21",,,,"0.02",,"15.76","0.05",,,,"-0.72",,,,,,,,,,,,"-0.72","2.22",,,,,,"0.5",,,"0.69",,"0.8",,,,,,"0.23",,,,,,,"6.04",,,,,,,,"0.67","4.45",,,,,"-0.75","1.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.82","2.78",
"Turks and Caicos Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuvalu","","27.59","20.21","0.09","7.3",,"8.99",,,,"0.01",,"0.08",,,,,,,,"7.58","0.12",,,"3.43",,,,,,,,,"0",,"2.44",,,,,,,,,,,,,,,,,,"0.01",,"0.08",,,,,"2.16",,,,"2.16","2.16",,,,,,,,"0.42","0.11",,,"0.21",,"0.01",,,,,,,,,,,"0.09",,"0.84","0.84",,"0.84",,"1.44",,,,,,,,"1.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.58","0.09",
"Uganda","","1697.09","961.28","2.1","733.72","38.22","6.66","17.43","15.68","12.36","0.01","55.24","4.14","2.58","42.07","0.04","0.01","4.17","31.67","3.35","57.51","11.42","0.29","36.17",,"69.97","0.08",,"0.01","0.04","0.53","41.31","1.37","88.09","459.08","67.96",,,,,"0.06","0.12",,"-0.22",,,,,,,,,,"0.13",,"1.72","0.29",,"-1.82","-1.82","153.5","152.41","0.04","152.37",,,,,,,,,"1.09","72.33","0.18","0.57","23.36","0.37","1.53","8.86",,,"6.47","0.01","21.02",,"0.4",,,"8.18","1.38",,"351.45","351.45",,"351.45",,"90.3",,"-0.49",,,,,"30.92","2.26","59.19",,,,"-0.92","-0.66",,,,,,,"31.02",,"6.72",,,"0.24",,,"0.24",,,,,,,,,,,,,,,,,,,,,,,,,,"665.04","338.74",
"Ukraine","","790.74","324.04","18.3","448.4",,"0.15","8.25","0.06","17.83","2.78","6.41","1.57","13.87","68.92","2.16","7.91",,,"0.36","2.66","0.15","0.05","0.56",,"5.88","14.97","0","1.05","0.2","0.39","26.78","17.49","3.96","119.62","368.69",,,,,"0.58","10.15",,"0.74",,,"0.21",,,"0.49","0.69",,,,,"5.42","0.01",,,,,,,,,,,,,,,,,"5.41","0.02","0.76",,"0.12","1.46","1.38",,,"0.69",,"0.81",,,,,,"0.16",,,,,,,"74.3",,,,,,,,"8.88","62.15",,,,,,"3.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227.23","160.26",
"United Arab Emirates","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uruguay","","36.52","20.47","0.74","15.32",,"0.16",,"0.05","0.67",,,"0.38","1.06","13.97","0.02",,,,"0.58","0.65",,"0.02",,"0.26","-0.04",,"0.08",,,"1.66","0.03","0.06","0.56","0.29","6.64",,,,,,"0.67",,,,,,,,,,,,"0.02",,"0.04","0.01",,,,"1.28",,,,,,"1.28","1.28",,,,,,"4.07","0.19","0.89",,"0.85","0.02","0.45",,,"0.92",,"0.75",,,,,,,,,,,,,"3.33",,,,,,,,"2.28","1.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.78","18.41",
"Uzbekistan","","295.16","106.05","5.1","184.01","0.01","0.04","0.27",,,"0.19","0.12","0.01","2.09","32.17","0.11","0.05",,,"0.01","30.11","10.7","0.14",,,"0.16","-0.67",,"0.02",,"0.03","0.06","3.38","2.41","24.66","12.18",,,,,,"0.52",,"-2.92","0.08",,"0.01",,,"0.01","0.34",,,"0.06",,"7","0",,,,"74.45",,,,"73.67","73.67",,,,,,,"0.78","11.62","0.28","0.42",,"0.01","0.51","5.64",,,"1.37",,"3.18",,,,,,"0.22",,"72.99","72.99",,"72.99",,"12.77",,,,,,,"1.12","3.78","2.74","0.16",,,,"2.94","2.04",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.45","37",
"Vanuatu","","91.34","87.09","0.16","4.09",,"51.94",,,"0.08",,,,"3.57","0.28",,,,,,"13.53","0.02",,,"14.92",,,,,,,,,"0.09","2.67","4.06",,,,,,,,,,,,,,,,,,,,"0.16",,,,,"-1.63",,,,"-1.63","-1.63",,,,,,,,"1.72","0.3",,,"0.29",,"0.11",,,,,,,,,,,"1.01",,"-0.58","-0.58",,"-0.58",,"0.52",,,,,,,,"0.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.21","3.94",
"Venezuela","","37.83","25.04","0.14","12.65",,"0.18","0.28","0.15","0.48","0",,"0.04","7.69","6.83","0.03","0.01",,,"0.41","1.64","0.08","0.12",,,"-0.03","0.02","0.14",,,"-2.82","0.04","0.04","3.11","6.59","4.56",,,,,,"0.12",,,,,,,,"0.01",,,,,,"0.01",,,,,"1.25",,,,,,"1.25","1.25",,,,,,"3.19","0.06","0.27",,"0.37","0.34","0.1",,,"1.32",,"0.74",,,,,,,,,,,,,"3.65",,,,,,,,"3.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.76","16.06",
"Viet Nam","","4085.6","2379.94","7.65","1698.02","19.08","147.17","4.15","29.82","22.12","1.48","40.82","24.72","177.27","144.29",,"0.74",,"17.14","2.42","1306.89","234.56","12.38","0.62","9.89","18.39","4.3","0.03","0.03",,"-2.11","11.14","29.92","36.29","105.48","55.27",,,,,"0","0.18",,"5.47",,,,,,"0.04","0.4",,,"1.39",,"0.09","0.07",,,,"295.36",,,,"295.36","295.36",,,,,,,,"44.86","0.09","0.59","20.17","1.15","1","9.47",,,"4.71",,"3.78",,,,,,"3.9",,"1188.62","1188.62",,"1188.62",,"113.92",,,,,,"0.88","41.37","9.9","56.13","1.25",,"1.21","1.48","1.7",,,,,,,"18.89",,,,,,,,,,,,,,,,,,,,,,"0.18",,,,,,,,,,,,"1794.75","505.53",
