Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Other LICs, Total","","1099.47","712.01","21.44","366.02","2.13","54.02","0.12","1.84","29.82","0.24","21.47","1.65","3.46","59.84","0.36",,,"8.72","0.41","21.82","1.46","0.37","5.78","0.47","30.71","2.67","0.06",,,"0.11","46.17","24.52","221.22","174.71","103.78",,,,,,,,"5.22",,,,,,"0.09","15.86",,,,,"0.25","0.02",,"-7.51","-7.51","0.31","0.31","0.14","0.17",,,,,,,,,,"51.5",,"0.42","-1.67","1.07","1.14","11.22",,,"5.24","3.25","6.26",,,,,"21.11","3.45",,,,,,,"217.94",,,,,,,"15.44","1.4","201.21",,,,,"-0.11",,,,,,,"2.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"511.28","374.49",
"LMICs, Total","","35289.53","20093.3","2408.97","12787.26","459.08","1726.61","184.35","410.54","699.73","24.69","357.76","113.71","2797.65","1842.19","22.43","7.11","2.15","53.86","69.99","2274.89","501.13","82.51","242.32","71.49","399.06","23.5","227.67","4.82","2.8","207.92","400.46","449.8","1786.51","5105.64","4696.87",,"0.13",,"0.05","2.28","83.15",,"126.5","0.43",,"0.46",,,"24.51","103.57",,,"1.97",,"1819.89","246.02",,"337.68","337.68","1543.66","763.15","3.27","759.88","195.12","195.12","543.55","543.55",,,"4.6",,"37.25","1297.9",,"10.99","118.79","17.03","16.83","108.51",,,"90.71","31.24","189.38",,"10.35","582.65",,"90.67","30.75",,"2967.12","2967.12",,"2967.12",,"1944.03","8.3","13.97","242.24",,,,"400.66","140.05","1022.3",,,"2.81","6.08","58.42","49.2",,,,,,"459.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14576.6","8862.8",
"UMICs, Total","","14557.96","7862.49","228.28","6467.19","55.78","304.4","129.77","67.33","119.28","10.98","-10.67","36.05","2033.39","1321.02","48.75","6.16","0.06","12.45","73.28","-741.69","88.35","18.2","53.13","62.19","329.91","62.12","16.59","3.27","7.76","120.08","212.5","158.86","438.03","2880.94","5865.87",,"0.03","0.04","0.51","0.17","11.71",,"-16.65","0.1",,"0.86",,,"5.3","30.77",,,"0.76",,"182.41","12.27",,"-33","-33","201.93","-1.45","3.58","-5.03","42.72","42.72","50.93","50.93",,"28.05","87.93",,"-6.25","363.51",,"13.39","35.88","16.19","15.8","30.61","0.06",,"41.64","53.62","47.21",,"1.93","84.69",,"7.55","14.96",,"-615.28","-615.28",,"-615.28",,"684.17","10","1.2","-47.25",,,,"1.03","204.07","437.95",,,"2.05","-1.58","31.64","45.06",,,,,,"55.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6124.25","4660.19",
"MADCTs, Total","","227.95","144.09","12.93","70.94","0.07","7.65","0.3","0.59","3.23",,"1.04","0.9","14.12","48.3","0.19",,,,"-0.59","8.55","0.43","0.33","0.02","13.88","32.4","0.01","0.15",,"0.01","1.81","0.62","1.41","7.69","1.05","44.3",,,,,,"0.98",,"-0.6",,,,,,"0.02","0.02",,,"0.09",,"0.15","12.28",,,,"8.13","-0.32","0.42","-0.74","1.98","1.98","7.41","7.41",,"-0.93",,,,"8.81",,"1.52",,"2.13","0.16","1.74",,,"1.12",,"1.59",,,,,,"0.54",,"-0.08","-0.08",,"-0.08",,"9.78",,"1.54",,,,,,"6.4","2.15",,,,,"-0.31",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.35","75.48",
"Part I Unallocated by income","","39467.08","32287.14","1598.51","5581.44","1520.16","1199.87","167.99","508.2","1909.02","9.18","818.18","374.67","1813.4","2970.62","31.56","6.39","8.85","126.54","331.96","1831.68","175.08","69.99","2891.26","112.97","1803.56","11.56","17.23","9.16","7.85","401.86","2026.29","1345.47","3171.34","8135.43","2709.36",,,"13.58","8.29","2.39","57.72",,"-0.12","0.36","23.9","3.43","11.75",,"1.97","53.52","957.13","241.32","0.62",,"78.12","144.52",,,,"867.21","197.46","0.93","196.53","0.45","0.45","656.09","656.09",,"5.37",,,"7.85","1527.94",,"34.58",,"186.4","184.2","79.57","12.22",,"56.57","177.41","498.77",,,,,"8.5","289.72",,"30.95","30.95",,"30.95",,"445.98",,"2.47","9.18",,,,"115.81","210.5","30.8",,,,"24","12.66","40.55",,,,,,"1520.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20163.45","15765.21",
"WorldBank Low income countries","","31422.13","19276.46","1669.85","10475.82","180.59","416.46","45.56","361.04","868.53","19.2","427.44","175.71","648.62","1917.3","6.2","2.12","10.25","239.99","123.93","1810.95","161.82","66.7","530.78","19.23","664.43","14.97","92.47","1.69","0.68","196.4","707.16","297.39","2259.13","7190.33","2787.09",,"0.13","0.9","0.42","3.89","1.71",,"41.89","0.33",,"17.31",,,"1.34","35.84",,,"0.34",,"1340.14","225.6",,"317.89","317.89","1501.44","1210.1","104.72","1105.39","233.37","233.37",,,,,,,"57.97","1268.37",,"5.17","225.36","7.63","14.77","170.53",,,"88.54","115.35","316.81",,"45.43","54.25",,"192.45","32.08",,"2823.27","2823.27",,"2823.27",,"1777.76",,"37.8","87.48",,,,"368.77","60.96","1179.17",,,,"6.2","37.38",,,,,,,"180.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14818.79","7837.07",
"WorldBank Lower-middle income countries","","45040.5","27138.46","1356.46","16545.58","596.41","2642.47","171.12","498.24","1091.39","16.66","670.6","197.21","3336.84","2090.68","15.24","7.28","2.05","155.18","87.72","3434.03","730.72","105.95","365.93","149.26","653.86","17.96","270.58","3.6","1.38","240.13","604.94","555.51","2745.19","6276.73","5083.37",,,,"0.03","0.52","44.24",,"119.16","0.1",,"0.25",,,"5.88","84.95",,,"3.24",,"794.15","303.94",,"457.3","457.3","2194.7","1048.07","5.01","1043.06","378.42","378.42","708.85","708.85",,"11.16",,,"48.19","1509.57",,"13.84","183.01","24.08","26.21","196.81",,,"141.44","68.26","269.79",,"11.9","368.24",,"145.42","60.59",,"4479.14","4479.14",,"4479.14",,"2821.5","13.85","28.32","282.96",,,,"581.17","187.56","1629.73",,,"2.67","9.11","66.87","19.26",,,,,,"596.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19062.58","11602.44",
"WorldBank Upper-middle income countries","","17122.54","9182.95","328.1","7611.5","60.41","235.62","150.39","64.46","154.87","21.38","4.26","46.25","1995.25","1549.53","53.97","5.98","0.06","14.47","80.8","-696.07","114.58","33.64","69.51","33.36","368.29","67.03","16.79","4.5","9.16","143.8","298.78","253.8","278.54","3809.95","6525.46",,"0.03","0.04","0.54","1.8","51.48",,"-11.4","0.37",,"1.07",,,"23.76","35.79",,,"0.78",,"209.86","13.98",,"-5.9","-5.9","246.19","-1.67","3.36","-5.03","99.98","99.98","39.22","39.22",,"26.11","92.53",,"-9.99","546.89",,"13.41","40.21","17.37","16.42","34.44","0.06",,"43.47","59.85","51.83",,"2.93","244.85",,"8.04","14.02",,"-412.22","-412.22",,"-412.22",,"711.08","10","1.2","-76.56",,,,"2.51","201.66","465.38",,,"2.13","-1.58","31.35","75",,,,,,"60.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7172.87","4908.49",
"WorldBank High income countries","","255.09","170.08","17.5","67.51","0.07","33.24","0.3","0.59","3.46",,"1.04","0.95","14.35","48.56","0.24",,,,"-0.59","18.33","0.89","0.33","0.02","3","32.4","0.01","0.15",,"0.01","1.81","0.62","1.41","7.15","1.81","40.18",,,,,,"1.06",,"-0.6",,,,,,"0.02","4.54",,,"0.06",,"0.15","12.28",,,,"8.7","-0.32","0.42","-0.74","2","2","7.41","7.41",,"-0.39",,,,"8.87",,"1.53",,"2.21","0.16","1.74",,,"1.12",,"1.59",,,,,,"0.52",,"-0.08","-0.08",,"-0.08",,"9.84",,"1.54",,,,,,"6.4","2.15",,,"0.06",,"-0.31",,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.07","75.53",
"Countries not classified by the World Bank","","444.26","403.21","0.32","40.73",,"12.42","0.3","0.19","0.16",,,"0.21","120.71","7.34","0.08",,,,"0.16","3.28","0.08","0.02","0.04","43.75","0.14","0.02","0.06",,,"1.51","0.03","0.03","204.08","8.6","27.29",,,,,,"0.09",,,,,,,,"0.02","0.07",,,"0.04",,"0.08","0.02",,,,"3.04",,,,"1.98","1.98","1.27","1.27",,"-0.2",,,,"6.74",,"0.39",,"0.37","0.26","0.28",,,"1.25","2.92","1.17",,,,,,"0.1",,,,,,,"3.65",,,,,,,,"3.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"344.33","334.75",
"HIPCs, Total","","42273.16","25780.68","660.36","15832.12","297.81","392.42","157.38","745.89","1436.86","18.57","675.68","229.68","2612.07","2244.29","4.19","2.06","10.66","310.15","141.85","2300.8","292.41","96.06","614.26","18.72","784.38","11.14","114.42","0.95","0.65","301.19","801.14","439.02","2497.49","8526.3","3801.88",,,"0.9","0.02","3.7","7.44",,"43.89","0.27",,"17.31",,,"0.93","20.61",,,"0.47",,"326.42","238.4",,"609.96","609.96","3140.59","2022.36","106.24","1916.13","233.37","233.37","780.37","780.37",,"16.66",,,"87.82","1394.01",,"8.07","276.24","12.75","22.44","203.47",,,"118.69","125.06","351.97",,"47.55",,,"186.42","41.35",,"4528.93","4528.93",,"4528.93",,"2356.75","2.02","60.35","102.86",,,,"513.74","103.01","1515.24",,,,"19.32","40.2",,,,,,,"297.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19759.65","11579.11",
"Land-Locked countries, Total","","26477.97","16787.86","645.97","9044.14","195.44","514.96","46.77","232.2","606.93","28.31","415.85","150.6","433.22","1483.45","6.03","2.33","7.49","175.71","74.14","1904.18","238.99","82.13","431.09","25.17","565.96","15.89","2.57","2.54","3.64","106.69","490.53","396.9","1892.86","6450.73","2319.93",,"0.03","0.9","0.01","4.22","5.71",,"17.12","0.45",,"17.46",,,"18.84","75.59",,,"15.49",,"383.01","107.15",,"239.86","239.86","1432.14","612.86","6.41","606.45","527.64","527.64","232.31","232.31",,,"5.59",,"53.73","967.29",,"8.08","188.4","11.07","16.43","142.32",,,"77.18","104.91","216.67",,"22.74",,,"149.76","29.72",,"2531.91","2531.91",,"2531.91",,"1553.01",,"21.29",,,,,"274.39","78.5","1089.29",,,,"8.84","44.4","36.31",,,,,,"195.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12845.51","6076.55",
"Small island states, Total","","4785.08","3344.2","46.39","1394.48","9.42","1153.19","1.58","19.05","182.88","0.63","-0.63","4.21","360.18","39.68","0.19","0.05","0.2","9.22","3.97","182.3","18.73","20.96","19.55","166.19","37.86","0.14","219","0.02","0.92","44.98","17.63","24.74","68.58","748.21","568.02",,,,"0.01",,"0.54",,"-5.75",,,,,,"0.21","13.6",,,"0.43",,"5.62","31.74",,"14.64","14.64","362.49","31.8","1.41","30.38","96.45","96.45","197.3","197.3",,"36.68",,,"0.25","103.2",,"2.23","10.21","4.32","4.74","24.8",,,"14.68","1.03","17.58",,"3.83",,,"6.33","13.46",,"173.16","173.16",,"173.16",,"172.98","9.87","2.48",,,,,"5.52","29.37","108.92",,,"0.06","-1.08","17.84",,,,,,,"9.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1585.8","829.9",
"Fragile states, Total","","57190.26","36009.23","2195.97","18985.06","485.09","1727.51","181.76","665.26","1603.59","26.96","811.04","313.22","2562.49","3029.84","15.59","3.27","8.92","336.72","221.32","3758.42","412.99","99.84","729.26","87.59","1068.09","17.5","94.42","3.69","0.94","356.8","1230.71","580.63","3982.33","12078.53","4878.74",,"0.13","0.94","0.44","3.97","29.67",,"91.88","0.33",,"17.31",,,"3.51","68.2",,,"0.39",,"1462.68","516.51",,"594.39","594.39","2740.11","1863.87","107.03","1756.85","241.47","241.47","522.13","522.13",,"9.56",,,"103.07","2295.33",,"11.19","296.58","20.4","31.8","281.74",,,"169.52","142.55","492.53",,"52.99","422.49",,"309.23","64.29",,"5347.11","5347.11",,"5347.11",,"3129.38","9.43","56.47","58.54",,,,"764.05","125.49","2031.96",,,,"16.56","59.84","7.03",,,,,,"485.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27236.52","14682.96",
"Afghanistan","","6666.77","5603.72","271.11","791.94","17.87","226.68","1.29","11.79","101.4","12.7","81.48","33.72","67.58","515.54","0.77","1.83","0.91","7.18","47.5","873.58","78.5","3.02","68.5","15.87","126.03","9.07","2.36","0.82","0.44","31.19","107.6","28.36","433.92","2714.09","256.6",,,"0.9",,"3.28",,,,"0.27",,"17.31",,,"0.29","0.45",,,"0.02",,"151.75","96.84",,"14.63","14.63","241.59",,,,"233.37","233.37",,,,,,,"8.22","72.89",,"0.43","6.59","0.26",,"14.37",,,"6.07",,"34.22",,,,,"9.24","1.71",,"170.6","170.6",,"170.6",,"35.63",,,,,,,"16","1.11","18.43",,,,,"0.09",,,,,,,"17.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4753.61","1438.3",
"Albania","","349.16","157.83","28.5","162.82",,"0.02","8.9","0.01","0.01","0.42","1.58","0.33","4.21","25.87","39.24","0.03",,"0.07","32","-0.69","0.05","0.16",,,"1.55","0.1","0","0.04","0.62","-1.49","12.15","11.26","1.02","20.36","127.56",,,,,,"0.06",,"1.73",,,,,,"0.82","0.09",,,,,"7.89","17.91",,"-8.9","-8.9","13.83",,,,,,,,,,"10.13",,"3.7","3.58",,"0.43","1.15","0.08",,"0.51","0.02",,"0.66",,"0.72",,,,,,"0.01",,"14.19","14.19",,"14.19",,"12.56",,,,,,,"0.28","0.39","0.23",,,,,"8.35","3.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.78","125.27",
"Algeria","","147.32","98.95","-3.36","51.73",,"0.06","0.25","6.56","-0.83","0.28",,"0.16","57.92","7.68","0.06",,,"0.01","0.74","2","2.44","0","0.15",,"0.19","0.01","0.02",,,"2.01","2.62","2.47","3.41","10.74","45.1",,,,,,,,,,,,,,"0.06","0.05",,,,,"1.1","-4.57",,,,"0.22","0.22","0.22",,,,,,,,,,,"3.43",,"0.64",,"0.18","0.23","0.72",,,"0.43",,"0.72",,,,,"0.45","0.05",,,,,,,"2.98",,,"0.19",,,,,"2.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.66","81.88",
"Angola","","243.61","132.97","0.93","109.71","4.53","0.19","0.04","0.14","0.2","0.46","0.01","1.86","5.31","4.83","0.02",,,"0.57","1.35","13.79","7.98",,"-2.74",,"12.13","-0.24","1.54",,,"5.91","1.34","0.42","0.56","77.29","26.51",,,,,,"0.02",,,,,,,,"0.5","0.4",,,,,"0.01",,,,,"2.05","2.05",,"2.05",,,,,,,,,,"14.55",,"0.2","-0.2","0.61","0.51","2.64",,,"2.72",,"6.49",,,,,,"1.59",,"36.28","36.28",,"36.28",,"30.33",,,,,,,"16.24","1.66","10.85",,,,,"1.58",,,,,,,"4.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.33","20.96",
"Anguilla","","5.04","0.55",,"4.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.55",,"4.66",,,,,,,,,,,,,,,,,,,,,,,,,"-0.17",,,,,,,,,"-0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.55",
"Antigua and Barbuda","","2.09","1.67","0.03","0.38",,"0.14",,,"0.06",,,"0.02","0.15","0.01","0.05",,,,,"0.8","0.27",,,,,,,,,,,,"0.01","0.16","-0.12",,,,,,"0.01",,,,,,,,,"0.02",,,,,,,,,,"0.37",,,,,,,,,"0.37",,,,"0.07",,,,"0.07",,,,,,,,,,,,,,,,,,,,"0.06",,,,,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.19","0.25",
"Argentina","","177.76","60.79","1.57","115.4","0","1.38","0.24","0.13","1.03","0.02",,"0.11","12.2","21.41","0.34",,,"0.05","0.82","10.1","0.03","0.09","0.03","0.19","0.05","0.02","0.08",,,"-1.03","0.18","0.39","3.24","9.69","109.06",,,,,,"2.67",,"-1.22",,,,,,,"0.01",,,"0.02",,"0.07","0.02",,,,"-2.52",,,,,,"-2.52","-2.52",,,,,,"4.01",,"0.4",,"1.23","0.65","0.32",,,"0.75","0.09","0.57",,,,,,,,,,,,,"4.85","0.58",,,,,,,"3.53","0.5",,,"0.24",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.49","37.92",
"Armenia","","270.56","106.83","8.42","155.3",,,"2.89","0.2","0.06","0.51","1.57","0.2","8.09","44.85","1.29",,,"0.03","0.67","0.31","0.13","0.12","0.26",,"3.25","0.46",,"0.12",,"0.01","0.69","3.85","1.32","35.95","43.46",,,,,,"0.12",,,"0.01",,"0.01",,,"0.12","5.79",,,,,"1.22","1.15",,"26.42","26.42","20.76",,,,"20.76","20.76",,,,,,,,"4.38",,"0.47","1.15","0.21","0.37","0.86",,,"0.6",,"0.69",,,,,"0","0.04",,"46.85","46.85",,"46.85",,"13.43",,,,,,,"0.67","0.62","6.68",,,,,"2.35","3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.25","63.29",
"Aruba","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azerbaijan","","286.79","215.57","18.84","52.38","0.06","0.61","0.93",,"0.01","0.16",,"0.34","2.21","6.26","0.16","0.04",,"0.01","0.03","155.36","6.2","0.1",,,"2.99","0.43",,"0.03",,,"1.03","4.91","2.12","31.65","26.19",,,,,"0.01","0.45",,"-2.17","0.01",,"0.01",,,"0.06","1.73",,,,,"19.36","-0.63",,"-13.06","-13.06","-3.91",,,,"1.3","1.3",,,,,,,"-5.2","7.97",,"0.26","4.87","0.19","0.23","0.88",,,"0.71","0.01","0.78",,,,,,"0.04",,"26.45","26.45",,"26.45",,"8.74",,,,,,,"-0.03","2.27","4.58",,,,,"-0.93","2.85",,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"197.63","13.85",
"Bahamas","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bangladesh","","2154.05","1310.97","-7.53","850.61","32.95","120.85","0.53","0.82","35.35","0.01","61.09","0.77","-3.34","81.63","0.17","0.01",,"1.77","0.72","305.46","46.76","1.4","66.54","0.54","16.57","0.01",,,,"0.4","41.66","32.62","310.81","187.82","128.21",,,,,,,,"-8.56",,,,,,,"0.14",,,"0.11",,"1.68","-0.89",,"43.01","43.01","112.58",,,,"117.19","117.19",,,,,,,"-4.62","67.69",,"0.44","16.33","0.97","0.39","14.71",,,"5.53","1.17","14.28",,,,,"10.36","3.5",,"438.95","438.95",,"438.95",,"60.18",,,,,,,"26.39","4.17","28.47",,,,"-0.54","1.68",,,,,,,"32.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"918.45","565",
"Barbados","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belarus","","102.87","62.07","2.21","38.6",,,"1.14","0.06","0.08","1.18","2.04","0.36","3.87","15.71","0.15","0.02",,"0.04","0.24","0.84","0.26",,"0.33",,"3.54","15.91",,"0.51","0.02","0.11","2.7","0.4","0.88","11.67","20.08",,,,,"0.07","1.52",,"-1.14","0.05",,"0.82",,,"0.06","0.11",,,,,"0.72",,,,,,,,,,,,,,,,,,"3.19",,"1.39",,"0.02","0.2","0.17","0.04",,"0.44",,"0.9",,,,,,"0.04",,,,,,,"15.32",,,,,,,,"2.68","12.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.3","45.27",
"Belize","","26.21","4.05","-1.08","23.24","1.43","0.18",,,"0.24",,,,,"0.02",,,,,,"1.44","0.07",,,"0.03",,,,,,,,,"0.23","1.83","14.18",,,,,,,,"-1.1",,,,,,,,,,,,,"0.03",,,,"2.98",,,,,,"1.38","1.38",,"1.6",,,,"1.24",,"0.18",,"0.07","0.07","0.24",,,"0",,"0.67",,,,,,,,,,,,,"4.84",,,,,,,,"1.34","1.54",,,,,"1.96",,,,,,,"1.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.77","0.25",
"Benin","","507.88","259.82","4.84","243.22","8.51","0.11","0.03","25.59","5.58","0.02","31.74","0.26","41.41","47.63",,,,"0.16","0.77","19.89","0.14","1.26","20.64",,,,,"0.03",,"0.55","0.68","21.06","0.61","41.66","79.09",,,,,,"0.03",,"2.49",,,,,,"0.04","0.17",,,,,"0.12","1.99",,"31.83","31.83","19.49","17.95",,"17.95",,,,,,,,,"1.54","15.4",,"0.41","0.64","0.24","0.39","3.99",,,"2.39",,"5.18",,,,,"0.82","1.35",,"73.48","73.48",,"73.48",,"23.93",,"-1.24",,,,,"14.98","2.8","9.27",,,,"-0.15","-1.73",,,,,,,"8.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157.55","171.38",
"Bermuda","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","","161.65","80.43","1.04","80.17","1.15","15.6","1.81",,"0.09",,"11.8","0.39","0.11","0.37",,,,,,"41.64","0.41",,"2.57",,"0.98",,,,,,,"4.36","0.01","0.3","5.28",,,,,,,,"0.05",,,,,,,,,,"0.98",,"0.01",,,,,"28.82",,,,"28.82","28.82",,,,,,,,"5.83",,,"0.53",,"0.01","1.28",,,"1.53",,"0.96",,,,,"0.12","1.4",,"36.99","36.99",,"36.99",,"3.25",,,,,,,"0.17","2.03","1.06",,,,,,,,,,,,"1.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.52","17.05",
"Bolivia","","661.72","331.97","0.18","329.56","0.49","0.55","0.29","16.94","27.98","0.05","29.2","0.94","8.18","30.93","0.01",,,"0.4","2.53","20.42","5.64","1.75","37.51",,"5.45","0.08",,,,"23.68","32.53","35.01","1.02","50.88","61.56",,,,,,"0.01",,,,,,,,,"0.09",,,,,"0.07","0.01",,,,"198.7",,,,,,"198.7","198.7",,,,,,"7.03",,"0.49","1.1","0.35",,"1.92",,,"1.59",,"1.19",,,,,"0.39",,,"47.1","47.1",,"47.1",,"15.16",,,,,,,"3.72","3.76","5.76",,,,"-0.85","2.77",,,,,,,"0.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141.93","186.04",
"Bosnia and Herzegovina","","568.02","213.35","18.36","336.3",,"0.01","27.78","-0.25","1.01","3.17","0.29","0.72","2.64","42.9","0.44","0.06","0.02","0.15","3.7","2.64","11.84",,"7.78",,"19.34","1.68","0","0.33","0.83","-3.91","29.49","18.74","3.58","38.36","311.7",,,,"0.42",,"0.09",,"-4.04",,,,,,,"0.05",,,,,"21.3","0.54",,,,"-0.14",,,,,,,,,,"-0.14",,,"4.61",,"0.15","2.21","0.14",,"0.59",,,"0.41","0.03","1.06",,,,,,"0.03",,"-1.45","-1.45",,"-1.45",,"21.58",,,,,,,,"0.16","6.54",,,,,"-1.51","16.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94.84","121.39",
