Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Nicaragua",,"388.06","161.08","6.53","220.45","0.64","0","1.41","2.08","4.58","0.04",,"0.35","0.21","14.12",,"0",,"1.3","0.47","16.33","43.53","6.99","0.01",,"2.38","0","0.02",,,"17.35","1.58","17.01","0.42","30.92","42.74",,,,,,"0.01",,"2.45",,,,,,,"3.12",,,"0.01",,,"0.29",,,,"80.69",,,,,,"80.69","80.69",,,,,,"9.65","0.62","0.26","4.67","0.19",,,,,"1.35",,"1.31",,,,,"1.01","0.22",,"85.1","85.1",,"85.1",,"2.27",,,,,,,"1.46",,"5.35",,"0.65",,"-0.28","-4.9",,,,"0.01",,,"0.15",,,,,,"0.04","0.26",,,,,,,,,,,,,,,,,"0.18",,,,,,,,,,"67.04","46.34",
"Niger",,"1439.48","549.7","16.2","873.58","13.68","0.05","0","19.86","19.3","1.52","12.96","1.07","82.67","102.15",,"0",,"3.94","10.93","13.39","0.83","42.62","15.95",,"15.42","0","0.01",,,"8.29","5.75","32.86","1.27","158.84","173.09",,,,,,,,"2.63",,,,,,,,,,"0.03",,"5.4","2.37",,,,"58.87","59.24",,"59.24",,,,,,,,,"-0.36","63.23","1.05","0.31","17.97","0.8","0.58","9.59",,,"3.56","1.39","20.98",,"3.24",,,"2.31","1.46",,"502.68","502.68",,"502.68",,"75.7",,,,,"16.94",,"36.42","1.64","35.48",,,,,"-14.78",,,,,,,"8.75",,,,,"2.69",,,,,"0.56",,,,,,,,"0.3","0.24",,"0.42",,,,,"0.04",,"0.35",,,,,"0.34","388.56","309.01","0.34"
"Nigeria",,"3277.4","1342.14","10.01","1925.25","243.68","1.4","1.34","5.91","41.95","0.12","1.96","0.63","42.57","154.69",,"3.16",,"2.47","4.77","15.17","11.2","0.01","14.47","0.7","20.96","1.8","0.27",,,"4.69","19.17","11.8","329.74","651.18","186.61",,,,,,"0.26",,,,,"0.01","0","0.05","0.04",,,,"0.13",,"0.74","1.33",,,,"72.28","58.78","0.29","58.48",,,,,,,,,"13.5","94.63","0.45","0.31","22.86","1.95","2.62","3.75",,,"6.73","3.05","45.55",,,,,"3.59","3.77",,"1165.73","1165.73",,"1165.73",,"406.01",,,,,,,"188.83","3.68","213.49",,,,,,,,,"0.07",,,"178.05","0.05","0.54","4.76","0.99","0.18","0.31","7.21",,,,,"0.87",,"22.99",,,,,"19.32",,,,,,"1.45","6.08","0.21","0.04",,"0.37",,,"0.18","1240.07","587.78","0.55"
"Niue",,"18.84","18.22",,"0.62",,"2.44",,,,,,,,,,,,,,"0.26","0.02",,,"15.5",,,,,,,,,,,"0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.09",,,,,"0.03",,,,,,,,,,,"0.07",,,,,,,"0.06",,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.26",,
"North Macedonia",,"139.05","71.36","9.53","58.15","0.08","0.01","1.79","0.01","0.05","1.45",,,"1.54","0.6","0.08","0.61",,,"-0.64","-1.3","0.03","0.14","0.12",,"1.9","0.09","0.01","0.29","5.23","-0.3","5.32","26.76","5.32","22.26","58.98",,"0.62","0",,"0","0.02",,,"0.01",,"0.01",,,"0.2",,,,,,"8.06",,,,,"6.09",,,,,,,,,,"6.09",,,"3.84","0.59","0.16",,"0.36",,"0.36",,,,"0.83","0.92",,,,,,"0.63",,"-16.83","-16.83",,"-16.83",,"6.08",,,,,,,,"0.23","-0.07",,,,,,"5.91",,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.82","21.64",
"Northern Mariana Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan",,"2013.39","877.86","94.4","1041.13","111.63","18.95","2.27","0","12.25","0.03","0.3","0.05","89.43","48.74",,"3.93",,"0.66","2.95","-134.49","96.53",,"5.15",,"7.28","0.83","0.43",,,"1.14","6.38","7.64","389.26","318.15","109.38",,,,,,,,"-12.8",,,"0","0","0.82","0.03","0.23",,,"0.12",,"3.05","108.2",,,,"469.15",,,,"469.47","469.47",,,"0.2",,,,"-0.51","80.4","0.75","0.75","26.59","2.47","0.68","1.48",,,"5.39",,"38.29",,,,,"0.54","3.47",,"170.44","170.44",,"170.44",,"211.76",,,,,"10.28",,"141.58","0.86","58.92",,"0.21",,"-0.64","0.55",,,,,,,"104.97",,,"0.19","0.66",,,,,,,"0.62","2.35","0.11",,,"2.44",,,,,,,,,,,,,"0.29",,,,,"726.29","551.56",
"Palau",,"24.94","23.34",,"1.6",,"2.2",,,"0.07",,,,,"0.05",,,,,"0.34","18.4","0.41",,,"0.51",,,,,,,,,,"1.36","0.7",,,,,,,,,,,,,,,,,,,,,,,,,"0.47",,,,"0.47","0.47",,,,,,,,"0.43","0.08","0.12",,"0.16",,,,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.22","0.39",
"Panama",,"70.48","46.33","0.29","23.86","0.72","0.01","0.02","0.03","0.42","0.04",,,"40.78","0.96",,"0",,,"0.02","-6.27","-0.71",,"0.02","0.01",,"0.01","0.01",,,"-1.89","0.01","0.56","2.17","10.14","10.34",,,,,,"0.24",,,,,,,,,,,,"0.02",,"0","0.01",,,,"1",,,,,,"1","1",,,,,,"6.15","0.13","0.16",,"0.48",,"0.11",,,"0.69",,"1.18",,,,,"2.88","0.53",,,,,,,"6.37",,,,,,,,"0.47","1.22",,,,,"4.68",,,,,"0.04",,,,,,"0.07",,"0.53","0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,"48.22","42.17",
"Papua New Guinea",,"649.17","511.92","0.05","137.2","1.37","415.17","0.34","0","0.07",,,,"0.02","2.59",,,,"0.29","0.2","52.99","1.68",,,"28.72","1.15","0.03",,,,,,"0","1.84","6.83","48.1",,,,,,,,,,,,,,,,,,"0",,"0.01","0.03",,,,"13.22",,,,"13.22","13.22",,,,,,,,"23.43","1.04","0.28","8.15","0.63","0.67","0.6",,,"2.43",,"1.95",,"1.4",,,,"6.28",,"16.26","16.26",,"16.26",,"36.19",,,,,,"1.91","13.14","2.42","18","0.02",,,,"0.69",,,,,,,"1.32",,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,"64.55","5.31",
"Paraguay",,"127.42","76.17","0.33","50.93","0.08","0.01","0.23","0","0.87",,,,"1.72","3.19",,"0.01",,"0.08","1.02","26.71","14.23","0.1",,"0.01","0.26",,"0",,,"9.06","1.05","0.66","0.74","16.19","24.08",,,,,,"0.13",,,,,,,,,,,,"0.05",,"0.15",,,,,"20.16",,,,,,"20.16","20.16",,,,,,"7.01","0.55","0.25","0.01","3.09",,"0.35",,,"1.01",,"0.93",,,,,,"0.83",,"-0.8","-0.8",,"-0.8",,"0.48",,,,,,,,"1.8","0.78",,"3.27",,,"-5.37",,,,,,,,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,"50.45","17.22",
"Peru",,"459.17","412.79","0.95","45.43","92.34","0.36","1.82","8.23","23.5","0.46",,"0.48","20.98","166.61",,"0.03",,"0.6","3.16","-13.49","15.38","0.85","0.12","0.64","9.87","0.11","0.03",,,"24.99","1.15","25.53","13.06","108.33","16.21",,,,,,"0.21",,,"0",,,"0","0.01","0.01",,,,"0.06",,"0.03","0.63",,,,"1.9",,,,,,"1.9","1.9",,,,,,"7.31","0.33","0.56",,"1.35","0.59","0.56",,,"1.71",,"1.35",,,,,,"0.87",,,,,,,"20.01",,,,,,"0.14",,"4.15","13.25","0.27","2.22",,,"-0.01",,,,"0.05","75.95","1.7","0.26",,,"0.06","0.28",,"0.02","3.42",,"6.35",,"0.83","0.22",,"0.55","0.82",,,,,,"0.6",,,,,,"0.39",,"0.53",,,,"0.31","322.15","242.68","0.31"
"Philippines",,"886.25","821.37","9.57","55.31","3.62","50.99","0.78","4.59","8.98","0.29","0.58","0.62","-11.32","30.85",,"0.41","0.03","0.12","3.2","498.47","72.96","1.01","0.61","3.05","1.67","0.08",,,,"0.85","5.81","1.07","17.4","128.28","36.48",,,,,,"0.11",,,,,"0","0.16","0.08",,"0.23",,,"0.21",,"1.96","0.44",,,,"-42.83",,,,"-42.83","-42.83",,,,,,,,"19.32","0.8","0.21","0.13","2.5","0.3","0.62",,,"3.63","1.13","4.68",,,,,"2.6","2.72",,"-16.89","-16.89",,"-16.89",,"59.22",,,,,"3.07","-0.15",,"1.05","54.46","0.22","0.19",,"-0.98","1.37",,,,,,,"2.96",,,,"0.55",,,"0.08",,,,,,,,,,,,,,,,,,,,,"0.04",,,,,,"675.86","55.87",
"Qatar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rwanda",,"1168.25","560.06","16.25","591.94","51.35","0.66","0.29","41.84","10.77",,,"0.17","3.58","44.53",,"0.01",,"2.14","1.48","78.69","21.53","1.67","47.22","0.12","8.72","0.26",,"0.03","0.18","1.26","25.92","4.91","79.18","184.92","71.75",,,,,,"0.27",,"3.7",,,"0","0","0.01","0",,,,"0.02",,"0.82","2.12",,,,"55.42","55.42",,"55.42",,,,,,,,,,"50.02","0.59","0.25","19.71","0.41","0.57","6.41",,,"1.92","7.79","7.78",,"1.05",,,"2.42","1.13",,"304.28","304.28",,"304.28",,"110.46",,,,,"1.8",,"9.98","0.71","94.25","1.04","5.42",,"3.92","-6.65",,,,"0.24",,,"12.17",,"0.71","0.37",,,"1.26","0.02",,,"0.55","0.09","7.01",,"0.01",,,"2.24",,"18.48",,,,,,,"1.77","5.07","0.03",,"0.06",,"0.32","0.95","403.15","249.74","1.33"
"Saint Helena",,"50.1","50.03",,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.03",,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.03","50.03",
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Lucia",,"32.11","5.72","-1.12","27.5",,"0.03","0",,"0.65",,,,"0.15","0.03",,,,,"0.37","3.53","0.12",,,"0.16",,,,,,"0.01",,,"0.72","-0.05","2.4",,,,,,,,"-1.12",,,,"0",,,,,,,,,,,,,"22.02",,,,,,,,,"22.02",,,,"0.46","0.11",,,"0.05",,"0.19",,,,,,,,,,,"0.1",,"2.33","2.33",,"2.33",,"0.3",,,,,,,,"0.04",,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.4","1.28",
"Saint Vincent and the Grenadines",,"84.48","5.1","2.8","76.58",,"0.01","0.06",,"0.74",,,,"-0.27","0",,,,,"0.15","4.03","0.11",,,"0.07",,,,,,,,,"0.11","0.08","3.1",,,,,,,,"2.53",,,,"0",,,,,,"0.01",,,"0.26",,,,"35.62",,,,,,,,,"35.62",,,,"0.24","0.16",,,"0",,"0.04",,,,,,,,,,,"0.05",,"38.14","38.14",,"38.14",,"-0.52",,,,,,,,"0.04",,,,,,"-0.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.84","0.05",
"Samoa",,"123.72","78.81","0.1","44.81","0.58","23.71",,,"0.09",,,,,"0.01",,,,,,"35.44","1.15",,,"14.79",,,,,,,,,"2.39","1.23","6.55",,,,,,,,,,,,"0",,,,,,"0.1",,,,,,,"-1.83",,,,"-1.83","-1.83",,,,,,,,"2.6","0.41",,"-0.06","0.48",,"0.42",,,,,,,,,,,"1.36",,"29.71","29.71",,"29.71",,"7.78",,,,,"2.71",,,"4.28",,,,,,"0.79",,,,,,,"0.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.16","2.4",
"Sao Tome and Principe",,"50.79","16.36","0.04","34.39",,"0.01",,,"0.31",,,,"0.33",,,,,,,"2.1",,,,,"0","0","13.49",,,"0.03",,,"0.07","0.02","4.89",,,,,,,,,,,,,,,,,,,,"0.02","0",,,,"5.22","5.22",,"5.22",,,,,,,,,,"4.82","0.21",,"-0.08","1.19",,"0.62",,,"0.61",,"1.23",,,,,"0.26","0.76",,"16.67","16.67",,"16.67",,"2.79",,,,,,,"0.62","0.7","0.92",,"0.24",,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.83","13.92",
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Senegal",,"1438.04","662.38","6.73","768.93","31.03","0","0.99","10.1","29.4","0.29",,"0.39","264.41","43.53",,"0",,"0.67","17.91","28.5","35.34","22.77","4.91",,"0.18","0.35","0.42",,,"16.81","1.44","5.07","3.03","175.85","82.52",,,,,,"0.04",,"-1.02",,,,"0","0.08","0.01",,,,"0.04",,"0.63","5.93",,,,"13.42","17.28",,"17.28",,,,,,,,,"-3.86","31.34","0.6","0.52","8.04","1.62","0.23","5.59",,,"2.51",,"7.04",,,,,"4.28","0.92",,"600.43","600.43",,"600.43",,"41.22",,,,,,,"19","2.09","24.33","0.1","2.49",,"-0.06","-6.74",,,,,,,"14.52",,"0.52",,,,,"0.98",,,"1.8",,,,,,,,,"10.1","0.38",,,,,,"0.04",,"2.3",,,,,"0.38","562.64","388.03","0.38"
"Serbia",,"563.9","210.64","213.63","139.63","0.76","0.05","12.85","0.03","0.11","23.68","0.02","8.85","-1.57","52.38","0.19","6.63",,,"1.26","27.09","1.72","0.09","0.17",,"6.44","-2.91","0.05","1.38","4","0.9","15.84","21.5","4.35","25.53","193.29",,"0.22","0.02",,,"0.42",,"-1.84",,,"0.03",,"0.08","2.49","7.49",,,"0",,"3.09","201.04",,,,"-3.02",,,,,,,,,,"-3.02",,,"8.07","0.26","0.15",,"0.43",,"0.63",,,"0.55","3.23","1.08",,"0.91",,,,"0.81",,"-65.82","-65.82",,"-65.82",,"7.12",,,,"0.06",,,,"0.66","0.26",,"0.44",,,,"5.69",,,"0.02",,,,,,,,,,,,,,,,,"0.05",,"0.05","0.64",,,,,,,,,,,,,,,,,"109.15","128.19",
"Seychelles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sierra Leone",,"566.1","253.47","11.12","301.51","7.19","0.1","0.04",,"2.74",,,"11.46","0.19","23.55",,"0","2.3","15.23","2.87","18.63","17.9",,"0.03","0.04","1.8",,"0.01",,,"0.96","0.27","0.04","97.39","57.91","72.89",,,,,,,,"2.35",,,,,,,,,,"0.03",,"0.27","5.18",,,,"34.49","36.07","0.03","36.04",,,,,,,,,"-1.57","30.21","0.23","0.33","3.64","1.79","0.48","4.41",,,"2.22","0.13","10.59",,"2.8",,,"2.25","1.32",,"129.75","129.75",,"129.75",,"34.17","0.99",,,,,,"8.68","3.75","30.33",,,,,"-9.57",,,,"0.04",,,"2.02",,"2.71",,,,,"0.06",,,"0.43","0.3",,,,,,,,"0.41",,,,,"0.35",,"0.02",,"0.25","0.59",,,,,"203.28","152",
"Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solomon Islands",,"223.89","176.26","0.04","47.59","0.13","119.61",,,"0.3",,,,"0.02","0.4",,,,,"0.38","8.15","2.74",,,"22.21",,,,,,,"0.05","0.01","1.02","21.38","11.89",,,,,,"0.02",,,,,,,,,,,,"0",,,,,,,"4.42",,,,"4.42","4.42",,,,,,,,"4.71","0.19",,"-0.08","0.01",,"0.75",,,,,,,"2.4",,,,"1.43",,"9.5","9.5",,"9.5",,"17.07",,,,,,"4.33","2.14","0.02","2.59",,"8",,,,,,,,,,,,"0.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.64","1.86",
"Somalia",,"1719.74","1221.1","121.99","376.65","3.36","9.22","0.13","2.27","18.1","0.02","60.02","15.44","1.75","157.98",,,,"6.94","23.67","14.38","1.95","0.84","34.12",,"64.05","0.1","0.08",,,"1.07","87.23","27.31","224.44","470.01","165.44",,,,,,,,,,,,"0","66.98",,,,,"0.01",,"28.21","12.55",,,,"24.79","24.78",,"24.78",,,,,,,,,"0.01","68.83","0.52",,,"1.99",,"14.71",,,"3.2","2.55","17.69",,"14.84",,,"8.08","5.26",,"29.87","29.87",,"29.87",,"87.72",,,,,"49.87",,"23.58","0.72","13.5",,,,,"0.05",,,,,,,"3.13",,"0.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"910.33","616.09",
"South Africa",,"965.18","718.9","2.69","243.59","82.86","2.33","0.65","10.47","5.61","0.01","0.37","0.37","48.75","174.63","0.15","1.33",,"5.08","2.76","10.03","0.63","0.13","0.75","0.08","4.25","0.17","1.23",,,"0.19","4.92","10.78","42.79","390.48","144.36",,,,,,"0.71",,,,,"0.01","0",,,"0.23",,,,,"0.84","0.47",,,,"0.28","0.28","0.28",,,,,,,,,,,"11.61","0.5","0.45",,"1.46","2.23","1.75",,,"1.97",,"1.45",,,,,,"1.81",,,,,,,"87.34","2.43",,,,,,,"2.06","82.86",,,,,,,,,"0.23",,,"26.84",,"2.75","0.76","0.32",,,"10.12",,,"3.77",,,,,,,"5.47",,"10.19","3.38",,,"10.75","0.6","2.5",,"1.49","0.53",,"2.46",,,"0.7","675.04","294.72","3.17"
"South Sudan",,"1676.66","1318.33","1.76","356.57","1.93","11.46","0.4","4.32","45.87","0.24","12.71","7.49","1.65","143.09",,"0.01","0.33","12.44","9.97","42.74","3.23","2.22","47.28","1.99","68.63","0","0.45","0.34",,"1.2","55.79","21.38","264.67","558.42","68.5",,,,,,"0.01",,,,,,,"0.02",,,,,"0.04",,"1.21","0.25",,,,"26.72","26.72",,"26.72",,,,,,,,,,"87.62","0.42",,,"0.94","0.88","4.63",,,"6.06","47.82","10.57",,"8.34",,,"2.95","5.01",,"79.71","79.71",,"79.71",,"94.01",,,,,"27.93",,"34.37",,"31.57",,"0.15",,,,,,,,,,"1.49",,"0.09",,,,,,,,,"0.09","0.26",,,,,,,,,,,,,,,,,,,,,,"1066.42","564.27",
"Sri Lanka",,"191.7","165.26","17.75","8.69","1.23","16.52","4.51","0.62","1.4","0.1","-0.42","0.32","34.77","4.92",,"0.19",,"0.15","1.42","32.68","30.15","0.16","0.12","1.38","8.36","0.13","0.05",,,"-1.34","2.56","3.24","11.35","11.91","14.44",,,,,,"0.03",,"4.45",,,,,"0.12","0.01",,,,"0.22",,"0.17","0.2",,,,"-12.5",,,,"-12.5","-12.5",,,,,,,,"21.78","0.5","0.46","7.8","2.66",,"0.67",,,"1.04","0.35","1.26",,"4.61",,,"0.37","2.06",,"-16.35","-16.35",,"-16.35",,"1.32","1.32",,,,,,"0.76","0.04","2.9","0.05","10",,"-1.06","-12.69",,,,,,,"0.16",,,,,,,"0.56",,,,"0.3",,,,,"0.03",,,,,,,,,,,,,,"0.11",,,"0.07","98.46","59.62","0.19"
"States Ex-Yugoslavia unspecified",,"9.28","6.9","0.04","2.35","3.23",,"5.27",,,,,"0.08","0",,,,,,"0.01",,,"0.56",,,"1.26","2.36",,,"0.36",,,,"-3",,"0.5",,,"0.02",,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.78",,,"-0.48","1.83",,,,,"0.43",,,,,,,,,,,,,,,"0.06",,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.23",,,,,,,,,,,,,,"-2.99","5.64",
"Sudan",,"1535.36","638.09","600.17","297.11","0.14","3.17","0.22","0.01","11.69","0.01","1.05",,"6.81","77.14","0","0.33",,"5.99","23.15","28.13","8.21","0.17","9.37",,"11.75","0.06","0.12","0.01","0.03","1","42.46","12.42","118.98","275.8","55.9",,,,,,,,"25.89",,,,"0","4.92","0.01",,,,"0.05",,"13.31","286.16",,,,"23.77","23.77",,"23.77",,,,,,,,,,"25.42","0.61","0.5","-0.62","0.33","0.26","2.52",,,"4.36",,"13.34",,"0.9",,,"0.25","3",,,,,,,"192.01",,,"45.16",,"43.37",,"49.02","1.09","53",,"0.12",,,"0.26",,,,,,,"0.02",,"0.01",,,,,,,,,"0.09",,,,,,,,,,,,,,,"0.02",,,,,,,,"541.7","286.93",
"Suriname",,"23.47","7.58","0.04","15.84","0.65","0.05",,"1.03","0.67",,,,"-2.53","0.07",,,,,"0","3.76",,,"4.31","0.04",,"0",,,,"0.01",,,"0.08","0.09","3.6",,,,,,,,,,,,"0",,,,,,"0.02",,"0.01",,,,,"13.64",,,,,,"-0.27","-0.27",,"13.15",,,"0.75","0.87","0.08",,,"0.45",,"0.05",,,,,,,,,,,"0.29",,,,,,,"-2.27",,,,,,,,"0.39","1.52",,,,,"-4.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.65",,,,,,,,"2.13","2.98",
"Syrian Arab Republic",,"10129.22","2324.91","7281.58","522.72","7.71","24.78","12.97","16.5","93.93","2.14","81.94","17.17","60.28","765.12","0","10.33","1.71","6.47","11.55","69.07","4.53","2.38","9.95","1.98","135.76","1.89","4.54","0.15","0.45","30.67","66.44","34.62","284.51","573.07","443.07",,"0.17","0.24",,"0.48","0.01",,"13.02",,,"0.04","0.11","19.45","0.54","31.28",,,,,"7202.36","5.71",,,,"2.43",,,,,,,,,,,,"2.43","76.98","0.24","0.3","-0.42","0.46",,"0.42",,,"2.55","0.04","4.64",,,"60.13",,"6.61","2.01",,,,,,,"0.24",,,,,,,,"-0.01",,,"0.25",,,"0",,,,,,,"2.78","0.98",,,,,,,,,,"0.09",,,,,,"3.86",,,,,,,,,,,,,,,,,"1857.53","1385.46",
"Tajikistan",,"360.73","110.32","30.15","220.26","0.11","0.03","0.11",,"0.3","0.05",,"1.09","0.19","26.52",,"0",,"0.01","0.03","22.35","3.49",,,,"0.7","0.16",,"0.01",,"0.07","0.32","19.15","3.42","32.32","34.19",,,,,,"0.02","1.73","-0.31","0.03",,,,"0.02",,"13.41",,,"0.05",,"1.49","2.55",,,,"78.74",,,,"78.44","78.44",,,,,,,"0.3","15.88","0.43","1.24","3.46","0.61","0.06","1.52",,,"1","1.03","3.54",,,,,"2.27","0.72",,"60.59","60.59",,"60.59",,"30.85","1.08",,,,,"2.98","5.94","0.64","7.8",,"6",,,"-0.2","6.61",,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,"85.13","31.97",
