Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Part I Unallocated by income","","17283.08","12628.19","2361.23","2293.66",,"234.06","40.75","341.61","683.65","9.73","355.5","107.14","1038.9","707.38","27.07","8.73","7.8","61.07","176.31","1165.47","14.67","31.9","1051.97","30.42","428.94","0.25","19.96","2.64",,"272.14","728.7","335.3","1087.03","3659.1","1403.97",,,,,"0.05","1.83",,"14.43","0.08",,"0.52",,,,,"2340.17",,,,"2.65","1.5",,,,"50.16","20.55",,"20.55",,,,,,"2.32",,"27.29",,"698.05",,,,,,"0.08",,,"57.96","152.42","267.08",,,,"220.14","0.37",,,"5.64","5.64",,"5.64",,"135.84",,,,,,,,"128.54","4.65",,,,"2.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8517.84","6068.78",
"WorldBank Low income countries","","16700.01","11781.99","98.38","4819.64",,"21.53","44.63","900.3","329.24","7.21","196.92","64.26","1926.69","990.81","14.34","0.1","3.94","151.93","661.64","383.48","23.33","30.54","706.84","7.79","399.48","0.43","37.07","0.76",,"71.03","426.35","169.89","622.57","3588.89","1724.4",,,,,,"30.48",,"-6.81",,,"0.02",,,,,,,,,"0.9","73.79",,"69.34","69.34","312.78","316.09","38.25","277.84",,,,,,,,,"-3.31","739.68",,,"48.82",,,"107.96",,,"61.67","151.49","133.31",,,"26.77","72.26","137.4",,,"1839.98","1839.98",,"1839.98",,"133.46",,,,,,,,"24.61","64.04",,,,"16.5","28.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8503.32","6854.42",
"WorldBank Lower-middle income countries","","23472.52","16047.83","337.44","7087.25",,"580.4","51.07","159.26","118.02","8.08","437.7","82.2","1574.87","1560.07","9.97","0.9",,"105.81","193.77","4121.15","134.13","62.45","728.79","49.27","372.25","1.64","113.92","1.55",,"388.59","430.33","250.86","1628.61","2882.17","1845.55",,,,,"0.01","14.96",,"72.81",,,"0.05",,,,,,,,,"9.75","239.86",,"313.83","313.83","238.19","232.39","46.71","185.68",,,,,,"0.96",,"7.38","-2.54","1228.58",,,"82.83",,,"148.46",,,"113.89","152.33","181.43",,,"263.48","134.75","151.41",,,"3211.78","3211.78",,"3211.78",,"249.32",,,,,,,,"81.81","86.56",,,"17.32","33","30.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12078.66","7539.58",
"WorldBank Upper-middle income countries","","12180.63","9067.61","523.17","2589.85",,"120.27","87.91","50.11","207.19","55.25","41.37","54.73","416.97","767.69","176.63","3.69","2.25","32.79","34.02","625.3","69.6","23.77","337.29","23","247.95","16.57","11.45","3.5",,"376.93","185.95","185.68","443.08","4466.67","1401.1",,,,,"0.39","52.26",,"-0.51",,,"0.08",,,,,,,,,"13.1","457.85",,"-1.29","-1.29","29.48","-1.25",,"-1.25",,,,,,"19.42",,"17.43","-6.12","447.13",,,"23.78",,,"38.34",,,"36.09","68.74","44.99",,,"139.81","65.93","29.45",,,"451.02","451.02",,"451.02",,"262.41",,,,,,,,"158.32","56.55",,,"49","0.22","-1.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6960.92","3119.7",
"WorldBank High income countries","","505.28","232.68","190.03","82.57",,"16.63","3.94","16.12","7.25","0.07","0.1","0.19","30.01","31.01","0.26","0.46",,"0.1","-4.59","35.01","3.41","0.97","4.25","0.85","14.94","0.03","0.06","0.04",,"6.92","8","2.86","4.02","49.77","55.39",,,,,"0","3.36",,"33.83",,,,,,,,,,,,"0.03","152.81",,,,"0.81",,,,,,,,,"1.3",,"0.65","-1.14","19",,,,,,"0.59",,,"0.36","8.01","1.85",,,,"8.19",,,,"-0.73","-0.73",,"-0.73",,"8.1",,,,,,,,"3.44","4.61",,,"0.09",,"-0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152.48","101.96",
"Countries not classified by the World Bank","","383.67","359.2","0.61","23.86",,"1.63","0.13","0.51","2.26","0.02",,"0.17","225.95","2.9",,,,"0.06","0.12","3.82","0.01",,"0.14","17.78","0.16","0",,,,"35.74","0.03","0.11","55.66","12","14.92",,,,,,"0.61",,,,,,,,,,,,,,,,,,,"0.53",,,,,,,,,"0.53",,,,"5.96",,,,,,"0.87",,,"0.74","1.31","0.67",,,,"2.37",,,,,,,,,"2.45",,,,,,,,"2.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"302.71","321.43",
"HIPCs, Total","","24043.11","16835.43","102.68","7105",,"21.11","70.11","990.36","512.25","7.85","455.98","91.67","2625.86","1996.73","10.78",,"3.94","205.43","746.1","667.95","42.81","45.76","1013.72","9.04","522.25","0.38","48.23","0.73",,"310.52","592.89","248.76","1164.54","4429.68","2328.03",,,,,,"32.35",,"9.05",,,"0.02",,,,,,,,,"0.77","60.49",,"-39.37","-39.37","537.16","528.42","84.96","443.46",,,,,,"8",,,"0.74","932.59",,,"81.37",,,"141.17",,,"84.74","199.9","163.54",,,,"95.23","166.64",,,"3118.03","3118.03",,"3118.03",,"228.56",,,,,,,,"41.27","101.11",,,,"40.39","45.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12143.11","10377.64",
"Land-Locked countries, Total","","11803.37","7727.82","152.46","3923.09",,"31.47","45.3","110.91","253.06","12.04","240.73","43.09","474.76","818.73","16.49","0.54","2.92","129.64","156.17","937.37","38.81","38.5","499.23","7.1","309.75","3.31","3.42","1.47",,"115.66","264.89","163.56","642.9","2366","1303.24",,,,,"0.05","49.56",,"17.7",,,"0.03",,,,,,,,,"19.26","65.86",,"-53.12","-53.12","253.67","238.82","42.02","196.8",,,,,,,,"18.1","-3.25","522.71",,,"52.74",,,"83.05",,,"52.37","75.3","96.15",,,,"63.51","99.59",,,"1739.66","1739.66",,"1739.66",,"156.93",,,,,,,,"43.65","79.73",,,,"17.98","15.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5648.99","3617.78",
"Small island states, Total","","1892.75","1377.91","134.85","379.99",,"379.52","5.99","13.58","52.98","0.22","0.93","2.42","42.27","27.38","0.09","0.01",,"5.47","65.27","136.14","5.98","10.81","23.07","48.99","12.46","0.02","102.31","0.09",,"47.14","11.44","11.08","65.12","307.13","160.89",,,,,,"0.7",,"42.07",,,,,,,,,,,,,"92.08",,"-0.34","-0.34","39.25","12.47",,"12.47",,,,,,"22.21",,,"4.57","83.32",,,"3.66",,,"14.31",,,"7.2","1.54","15.11",,,,"30.25","11.25",,,"67.81","67.81",,"67.81",,"29.06",,,,,,,,"12.92","18.09",,,,"-0.2","-1.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696.29","423.63",
"Fragile states, Total","","30189.96","21359.96","256.96","8573.04",,"397.69","92.4","959.13","598.22","49.3","418.42","121.7","2638.76","2125.48","24.44","0.4","3.17","246.59","831.48","1286.63","101.8","49.87","1098.56","39.62","703.7","1.76","64.08","2.21",,"345.38","740.06","293.46","1664.32","6461.33","2665.59",,,,,"0.11","33.63",,"0.57",,,"0.1",,,,,,,,,"3.8","218.75",,"383.73","383.73","391.49","394.87","64.31","330.56",,,,,,,,"1.34","-4.72","1605.88",,,"86.23",,,"189.39",,,"137.97","268.01","245.29",,,"290.25","141.11","247.63",,,"3286.59","3286.59",,"3286.59",,"239.76",,,,,,,,"46.09","122.94",,,"0.48","27.19","43.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15606.22","11474.34",
"Afghanistan","","1538.23","1227.2","3.69","307.34",,"8.31","6.9","3.09","73.13","6.12","17.91","13.57","12.45","82.1","8.61",,,"5.25","38.16","134.42","21.12","1.51","77.37","1.4","68.78","0.11","0.24","0.18",,"5.15","41.88","15.04","98.61","485.79","208.03",,,,,,,,,,,"0.02",,,,,,,,,"0.7","2.97",,,,"0.1",,,,,,,,,,,,"0.1","26.97",,,,,,"0.64",,,"6.02","0.23","14.53",,,,"4.09","1.46",,,"72.24","72.24",,"72.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"924.66","419.21",
"Albania","","349.31","231.52","8.33","109.46",,,"3.67","0.01","1.65","0.67","2.08","1.34","3.45","21.13","83.38","0.11",,"0.42","20.8","10.67","0.09","0.68","12.74",,"5.99","0.19",,"0.18",,"1.78","5.41","10.58","4.51","39.99","33.91",,,,,"0.02","0.04",,"7.05",,,,,,,,,,,,"0.45","0.77",,"1.68","1.68","0.16",,,,,,,,,,,"0.64","-0.48","12.35",,,"5.84",,,"1.57",,,"0.33","1.22","0.67",,,,"0.46","2.26",,,"59.45","59.45",,"59.45",,"1.91",,,,,,,,"0.03",,,,,,"1.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102.2","162.55",
"Algeria","","239.24","170.31","-0.39","69.32",,,"0.75","4.16","1.91","0.13","0.05","0.25","125.04","0.06","0.26","0.02",,"0.57","18.74","0.14","1.16","0.11","1.53","0.01","3.36","0.02","0.02","0.21",,"4.29","1.44","2.08","0.78","3.22","55.18",,,,,,,,"2.35",,,,,,,,,,,,"0.07","-2.81",,,,"-0.36",,,,,,,,,,,,"-0.36","13.38",,,"1",,,"0.97",,,"0.78","3.71","1.2",,,,"2.15","3.57",,,,,,,,"1.12",,,,,,,,"1.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149.89","158.43",
"Angola","","493.5","372.54","-1.49","122.45",,,"0.24","2.76","5.57","0.33","0.61","3.89","14.26","13.46",,,,"6.51","28.07","33.1",,"0.11","21.08","0.38","24.23","0.04","19.49","0.02",,"10.84","13.96","6.9","13.78","152.91","67.63",,,,,,"0.15",,"-1.64",,,,,,,,,,,,,,,,,"-0.13","-0.13",,"-0.13",,,,,,,,,,"53.65",,,"2.66",,,"3.81",,,"1.97","3.33","10.34",,,,"3.42","28.12",,,"1.28","1.28",,"1.28",,"0.02",,,,,,,,"0.11",,,,,,"-0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"261.15","149.45",
"Anguilla","","3.95","1.8",,"2.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.8",,"0.91",,,,,,,,,,,,,,,,,,,,,,,,,"1.28",,,,,,,,,"1.28",,,,"-0.04",,,,,,"-0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.8","1.8",
"Antigua and Barbuda","","5.63","3.05","0.27","2.31",,,"0.01",,"0.06",,,,"0.01","0.01",,,,,,"2.74","0.01",,"0.14",,,,,,,,,,"0.24","-0.17","0.55",,,,,,,,"0.27",,,,,,,,,,,,,,,,,"1.17",,,,,,,,,"1.17",,,,"0.32",,,,,,"0.02",,,,,,,,,"0.3",,,,,,,,,"0.27",,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.89","0.41",
"Argentina","","117.72","98.32","4.72","14.68",,,"0.13","0.39","2.58","0.02",,"0.12","10.5","16.85","0.03",,,"0.15","2.88","11.58","0.09","0.06","0.2","0.24","0.37","0.01",,"0.01",,"41.16","0.3","0.28",,"10.37","4.81",,,,,,"9",,"-4.36",,,,,,,,,,,,,"0.08",,,,,,,,,,,,,,,,,"3.46",,,,,,"0.19",,,"0.19","0.58","0.3",,,,"2.2",,,,,,,,,"6.41",,,,,,,,"2.57","2.79",,,"1.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.76","72.81",
"Armenia","","250.4","127.73","0.27","122.4",,"0.02","3.06",,"0.92","0.13","0.41",,"3.03","13.92","2.86",,,"0.12","1.55","7.02","0.11",,"9.91",,"3.35","0.07",,"0.02",,"0.08","1.61","2.2","3.15","74.19","16.44",,,,,"0.03","0.24",,,,,,,,,,,,,,,,,"11.46","11.46","0.76",,,,,,,,,,,"0.76",,"13.16",,,"6.89",,,"0.82",,,"0.38","1.25","0.68",,,,"2.06","1.08",,,"77.39","77.39",,"77.39",,"3.19",,,,,,,,"1.85","1.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.78","39.92",
"Aruba","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azerbaijan","","302.03","158.59","10.29","133.15",,,"0.34",,"1.05","0.02",,"0.07","1.29","13.58","0.25",,,"0.05","0.21","79.82","0.03","0.14","3.86",,"5.4","0.02",,"0.01",,"0.05","0.31","2.53","0.29","49.27","24.56",,,,,"0","2.73",,"3.89",,,"0.01",,,,,,,,,"3.65","0.01",,"20.47","20.47","1.3",,,,,,,,,,,"2.3","-1","10.55",,,"1.79",,,"2.45",,,"0.57","2.38","0.89",,,,"0.54","1.93",,,"74.74","74.74",,"74.74",,"1.53",,,,,,,,"1.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.51","20.49",
"Bahamas","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain","","131.77","1.15","130.71","-0.09",,,,"0.02",,,,,"0.7","0.05",,,,,,"0.29","0.01",,"0.02",,,,,,,,,,,"0.06",,,,,,,,,"39.7",,,,,,,,,,,,,"91.01",,,,"-0.35",,,,,,,,,,,,"-0.35","0.26",,,,,,,,,,,,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.1","0.79",
"Bangladesh","","1301.79","705.21","4.37","592.21",,"11.95","1.84","1.26","38.42","0.16","45.27","0.71","7.16","32.37","0.5",,,"1.29","0.1","115.27","10.07","0.24","57.45","0.74","12.15","0",,,,"5.25","35.06","10.87","260.47","56.61","52.33",,,,,,,,"2.68",,,,,,,,,,,,,"1.69",,"65.28","65.28","-3.82",,,,,,,,,,,,"-3.82","83.32",,,"8.43",,,"15.89",,,"22.31","2.17","10.86",,,,"7.54","16.12",,,"394.74","394.74",,"394.74",,"0.36",,,,,,,,"2.98","0.1",,,,"0.8","-3.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"510.4","449.13",
"Barbados","","21.27","2.44","0","18.83",,"0.01",,,"0.34",,,,"0.2","0.03",,,,,,"0.85","0.01",,"0.02","0.02",,,,,,"0.02",,,"0.21","0.73","19.07",,,,,,"0",,,,,,,,,,,,,,,,,,,"-0.53",,,,,,,,,"-0.53",,,,"0.29",,,,,,"0.03",,,,,,,,,"0.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.36","0.48",
"Belarus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belize","","12.68","4.23","-0.2","8.65",,,"0.03",,"0.8",,"-0.01","0.02",,"0.07",,,,"0.39",,"0.73","0.08",,"0.4",,"0.07",,,,,"-0.02",,,"0.67","1","5.06",,,,,,,,"-0.2",,,,,,,,,,,,,,,,,"0.96",,,,,,,,,"0.96",,,,"0.79",,,"-0.13",,,"0.03",,,"0.06",,"0.57",,,,"0.26",,,,,,,,,"1.84",,,,,,,,"1.4",,,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.27","1.55",
"Benin","","301.99","196.24","-0.96","106.71",,,"0.03","10.56","5.59","0.03","21.39","0.3","36.76","31.26","0.03",,,,"0.02","6.27","0.07","1.47","19.77",,"0.21","0","0.01",,,"1.67","0.22","6.98","21.13","32.47","51",,,,,,"0.02",,"-1.07",,,,,,,,,,,,,"0.09",,"-0.51","-0.51","7.6","7.29",,"7.29",,,,,,,,,"0.31","18.35",,,"4.83",,,"5.02",,,"1.69","0.75","1.76",,,,"1.8","2.5",,,"23.88","23.88",,"23.88",,"6.39",,,,,,,,"2.66","2.51",,,,"1.17","0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.5","144.65",
"Bermuda","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","","72.86","52.23","-0.34","20.97",,"0.57","3.44",,"0.72",,"14.92","0.02","0.06","1.45",,,,,,"16.21","0.14",,"5.67","0.26","1.29",,,,,,"0.54","5.74","-0.02","1.22","4.57",,,,,,,,"-0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.45",,,"0.99",,,"1.21",,,"0.88",,"0.84",,,,"1.74","3.79",,,"6.6","6.6",,"6.6",,"0.35",,,,,,,,"0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.64","26.08",
"Bolivia","","762.63","553.62","0.2","208.81",,"0.03","0.26","14.24","12.07","0.17","28.68","0.82","11.6","43.82",,,,"0.14","2.91","32.32","0.54","1.1","50.32","0.02","3.79",,,,,"51.61","23.45","14.31","13.1","248.32","73.14",,,,,,"0.2",,,,,,,,,,,,,,,,,"-18.97","-18.97",,,,,,,,,,,,,,"11.24",,,"1.48",,,"1.83",,,"2.21",,"1.16",,,,"1.99","2.57",,,"138.33","138.33",,"138.33",,"5.07",,,,,,,,"3.48",,,,,"2.4","-0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"364.14","242.22",
"Bosnia and Herzegovina","","541.92","335.86","4.03","202.03",,,"15.2","0.66","7.31","3.93","1.91","6.99","2.07","21.81","5.31","0.41","0.06","1.05","4.91","53.97","0.05","0.65","25.16",,"21.62","0.02","1.12","0.18",,"30.67","35.4","14.04","12.62","68.74","135.83",,,,,"0.16","0.04",,"1.54",,,,,,,,,,,,"0.66","1.63",,,,"1.01",,,,,,,,,,,"1.01",,"16.5",,,"0.59",,,"1.61",,,"0.35","13.02","0.56",,,,"0.37",,,,"48.19","48.19",,"48.19",,"0.5",,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"171.43","170.07",
"Botswana","","28.05","27.36","-1.74","2.43",,"0.05",,"0.25","1.09",,"1.4","0.7","1.22","4.11",,,,"0.06",,"1.27",,,"0.64","0.05","1.48",,,,,"0.01","0.61",,"1.14","13.28","-1.69",,,,,,,,"-1.74",,,,,,,,,,,,,,,,,"-1.42","-1.42",,"-1.42",,,,,,,,,,"6.56",,,,,,"0.48",,,"1.73","1.48","1.3",,,,"1.57",,,,"-0.48","-0.48",,"-0.48",,"-0.54",,,,,,,,"0.3",,,,,"-0.19","-0.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.11","10.14",
"Brazil","","229.3","184.42","1.4","43.48",,"0.5","1.56","3.81","8.13",,"-0.03","1.46","30.95","49.2","0.07",,,"1.04","5.41","92.21","0.05","1.22","13.53","0.2","3.88","0.12","0.37",,,"7.08","2.08","4.16","13.5","-56.08","21.45",,,,,,"1.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.66",,,,,,"0.99",,,"0.65",,"1.13",,,,"3.89",,,,,,,,,"15.37",,,,,,,,"15.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143.32","131.37",
"British Virgin Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso","","540.84","265.73","16.71","258.4",,,"2.55","12.48","11.4","0.05","27.35","1.12","66","28.83",,,,"0.33","6.74","10.58","0.01","7.65","39.38",,"0.18",,,,,"5.57","10.67","20.6","0.11","14.13","84.11",,,,,,"0.07",,"2.85",,,,,,,,,,,,,"13.79",,"1.44","1.44","35.32","37.81","2.09","35.72",,,,,,,,,"-2.49","24.04",,,"3.86",,,"5.89",,,"1.72",,"5.45",,,,"2.94","4.18",,,"106.62","106.62",,"106.62",,"6.87",,,,,,,,"5.2","1.29",,,,,"0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137.79","208.83",
"Burundi","","227.6","121.2","0.01","106.39",,,"1.24","15.88","5.07",,,"0.02","4.39","4.78",,,,"1.15","2.13","0.09",,"0.24","12.67","0.03","12.15",,,,,"0.33","5.22","3.28","3.51","49.02","47.8",,,,,,"0.01",,,,,,,,,,,,,,,,,,,"-0.91","-0.91",,"-0.91",,,,,,,,,,"30.21",,,"2.64",,,"6.01",,,"1.21","7.81","3.95",,,,"1.81","6.78",,,"27.6","27.6",,"27.6",,"1.69",,,,,,,,"0.24","2.78",,,,,"-1.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.99","51.56",
"Cabo Verde","","145.33","90.23","-0.2","55.3",,,"2.9","0.65","0.27",,,,"3.85","2.16",,,,,"0.22","11.77",,"9.64","8.11",,"0.08","0","40.23",,,"2.02","0.08","2.6",,"5.65","22.15",,,,,,,,"-0.2",,,,,,,,,,,,,,,"3.44","3.44","5.29","5.29",,"5.29",,,,,,,,,,"4.17",,,"0.45",,,"0.45",,,"0.52",,"0.59",,,,"1.56","0.6",,,"18.29","18.29",,"18.29",,"1.96",,,,,,,,"2.04",,,,,"0.08","-0.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.92","69.86",
"Cambodia","","443.16","329.98","0.01","113.17",,"19.88","0.01","5.33","8.97","0.02","6.33","3.88","25.76","21.98",,,,"0.69","0.07","125.88","10.76","0.14","7.2","2.23","2.5","0","0.1",,,"0.12","18.71","3.19","15.01","51.22","15.38",,,,,,"0",,,,,,,,,,,,,,,"0.01",,"-0.06","-0.06",,,,,,,,,,,,,,"21.68",,,"4.29",,,"4.18",,,"3.79","0.45","3.34",,,,"2.56","3.07",,,"63.78","63.78",,"63.78",,"12.39",,,,,,,,"3.29","6.49",,,,,"2.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248.89","105.35",
"Cameroon","","885.63","752.02","0.21","133.4",,,"7.17","26.66","20.43",,,"0.17","290.59","349.17","0.11",,,"0.26","0.03","10.79","0.42","0.44","10.85","0.01","1.86","0.04",,,,"-5.54","5.26","2.69","13.74","16.87","61.47",,,,,,"0.18",,,,,,,,,,,,,,,"0.03",,"10.94","10.94","17.34","17.75","6.39","11.36",,,,,,,,,"-0.41","14.01",,,"1.43",,,"2.05",,,"2.4","1.19","2.58",,,,"2.4","1.96",,,"29.22","29.22",,"29.22",,"0.42",,,,,,,,"0.35",,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701.62","698.95",
"Cayman Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
