Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Niger","","481.02","244.54","18.62","217.86",,,"0.02","10.55","6.76",,"7.95",,"155.92","14.91",,,,"0.11","0.89","13.66","0.02","4.4","3.67",,"1.87",,,"0.02",,"-0.45","0.05","7.62","0.44","16.13","57.31",,,,,,"0.01",,,,,,,,,,,,,,,"18.61",,"18.46","18.46","38.46","38.09",,"38.09",,,,,,,,,"0.37","21.86",,,"1.3",,,"5.7",,,"3.11",,"6.63",,,,"3.25","1.87",,,"77.09","77.09",,"77.09",,"4.68",,,,,,,,"1.41",,,,,,"3.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"208.71","198.48",
"Nigeria","","309.85","198.99","0.35","110.51",,,"4.3","0.67","12.37","0.01","0.01","0.21","7.99","10.33","0.33",,,"2.24","0.17","6.4","-0.96",,"6.99","0.07","4.45","0.1",,,,"0.41","1.33","0.26","42.59","98.72","18.46",,,,,,"0.31",,,,,"0",,,,,,,,,"0.01","0.03",,,,"0.51","0.51",,"0.51",,,,,,,,,,"41.13",,,"3.41",,,"4.84",,,"6.6","0.93","21.33",,,,"4.02",,,,"46.06","46.06",,"46.06",,"4.35",,,,,,,,"1.83","2.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178.57","77.68",
"Niue","","9.11","8.82",,"0.29",,"0.58",,,,,,,,"0.02",,,,,,"0.05",,,,"8.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,,,,,"0.02",,,,,,,,,"0.06",,,,,,,,,"0.21",,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.07","0.02",
"North Macedonia","","266.11","180.51","0.39","85.21",,,"3.25",,"1.2","0.77","2.62","0.62","2","26.69","1.89","0.14",,"0.13","8.43","4.75",,"0.47","31.5",,"11.54","0.12","1.27","0.19",,,"6.02","4.9","2.17","69.84","46.25",,,,,"0","0.02",,,,,,,,,,,,,,"0.32","0.05",,"-6.37","-6.37","4.12",,,,,,,,,,,"4.12",,"7.63",,,"1",,,"1.16",,,,"3.99","0.63",,,,"0.76","0.09",,,"32.9","32.9",,"32.9",,"0.68",,,,,,,,"0.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115.08","88.28",
"Northern Mariana Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oman","","64.31","10.53","52.72","1.06",,"0.19",,"12.5",,,,,"0.65","0.07",,,,,"0.01","2.69","0.06",,,,,,,,,,,,,"-5.64",,,,,,,,,"-6.04",,,,,,,,,,,,,"58.76",,,,"-0.42",,,,,,,,,,,,"-0.42","1.48",,,,,,,,,"0.02",,"0.49",,,,"0.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.22","13.23",
"Pakistan","","1043.2","537.31","-1.96","507.85",,"3.26","1.13","0.06","13.25",,"-7.9","1.06","11.73","-4.66","0.34","0.01",,"0.57","3.81","266.22","1.03",,"6.87","0.4","9.96","0",,"0.01",,"0.92","1.56","13.28","112.12","102.28","33.37",,,,,,,,"-2.68",,,"0.03",,,,,,,,,"0.06","0.63",,"386.47","386.47","-0.38",,,,,,,,,,,,"-0.38","59.58",,,"-1.71",,,"7.35",,,"4.87","20.56","12.74",,,,"4.52","11.25",,,"29.43","29.43",,"29.43",,"-0.62",,,,,,,,"2.06","1.71",,,"0.48","-0.51","-4.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"504.75","127.63",
"Palau","","25.83","25.38","0.04","0.41",,"0.5",,,,,,,,"0.02",,,,,,"10.71","0.09",,,"0.06",,,,,,,,,,"14",,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,,,,,"0.01",,,,,,,,,"0.07",,,,,,,,,"0.33",,,,,,,,"0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.73","0.02",
"Panama","","36.54","31.62","0.06","4.86",,,"0.02","0.1","1.09",,"0.4",,"0.73","1.82",,,,,"0.02","8.37","0.28",,"0.17",,,,,,,"8.08",,,"0.05","10.49","1.8",,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.84",,,,,,"0.4",,,"0.42","0.42","0.58",,,,"1.02",,,,,,,,,"0.22",,,,,,,,"0.11","0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.57","11.39",
"Papua New Guinea","","222.84","218.53","-0.42","4.73",,"208.88","0.54",,"0.35",,,"0.14","0.26","2.49",,,,"0.06",,"-3.14","-0.3",,"0.98","7.71","0.23",,,,,,"0.08","0.25",,,"3.27",,,,,,"0.02",,"-0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.03",,,"-0.31",,,"0.88",,,"0.41",,"1.11",,,,"1.94",,,,"-3.56","-3.56",,"-3.56",,"0.99",,,,,,,,"0.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.04","4.55",
"Paraguay","","65.5","56.15","0.24","9.11",,,"0.01","0.03","1.56","0.04",,,"0.86","4.92",,,,,"0.02","20.22","0.68",,"1.43","0.09","0.67","0",,,,"11.74","1.31","0.76","-0.36","12.17","6.04",,,,,,"0.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.46",,,,,,"0.28",,,"0.67",,"0.82",,,,"0.69",,,,"-1.55","-1.55",,"-1.55",,"2.16",,,,,,,,"2.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.39","20",
"Peru","","509.16","449.76","0.83","58.57",,,"0.55","6.45","11.05","0.27","-0.04","1.62","8.96","24.28","0.01","0",,"0.82","-9.03","104.9","2.09","2.48","15.68","0.28","8.73","0.01",,"0.01",,"44.42","3.48","15.7","2.68","204.36","41.65",,,,,,"0.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.56",,,"-2.02",,,"0.71",,,"1.56",,"0.91",,,,"2.54","1.86",,,,,,,,"11.36",,,,,,,,"8.48","3.52",,,,,"-0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"347.2","102.65",
"Philippines","","724.77","682.07","-0.05","42.75",,"32.08","0.18","4.43","15.6","0.61","0.93","0.54","-5.65","27.79","0.32",,,"0.86","-7.7","528.78","6.04","0.01","16.28","2.22","1.87",,,,,"25.84","2.16","1.43","-27.84","55.29","17.62",,,,,,"0.26",,"-0.34",,,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,"15.56",,,"4.3",,,"1.98",,,"3.72","0.27","2.6",,,,"2.69",,,,"-6.21","-6.21",,"-6.21",,"15.78",,,,,,,,"6.8","3.12",,,"1.77","1.18","2.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"586.27","38.76",
"Qatar","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rwanda","","335.96","213.47","0.12","122.37",,,"2.6","20.67","10.82",,"1.78","0.89","7.86","13.87",,,,"1.95","0.19","0.66","0.04","3.87","23.05","0.12","7.97","0.01","0.98",,,"0.68","13.14","6.86","42.88","52.58","54",,,,,,"0.06",,,,,,,,,,,,,,,"0.06",,"-0.86","-0.86","5.31","5.31","0.05","5.26",,,,,,,,,,"26.03",,,"3.33",,,"3.52",,,"1.95","5.4","2.95",,,,"2.19","6.69",,,"28.24","28.24",,"28.24",,"9.65",,,,,,,,"1.09","2.11",,,,,"6.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.86","134.42",
"Saint Helena","","17.98","17.59",,"0.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.39",,,,,,"0.33",,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.59","17.59",
"Saint Kitts and Nevis","","0.09","-0.28","-0.1","0.47",,,,,"0.11",,,,"0.14",,,,,,,"0.01",,,,,,,,,,,,,"0.08","-0.62","-0.01",,,,,,,,"-0.1",,,,,,,,,,,,,,,,,"0.7",,,,,,,,,"0.7",,,,"-0.17",,,,,,"-0.23",,,,,,,,,"0.06",,,,"-0.04","-0.04",,"-0.04",,"-0.01",,,,,,,,"0.03",,,,,,"-0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.28","0.22",
"Saint Lucia","","15.56","4.81","0.1","10.65",,,,,"0.77",,,,"-0.18","0.04",,,,"0.12",,"3.79",,,,"0.07",,,,,,,,,"0.2",,"6.85",,,,,,,,"0.1",,,,,,,,,,,,,,,,,"2.83",,,,,,,,,"2.83",,,,"0.04",,,"-0.2",,,"0.09",,,"0.06",,,,,,"0.09",,,,"1.17","1.17",,"1.17",,"-0.24",,,,,,,,"0.13",,,,,,"-0.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.62","0.18",
"Saint Vincent and the Grenadines","","6.27","3.72","-0.67","3.22",,,,,"0.33",,,,"2.23","0.01",,,,,,"1.12","0.05",,,,,,,,,,,,"0.1","-0.12","3.07",,,,,,,,"-0.67",,,,,,,,,,,,,,,,,"-0.23",,,,,,,,,"-0.23",,,,"0.01",,,"-0.13",,,"0.02",,,,,,,,,"0.12",,,,"0.37","0.37",,"0.37",,"0",,,,,,,,"0.1",,,,,,"-0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.67","2.34",
"Samoa","","33.27","27.08",,"6.19",,"9.41",,,"0.12",,,,"0.01","0.03",,,,,,"11.48","0.09",,,"4.73",,,,,,,,,,"1.21","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.4",,,"-0.07",,,"0.32",,,,,,,,,"1.15",,,,"2.01","2.01",,"2.01",,"1.08",,,,,,,,"0.27",,,,,,"0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.85","0.04",
"Sao Tome and Principe","","37.85","25.48","0.01","12.36",,,"0.01","-0.15","0.04","0.01",,,"4.29","7.37","0.03",,,,"0.01","1.37",,"0.1",,,,,"11.14",,,"1.23",,,,"0.03","3.79",,,,,,"0.01",,,,,,,,,,,,,,,,,,,"1.4","1.4",,"1.4",,,,,,,,,,"3.19",,,"0.29",,,"0.31",,,"0.26",,"0.66",,,,"1.06","0.61",,,"0.89","0.89",,"0.89",,"3.09",,,,,,,,"0.24",,,,,,"2.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.11","24.04",
"Saudi Arabia","","13.79","10.08","2.03","1.68",,,"0.09","-0.21",,,,,"4.55","0.93",,,,,,"4.41","0.14",,,,"0.05",,,,,,,,,"0.12",,,,,,,,,,,,,,,,,,,,,,"2.03",,,,"-0.37",,,,,,,,,,,,"-0.37","2.05",,,,,,"0.05",,,"-0.01","1.24","0.02",,,,"0.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.01","5.36",
"Senegal","","458.28","314.75","-3.75","147.28",,,"2.93","15.04","17.61","0.01","1.33","0.22","119.5","20.5",,,,"0.25","2.27","28.68","0.28","5.01","12.79",,"1.27","0.03","0.01",,,"34.72","0.31","3.21","0.67","48.11","37.85",,,,,,"0.19",,"-3.99",,,,,,,,,,,,"0.01","0.04",,"-27.11","-27.11","11.16","14.83","3.17","11.66",,,,,,,,,"-3.67","20.06",,,"5.91",,,"2.8",,,"1.67","1.24","2.26",,,,"2.66","3.52",,,"98.78","98.78",,"98.78",,"6.54",,,,,,,,"2","1.39",,,,"2.54","0.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237.34","215.59",
"Serbia","","1310.48","873.19","1.05","436.24",,"0.23","19.12","4.03","10.54","4.15","1.18","7.86","207.89","116.75","59.21","2.59",,"0.84","13.33","12.07","0.51","0.51","25.53",,"43.79","11.15",,"1.8",,"14.33","34.87","57.52","13.68","209.71","341.76",,,,,"0.01","0.01",,,,,,,,,,,,,,"0.21","0.82",,,,"3.23",,,,,,,,,,,"3.23",,"3",,,,,,"1.13",,,"0.99",,"0.48",,,,"0.4",,,,"87.06","87.06",,"87.06",,"1.19",,,,,,,,"0.17","1.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"583.97","538.82",
"Seychelles","","9.39","5.02","1.01","3.36",,,,,"0.08","0.01",,,"4.61","-0.57",,,,,,"0.68","0.07",,,"0.03","0.01",,,,,"0.01",,,"0.05","0.04","1.67",,,,,,,,,,,,,,,,,,,,,"1.01",,,,,,,,,,,,,,,,,"1.23",,,,,,"0.04",,,"0.05",,,,,,"1.14",,,,,,,,,"0.46",,,,,,,,"0.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.89","4.11",
"Sierra Leone","","337.17","208.4","3.36","125.41",,"0.12","5.14","7.95","2.81","0.01","0.23","1.62","1.39","12.43","0.03",,,"5.87","8.46","3.73","0.09","0.14","20.62","0.02","5.18",,"5.27",,,"0.2","3.81","9.56","54.93","58.79","26.63",,,,,,,,"3.36",,,,,,,,,,,,,,,"18.2","18.2","7.62","6.86",,"6.86",,,,,,,,,"0.76","43.73",,,"-0.61",,,"3.77",,,"1.38","27.77","3.88",,,,"2.27","5.27",,,"28.88","28.88",,"28.88",,"0.35",,,,,,,,"0.09","0.95",,,,,"-0.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142.54","128.1",
"Singapore","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slovenia","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solomon Islands","","61.94","56.49","0","5.45",,"69.01",,,"0.29",,"0.05",,"-0.22",,,,,,,"-18.89","0.01",,,"6.16","0.01",,,,,,,,,"0.07","4.92",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.86",,,,,,"0.24",,,,,,,,,"0.62",,,,"-0.33","-0.33",,"-0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-18.75","-0.17",
"Somalia","","176.18","113.56","2.49","60.13",,"0.06","0.47",,"0.96",,"1.36","2.98","0.76","2.62",,,,"1.12","7.8",,,"0.11","10.29","0.44","40.02",,,,,,"6.59","0.69","3.54","33.75","40.06",,,,,,,,,,,"0",,,,,,,,,,"2.49",,,,"0.09",,,,,,,,,,,,"0.09","19.98",,,,,,"4.3",,,"0.55","4.38","5.1",,,,"3.54","2.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.43","37.64",
"South Africa","","642.15","477.36","0.81","163.98",,"10.28","1.33","13.25","13.08","0.01","20.57","9.68","20.16","41.23","0.27","0",,"18.26","3.72","17.61","0.07","0.07","29.54","1.46","15.59","0.01","0.27","0.02",,"0.25","23.77","7.77","122.91","106.18","134.03",,,,,,"0.66",,,,,,,,,,,,,,,"0.15",,,,"-0.06",,,,,,,,,,,,"-0.06","10.85",,,,,,"2.16",,,"0.64","3.52","1.13",,,,"3.4",,,,,,,,,"19.16",,,,,,,,"2.42","16.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"324.89","305.32",
"South Sudan","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka","","525.91","287.98","0.49","237.44",,"6.31","0.43","0.09","5.82","0.26","1.05","0.96","-1.32","16.31",,,,"0.39","-1.09","172.26","17.15",,"21.51","0.47","28.14","0",,,,,"13.49","5.03","9.27","-8.55","15.19",,,,,,"0.09",,,,,"0",,,,,,,,,,"0.4",,"22.39","22.39",,,,,,,,,,,,,,"18.22",,,"2.25",,,"3.19",,,"-0.17","5.09","1.12",,,,"4.94","1.8",,,"168.32","168.32",,"168.32",,"13.32",,,,,,,,"3.84","3.1",,,,"2.12","4.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192.7","61.35",
"States Ex-Yugoslavia unspecified","","116.92","87.78","0.92","28.22",,,"0.16",,,"0.44","11.33","0.61","1.51",,,"0.67",,"1.11","4.1","16.17",,"6.23","2.53",,"14.92",,"1.09",,,"26.62",,"0.11","0.18",,,,,,,,"0.06",,,,,,,,,,,,,,"0.86",,,,,,,,,,,,,,,,,,"28.22",,,,,,,,,,"28.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.96","56.58",
"Sudan","","620.23","332.55","9.64","278.04",,,"0.46","0.2","6.29","0.02","1.31","3.41","3.95","15.5","0.37",,,"5.15","8.9","1.47","0.2","0.54","20.99","1.18","33.31","0.03",,"0.28",,"0.31","12.65","7.6","33.02","175.41","247.05",,,,,,,,"-4.7",,,,,,,,,,,,"0.04","14.3",,,,"-0.21",,,,,,,,,,,,"-0.21","35.79",,,"1.45",,,"4.32",,,"1.7","12.28","5.33",,,,"4.79","5.92",,,"-2.8","-2.8",,"-2.8",,"-1.79",,,,,,,,"0.27",,,,,,"-2.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244.54","107.09",
"Suriname","","11.14","4.05",,"7.09",,,,"1.32","0.48",,,,"0.66","0.02",,,,,"0.01","0.65","0.01",,"0.3",,"0.03",,,,,,,,,"0.57","4.1",,,,,,,,,,,,,,,,,,,,,,,,,"-0.01",,,,,,,,,,,,"-0.01","1.15",,,,,,"0.34",,,"0.19",,,,,,"0.62",,,,,,,,,"1.85",,,,,,,,"1.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.39","2.31",
"Syrian Arab Republic","","118.39","29.13","-2.84","92.1",,,"0.62","0.15","0.01",,"0.01","0.11","19.96","-0.62","4.27","0.09",,,"1.21","-6.62","0.08",,"5.27","0.05","1.97","0.15",,"0.02",,"0.7","0.79","0.83","0.03","0.05","58.98",,,,,,,,"-7.38",,,,,,,,,,,,"0.1","4.44",,,,"-1.01",,,,,,,,,,,,"-1.01","38",,,"2.16",,,"1.21",,,"1.65","1.08","0.92",,,"26.77","3.17","1.04",,,"-1.46","-1.46",,"-1.46",,"-2.41",,,,,,,,"0.2",,,,,,"-2.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.02","32.76",
"Tajikistan","","133.3","80.67","3.71","48.92",,,"0.14",,"2.46","0.03",,"0.57","0.17","4.67",,,,,"0.73","4.77","0.19","0.34","1.11","0.07","1.85","0.01",,"0.18",,,"1.78","13.41","1.09","47.1","25.29",,,,,,"0.12",,"3.02",,,,,,,,,,,,"0.55","0.02",,"-0.18","-0.18","1.3",,,,,,,,,,,"1.34","-0.04","6.91",,,,,,"1.93",,,"0.74","1.12","1.94",,,,"0.76","0.42",,,"13.43","13.43",,"13.43",,"2.17",,,,,,,,"0.16","0.62",,,,,"1.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.99","10.82",
"Tanzania","","1725.76","966.47","-0.13","759.42",,"0.47","1.73","8.84","34.33","0.01","85.48","13.17","1.55","98.53","0.02",,,"26.53","1.34","74.47","0.78","0.14","95.75","1.07","67.37","0.04",,,,"2.45","66.18","25.59","285.47","75.16","185.09",,,,,,"0.04",,"-0.2",,,,,,,,,,,,,"0.03",,"17.61","17.61","45.96","45.96","1.38","44.58",,,,,,,,,,"59.7",,,"7.04",,,"6.81",,,"4.51","22.12","8.03",,,,"3.85","7.34",,,"424.84","424.84",,"424.84",,"26.22",,,,,,,,"2.94","2.81",,,,"2.85","17.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"570.85","687.23",
"Thailand","","-938.59","-967.54","0.19","28.76",,"10.51","0.8","-0.23","3.08","0.02","7.7","1.87","-4.06","-13.03",,,,"0.05","0.31","-1002.22","1.72","0.35","5.56","0.62","-1.38",,,,,"0.12","4.76","1.5","-12.69","27.1","12.48",,,,,,"0.19",,"-0.4",,,,,,,,,,,,,"0.4",,,,,,,,,,,,,,,,,"10.09",,,"-1.46",,,"0.48",,,"0.64","4.5","0.93",,,,"5",,,,"-3.38","-3.38",,"-3.38",,"9.57",,,,,,,,"2.06","8.43",,,"-0.68",,"-0.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1001.51","-8.47",
"Timor-Leste","","175.03","147.7","0","27.33",,"28.87","2.25","2.18","4.99",,"0.09","1.97","0.16","3.1",,,,"3.96","0.56","8.93","0.27","0.21","0.62","2.93","7.1",,"42.69","0.08",,"1.03","5.44","0.17","7.38","22.72","15.32",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.46",,,,,,"2.15",,,"1.24","1.14","2.03",,,,"0.84","0.06",,,"4.17","4.17",,"4.17",,"0.38",,,,,,,,,"0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.84","71.72",
"Togo","","50.09","46.27","1.89","1.93",,,"0.59","1.12","1.81","0.01","0.32",,"21.2","11.81",,,,,,"0.34",,"0.27","1.48",,"0.27",,,,,"0.24","0.15","0.74","0.42","5.5","4.57",,,,,,"0.06",,"1.78",,,,,,,,,,,,,"0.05",,"-13.69","-13.69","0.11","0.4",,"0.4",,,,,,,,,"-0.29","7.26",,,,,,"2.73",,,"1.13",,"1.73",,,,"1.67",,,,"-0.06","-0.06",,"-0.06",,"3.74",,,,,,,,"0.2","3.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.08","37.61",
"Tokelau","","6.42","6.24",,"0.18",,"0.08",,,,,,,,,,,,,,,,,,"6.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.18",,,,,,"0.12",,,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tonga","","22.26","16.61","0","5.65",,"6.21",,,"0.04",,,,"-0.05","-0.93",,,,,,"4.89","1.64",,,"3.83",,,,,,,,,,"0.98","2.1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.71",,,"-0.13",,,"0.02",,,,,,,,,"0.82",,,,"2.57","2.57",,"2.57",,"0.27",,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.93","-0.98",
