Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Oceania, Total",,"2005.15","1582.35","3","419.81","6.54","814.16","0.51","0.15","9.49","0.02",,,"102.49","15.77",,"0",,,"3.46","230.61","11.64",,,"225","1.11","0.04",,,,"0.03","2","0.76","7.55","157.55","103.26",,,,,"0.11","0.15",,,,,,,,,"0.07",,,"0.58",,"0.8","1.28",,"-5.45","-5.45","78.32",,,,"78.18","78.18",,,,,,,"0.14","55.31","3.01","0.51","9.02","9.82","0.39","4.57",,,"1.58",,"9.53",,"5.42",,,,"11.46",,"105.25","105.25",,"105.25",,"83.12","2.66",,,,,"10.61","4.36","29.22","27.77","1.79","8.01",,,"-1.29",,,,,,,"0.87",,"0.15",,,,"2.71",,,,,,,,"1.2",,,,"1.22",,,,,,,,,"0.15",,"0.24",,,,,"526.93","132.02",
"Melanesia, Total",,"998.04","795.07","0.76","202.22","4.76","598.08","0.5","0","0.25","0.01",,,"2.79","3.54",,"0",,,"1.59","82.33","8.68",,,"74.31","1.11","0.04",,,,"0.03","0.85","0.76","2.61","17.61","56.95",,,,,"0.11","0.04",,,,,,,,,"0.01",,,"0.19",,"0.05","0.35",,"-3.85","-3.85","32.57",,,,"32.43","32.43",,,,,,,"0.14","27.88",,"0.4","7.68","1","0.39","3.59",,,"1.58",,"2",,"5.42",,,,"5.82",,"38.68","38.68",,"38.68",,"49.98","1.41",,,,,"0.6","4.36","18.18","24.32","1.54","0.47",,,"-0.9",,,,,,,"0.87",,"0.15",,,,"1.9",,,,,,,,"0.72",,,,"0.97",,,,,,,,,"0.15",,,,,,,"110.7","11.95",
"Micronesia, Total",,"295.72","243.72","0.88","51.11","0.85","66.71",,"0.15","0.1","0.01",,,,"0.44",,,,,,"30.13","1.63",,,"15.01",,,,,,,"0.03",,"0.34","129.18","4.95",,,,,,"0.11",,,,,,,,,"0.04",,,"0.04",,,"0.7",,,,"22.52",,,,"22.52","22.52",,,,,,,,"2.41",,"0.11","0.64","0.39",,"0.08",,,,,,,,,,,"1.2",,"19.68","19.68",,"19.68",,"1.56","1.25",,,,,,"0",,,"0.18","0.13",,,,,,,,,,,,,,,,"0.44",,,,,,,,,,,,"0.25",,,,,,,,,,,"0.16",,,,,"160.18","0.96",
"Polynesia, Total",,"382.43","269.93","0.4","112.1","0.08","65.67",,,"0.07",,,,"88.39","0.1",,,,,"0.05","53.62","0.33",,,"58.75",,,,,,,,,"0.24","2.71","15.35",,,,,,"0.01",,,,,,,,,"0.01",,,"0.36",,"0.02",,,"-1.61","-1.61","23.23",,,,"23.23","23.23",,,,,,,,"3.83",,,"0.7","0.45",,"0.9",,,,,,,,,,,"1.78",,"44.75","44.75",,"44.75",,"26.55",,,,,,"8.5",,"11.04",,,"7.4",,,"-0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,,,,"145.18","88.77",
"LDCs, Total",,"48971.08","27433.22","2029.5","19508.36","750.89","665.14","63.08","401.65","957.46","12.76","472.2","165.73","1129.35","2422.71","0.19","4.32","13.74","248.18","326.5","3357.79","587.62","141.19","546.3","102.21","732.92","14.19","43.22","3.5","0.46","97.3","1022.84","573.87","3318.6","10008.2","4325.3","0.56","0.3","0.51",,"1.64","2.72","2.52","128.39",,,"0.16","0.6",,"0.53","26.01","559.79",,"53.94",,"177.87","1073.96",,"54.58","54.58","2331.26","1492.32","96.61","1395.71","664.47","664.47","127.73","127.73",,"1.54",,,"45.21","1664.89",,"11.23","298.56","21.95","20.05","207.95",,,"93.53","173.96","543.66",,"39.63",,,"169.47","84.9",,"7321.62","7321.62",,"7321.62",,"3810.71","8.72",,"120.27",,"293.76","119.79","721.02","115.85","2307.85","9.66","16.27",,"-6.32","103.83",,,,"3.7",,,"401.12","0.44","29.07","28.38","0.51","20.45","13.82","4.84","5.99",,"11.29","7.9",,"0.41","5.87","1.17","5.91",,"18.77","124.15","13.1",,"4.16","0.05","8.39","0.56",,"4.39","13.67","5.16","13.86",,,"3.74","21520.61","10434.27","17.6"
"Other LICs, Total",,"858.95","492.93","63.38","302.63","21.1","2.42","0.42","1.18","2.41","0.05","0.46","1.38","3.63","32.64","0.01","0.02",,"8.09","0.35","14.84","1.35",,"4.43","0.43","11.86","0.11","0.07",,,"0.17","39.57","18.98","120.54","227.52","68.18",,,,,,"0.06",,"3.81",,,,,,"0.04","57.71",,,"0.27",,"1.21","0.28",,,,"13.08","13.02","0.01","13.01",,,,,,,,,"0.06","42.73",,"0.66","0.07","1.2","1.04","10.93",,,"2.77","4.7","12.85",,,,,"5.21","3.29",,"-0.49","-0.49",,"-0.49",,"179.14",,,,,"13.93",,"26.72","1.3","135.83",,,,,"1.36",,,,"0.02",,,"7.96",,"1.89","1.81",,,,"1.15",,,,,,,,,,,,,,,,,"1.66","0.52",,"4.68",,,,,,"1.4","401.93","213.11","1.4"
"LMICs, Total",,"44910.4","21727.69","9928.9","13253.82","1084.4","867.49","111.45","137.49","538.18","23.8","194.04","70.01","2029.32","3987.57","1.57","15.63","2.87","42.75","205.55","2725.2","615.84","69.6","148.17","60.69","430.25","77.88","42.83","6.54","2.8","225.46","394.98","463.66","2044.28","6191.79","4787.24",,"0.73","0.1",,"5.37","204.2","1.65","349.7","0.85",,"1.98","0.46",,"27.08","215.33","875.33",,"3.41",,"6941.78","1300.93",,"12.23","12.23","1809.48","520.43","14.54","505.89","328.74","328.74","862.94","862.94",,,"1.35",,"96.03","1549.85",,"13.23","183.23","21.24","12.8","49.2","0.08",,"49.98","47.53","261.16",,"12.58","780.26",,"66.6","51.96",,"2913.61","2913.61",,"2913.61",,"2181.42","2.19",,"-221.08","0.1","75.83","160.1","537.79","93.51","1409.47","4.48","20.81",,"-8.15","66.19","40.19",,,"3.42",,"2.01","680.96","0.84","5.02","56.84","4.56","7.01","23.74","59.21","1.2",,"20.52","4.56",,"12.45","25.57","0.95","11.98",,"13.28","53.73","11.78",,"1.34","21.02","12.68","9.98",,"12.81","15.92","6.3","2.77",,"0.55","1.4","17721.88","9831.72","4.72"
"UMICs, Total",,"15579.8","9615.96","1948.11","4015.72","1472.5","187.27","146.45","70.92","230.69","13.92","66.39","39.09","1771.03","3008.68","14.44","14.99","1.54","29.92","379.51","-843.95","116.18","8.89","88.81","62.44","295.59","53.56","7.04","2.8","15.73","62.18","172.78","249.62","800.52","2548.94","3576.74",,"3.76","13.17",,"0.71","57.09","0.11","50.7","1.9",,"1.47","0.42",,"9.8","369.46","30.23","0.43","1.89",,"119.63","1287.35",,"-11.86","-11.86","134.52","0.56","6.22","-5.65","46.52","46.52","36.74","36.74",,"3.42","61",,"-13.73","401.61",,"12.47","-23.85","23.16","10.08","19.4","0.61",,"21.18","112.11","53.12",,"1.9","112.64",,"17.39","41.4",,"-803.48","-803.48",,"-803.48",,"718.19","13.71",,"98.38","0.25","34.69","56.85","1.13","155.95","239.72","3.82","25.43",,"-1.92","56.8","33.38",,,"1.86","1145.44","8.14","68.06",,"3.8","24.45","6.56","1.37","15.21","51.45",,"27.04","5.78","1.33",,,"15.38","0.67","3.29",,"1.5","9.51","8.83",,"5.36","9.99","15.27","7.63",,"3.92","26.21","2.31","2.14",,,,"7895.41","6767.64","2.14"
"MADCTs, Total",,"146.98","103.43","9.28","34.27","3.46","4","0.43","0.21","3.47","0.13","4.58",,"8.69","50.91","0.02","0.01",,"0.02","1.06","10.65","0.7","0.11",,"12.3",,"0.01","0.21",,,"0.55","0.08","0.33","3.66","1.3","11.79",,,"0.04",,,"1.02",,"-0.55",,,"0",,,"0.01",,"-2.73",,"0.08",,"1.05","10.35",,,,"6.36","-0.02","0.59","-0.6","-2.32","-2.32","8.7","8.7",,,,,,"8.14",,"0.99",,"2.44","0.01","0.5",,,"0.7",,"1.99",,,,,,"1.51",,,,,,,"7.98",,,,,,"0.34",,"7.08",,,"0.68",,,"-0.12",,,,,,"0.31",,,,"0.04","0.08",,"1.53","0.57",,,,,,,,,,,,,,,"0.69",,,,,,"0.25",,,,,,"79.74","70.67",
"Part I Unallocated by income",,"54622.64","46195.42","1588.4","6838.82","2563.21","685.97","278.59","683.76","1394.67","29.89","983.27","321.74","1707.07","10315.73","68.44","4.42","35.99","163.67","2064.05","2815.97","293.34","84.22","2746.05","132.5","1656.42","76.37","21.16","22.57","5.93","298","2197.17","1032.42","5047.61","11028.46","3285.24","4.79","5.09","0.27",,"12.59","123.04","19.25",,"1.78","16.5","11.66","13.62",,"1.49","65.25","148.71","293.01","0.75",,"708.9","161.68",,,,"636.1","520.81","1.89","518.91","68.27","68.27","47.03","47.03",,,,,,"2140.17","447.54","37.81",,"199.65","121.14","58.55","13.65",,"46.94","183.27","644.74",,,,,"26.89","347.29","12.7","81.72","81.72",,"81.72",,"695.58","6.23",,"8.05","0.56",,"5.34","360.5","68.07","133.55","2.67","0.25",,"33.29","41.73","35.35",,"45.65","6.44","-1051.85","3.75","2178.06","22.88","10.11","95.59","13.17","21.75","64.32","127.13","4.92","22.51","-17.88","3.95",,"7.58","32.67","10.97","8.52",,"13.29","101.15","36.8",,"5.07",,"73.2","38.41",,"228.44","129.11","0.88","225.58",,"37.31","63.71","34373.55","27119.7","326.59"
"WorldBank Low income countries",,"45029.02","21456.1","9380.06","14192.86","493.36","177.02","57.94","351.58","841.19","10.33","381.13","110.48","741.95","2948.98","0.55","2.06","14.9","207.34","292.07","1024.94","260.46","100.23","493.22","18.22","714.21","15.21","51.08","4.29","0.47","155.19","764.1","412.25","2920.82","8383.91","3848.5","0.05","0.41","0.51",,"1.77","69.19","3.86","92.65","0.13",,"0.16","0.93",,"0.8","118.03","530.86",,"1.85",,"7404.43","1154.44",,"216.9","216.9","1588.85","1128.6","95.42","1033.17","281.27","281.27","127.73","127.73",,"1.54",,,"49.71","1321.53",,"6.89","197.83","11.25","12.94","161.36",,,"68.75","134.93","441.71",,"37.25","39.97",,"152.6","56.04",,"4625.8","4625.8",,"4625.8",,"2591.29","7.39",,"42.1",,"260.08","75.14","508.69","62.93","1584.02","4.67","12.57",,"-3.82","30.37","7.14",,,"2.98",,"0.33","266.93","0.94","20.09","20.06","0.07","14.96","12.64","3.07","2.36",,"4.27","3.11",,"0.41","3.18","1.17","0.31",,"9.67","88.53","6.95",,,"0.05","5.74",,,"0.64","6.65","3.18","13.3",,,"1.76","17153.85","9609","15.05"
"WorldBank Lower-middle income countries",,"45126.03","25495.22","1923.2","17707.6","1286.73","1127.3","85.42","188.92","547.23","17.3","266.09","116.05","2102.41","2783.04","1.17","14.88","1.13","87.91","220.88","5921.27","873.24","100.73","200.33","120.83","380.59","72.25","34.8","4.78","0.82","151.73","622.59","572.02","2452.2","6427.3","4593.18","0.51","0.38","0.07",,"4.2","90.04","0.31","251.77","0.51",,"1.5","0.12",,"26.42","163.73","873.53",,"55.26",,"-303.04","757.92",,"-121.25","-121.25","2639.25","900.17","18.73","881.44","794.24","794.24","850.68","850.68",,,"1.28",,"92.88","1672.35",,"16.57","277.69","30.72","20.08","104.15","0.08",,"72.96","88.75","362.56",,"12.57","521.73",,"85.18","79.3",,"5785.52","5785.52",,"5785.52",,"3138.56","3.52",,"-124.36","0.05","123.44","160.87","740.54","127.55","1963.86","8.79","21.23",,"-9.92","109.05","13.92",,,"2.79",,"0.58","809.55","0.34","15.83","66.72","4.15","12.2","13.27","40.41","4.83",,"20.26","8.21",,"12.45","24.68","0.95","16.98",,"14.01","89.35","17.52",,"5.5","21.02","14.26","11.06",,"21.25","22.88","7.01","3.33",,"0.55","4.8","20454.34","9524.32","8.68"
"WorldBank Upper-middle income countries",,"19837.08","12046.07","2664.2","5126.82","1524.48","388.84","177.99","70.59","339.49","22.83","85.87","49.68","1997.01","3718.45","14.49","18","2.11","33.7","398.94","-1701.82","187.93","18.69","94.16","66.64","375.83","58.28","7.26","3.76","17.7","81.77","242.96","321.6","808.45","4144.87","4314.42",,"4","13.2",,"1.75","104.45","0.06","188.62","2.11",,"1.95","0.39",,"10.21","386.74","60.97","0.43","2.34",,"138.85","1748.12",,"-40.7","-40.7","51.87","-2.33","3.17","-5.5","-41.07","-41.07","45.88","45.88",,"3.35","61.07",,"-15.02","649.11",,"13.4","-16.9","24.93","10.95","21.02","0.61",,"25.27","103.73","65.65",,"4.29","331.2",,"20.54","44.39",,"-980.06","-980.06",,"-980.06",,"1132.17","6.61",,"79.84","0.3","32.53","100.73","37.41","168.17","540.94","4.5","25.37",,"-2.47","85.73","52.51",,,"3.22","1122.72","9.24","81.27",,"3.86","24.7","7.35","1.67","26.12","72.73",,"27.04","13.07","2.46",,,"18.95","0.67","3.88",,"9.87","9.51","9.24",,"5.36","9.99","17.99","7.63",,"3.92","26.27","3.6","2.14",,,,"9705.38","7920.58","2.14"
"WorldBank High income countries",,"242.73","151.15","11.71","79.87","27.77","27.89","0.48","0.35","4.29","0.2","4.58",,"12.27","51.97","0.03","0.02",,"0.02","1.07","19.52","0.04","0.14",,"2.76","-0.01","0.01","0.24",,,"-3.02","0.61","0.59","5.43","21.68","9.65",,,"0.04",,,"1.41","0.05","-0.98",,,"0","0.03",,"0.02","0.01","-2.73",,"0.14",,"1.3","12.39",,,,"16.36","-0.12","0.63","-0.75","5.3","5.3","11.81","11.81",,"-0.64",,,,"23.45",,"1.71","-0.62","2.99","0.01","1.2",,,"1.18","10.88","2.86",,,,,"0.36","2.88",,,,,,,"30.42","7.1",,,,"2.15","0.34",,"10.33","4.04",,"3.74",,"-0.18","2.9",,,,,"22.71","0.31","0.36",,,"0.04","0.14",,"2.27","1.01",,,,,,,,,,,,,,,"0.69",,,,,,"0.25",,,,,,"116.23","74.38",
"Countries not classified by the World Bank",,"232.35","224.68","0.01","7.66",,"5.28",,,"0.03",,,,"88.37","0.07",,,,,,"0.61","0.01",,,"29.62",,,,,,,,,"100.7",,"3.5",,,,,,,,,,,,,,,,,,"0.01",,,,,,,"-1.61",,,,"-2.32","-2.32",,,,"0.71",,,,"0.77",,,,"0.08",,"0.25",,,,,,,,,,,"0.44",,,,,,,"4.99",,,,,,,,"4.7",,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189.77","189.13",
"HIPCs, Total",,"39757.97","21157.12","684","17916.86","742.81","136.91","54.7","400.07","824.08","9.91","401.46","110.56","1402.09","2041.12","0.21","1","13.52","226.84","318.03","1253.86","453.98","120.73","414.79","10.78","550.61","14.09","51.1","1.43","0.32","189.86","865.95","459.44","2400.05","8429.64","3815.79",,"0.19","0.51",,"1.53","3.14","2.52","92.58",,,"0.07","0.48",,"0.46","39.06","135.96",,"1.97",,"161.39","244.14",,"335.87","335.87","2977.93","1752.29","96.24","1656.05","183.11","183.11","1002.7","1002.7",,"5.48",,,"34.35","1453.92",,"10.54","279.02","18.81","19.1","180.05",,,"81.73","118.77","499.53",,"37.95",,,"144.9","63.52",,"5850","5850",,"5850",,"3483.35","8.85",,"113.04",,"221.03","83.68","615.03","97.83","2236.31","5.74","13.89",,"-7.94","95.89",,,,"4.37",,,"368.65","0.1","27.65","26.77","0.33","22.04","12.68","8.8","5.99",,"11.21","3.11",,"12.85","3.56","1.21","2.44",,"11.11","159.76","13.1",,,"0.05","6.54","0.18",,"4.02","14.31","4.96","13.3",,"0.55","3.16","16668.86","9024.3","17"
"Land-Locked countries, Total",,"28138.93","15902.18","537.79","11698.96","480.41","196.68","67.74","195.19","505.58","17.4","283.25","97.1","700.24","1562.5","0.28","6.15","10.03","144.47","200.88","1575.99","368.44","111.23","345.99","19.64","427.77","14.72","2.45","3.59","3.98","64.85","547.26","437.81","1672.54","6318.44","3048.43",,"0.54","0.52",,"2.55","6.03","4.23","14.88","0.22",,"0.37","0.02",,"25.08","166.17","62.44",,"34.69",,"153.12","66.94",,"-40.05","-40.05","2027.27","738.13","0.93","737.2","772.35","772.35","494.09","494.09",,,"7.56",,"15.14","968.38",,"10.84","201.88","14.63","12.01","108.73","0.69",,"48.19","115.56","294.44",,"20.1",,,"93.03","48.28",,"3688.04","3688.04",,"3688.04",,"2006.89","5.32",,,"0.05","127.52","68.74","305.29","90.44","1301.19","6.36","7.83",,"-6.64","71.59","29.23",,,"1",,,"249.6","0.44","15.14","21.88","0.13","15.24","11.34","4.22","0.36",,"10.96","2.44",,"0.41","2.95",,"0.1",,"12.88","90.76","2.68",,,"0.05","5.95","0.52",,"5.65","7.43","4.08","11.04",,,"3.16","12536.17","6041.81","14.2"
"Small island states, Total",,"4331.99","2703.11","409.4","1219.48","175.09","809.32","11.08","18.82","108.08","0.44","2.75","0.65","207.63","32.36","0.01","0.02",,"1.7","102.82","275.06","32.54","11.19","-1.16","154.17","20.33","0.08","62.29","0.36","0.07","12.59","6.41","38.33","66.2","728.97","374.27",,,"0.01",,"0.11","0.43","0.05","11.95",,,"0.01","0.05",,"0.03","353.9","15.01","0.43","1.11",,"3.27","23.04",,"-14.53","-14.53","247.51","11.06","1.05","10.01","99.97","99.97","129.02","129.02",,"4.96",,,"2.51","110.83",,"2.13","13.45","6.22","3.24","19.11",,,"7.46","1.07","27.13",,"6.61",,,"3.1","21.32",,"240.94","240.94",,"240.94",,"260.46","7.27",,"1.77",,"13.17","20.99","14.28","56.03","122.93","1.72","15.47",,"-1.33","8.16",,,,"0.2","142.49",,"7.11",,"0.51",,"0.1",,"2.38","2.33",,,"0.03","0.59",,,"2.4",,,,"2.43","0.21","12.88",,,,"0.12",,,"0.15",,"1.18",,,,,"1521.11","536.32",
"Fragile states, Total",,"72476.59","37909.95","10350.29","24216.36","1152.97","983.6","113.69","402.63","1244.89","21.03","588.94","177.49","2024.38","4746.93","0.84","8.51","12.14","259.5","576.96","3609.12","671.19","152.44","609.41","87.62","980.64","28.65","28.76","6.54","0.88","304.76","1317.68","711.59","4875.7","13363.44","5756.14","0.56","0.61","0.52",,"2.35","107.17","3.86","149.24","0.13",,"0.26","1.31",,"1.89","139.69","665.82",,"52.75",,"7498.43","1725.71",,"54.62","54.62","2991.02","1706.42","97.5","1608.91","603.97","603.97","534.95","534.95",,"1.54",,,"144.15","2538.2",,"16.04","346.3","27.27","27.97","214.64",,,"116.39","179.29","667.28",,"48.79","561.7",,"228.22","104.3",,"8152.28","8152.28",,"8152.28",,"4724.1","9.14",,"95.63",,"380.09","126.82","1014.65","128.38","2888.8","5.35","11.6",,"-6.88","63.38","7.14",,,"4.93",,"0.33","713.64","0.94","30.9","57.03","1.64","21.81","13.46","28.54","6.82",,"19.67","8.92",,"12.85","20.72","1.21","6.12",,"17.1","104.43","9.41",,"4.16","0.05","14.62","2.25",,"12.78","12.59","7.88","11.61",,,"6.55","30441.42","16245.7","18.16"
"Afghanistan",,"3811.74","2830.55","85.53","895.65","26.88","60.85","5.37","0.19","68.46","2.38","66.31","20.63","21.41","478.43",,"0.23","0.51","1.69","42.97","233.69","32.23","2.01","53.4","5.34","75.11","0.62","1.95","0.78","0.07","1.56","118.67","28.35","292.23","1215.11","414.86",,"0.19","0.5",,"1.35",,"2.52","6.84",,,,,,"0.09","0.04",,,"0.04",,"36.52","29.37",,"-8.35","-8.35","181.4",,,,"183.11","183.11",,,,,,,"-1.71","91.73",,"0.14","14.75","0.65",,"7.58",,,"3.56",,"45.7",,,,,"14.33","5.03",,"149.57","149.57",,"149.57",,"66.43",,,,,"10",,"28.27","5.3","22.72",,,,,"0.14",,,,,,,"24.33","0.1","0.08",,,,,"0.05",,,,,,"0.41",,,,,,,,,,,,,,,"0.15",,,,,"1.76","2352.31","1110.91","1.76"
"Albania",,"168.35","121.79","19.63","26.94","2.73","0.18","9.09","0.04","0.12","0.23","2.35","0.13","4.72","26.9","0.99","0.04",,"0.02","7.72","16.04","-1.27","0.06","0.08",,"0.23","0.03",,"0.28","0.18","-2.3","11.48","22.02","0.96","21.46","74.77",,,,,"0","0.08",,"-3.34","0.06",,"0.01","0",,"0.78",,,,,,"6.49","4.62",,"-1.52","-1.52","-12.92",,,,,,,,,,"-9.91",,"-3.01","1.55",,"0.15","-1.84","0.13","0.01","0.37",,,"0.5","1.04","0.82",,,,,,"0.37",,"-36.64","-36.64",,"-36.64",,"1.69",,,,"0.05",,,,"1.22","0.06",,"0.15",,,"-2.72","2.93",,,,,,,,,,,,,,,,,,,,,,,,,,"2.57",,,,"0.16",,,,,,,,,,"77.92","63",
"Algeria",,"174.68","108.76","-10.2","76.12","0.06","0.01","0.34","3.16","-0.77","0.01",,"0.12","82.55","8.46","0.1","0.89",,,"-1.06","0.14","1.01","0.05","11.84",,"0.62","0.02","0.05",,,"-25.35","1.42","2.65","8.64","13.87","66.27",,,,,,,,,,,,,,"0.04",,,,"0.01",,"5.22","-1.46",,,,"3.16","2.99","2.99",,,,,,,,,,"0.16","5.14",,"0.35",,"0.31","0.2","0.35",,,"0.2","0.78","1.17",,,,,"0.69","1.1",,,,,,,"1.55",,,,,,,,"0.91","0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.06",,,,,,,,,,,,,,"111.83","91.23",
"Angola",,"223.22","66.8","0.16","156.25","4.03",,"0.01","-0.19","0.02","0.11","0.3",,"5.97","2.65",,"0.14",,"0.46","2.6","3.71","13.79",,"-0.32",,"7.69","-1.97","-23.21","0.01",,"-3.75","1.05","0.56","0.68","56.5","39.79",,,,,,,,,,,,,,"0.13",,,,,,"0.03",,,,,"11.04","11.04","0.44","10.59",,,,,,,,,,"15.09",,"0.26","0.56","0.22","1.28","1.71",,,"1.85","0.17","7.2",,,,,"0.12","1.73",,"40.2","40.2",,"40.2",,"50.13",,,,,"10.55",,"10.46","1.92","29.06",,,,,"-1.86",,,,,,,"3.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.32",,,,,"72.13","-15.46",
"Anguilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",,"10.3","2.95","1.12","6.23",,"0.37",,,"0.07",,,,"0.01","0.03","0","0",,,,"2.22","0.05","0.03",,,,,"0.02",,,"0.03",,"0.11","0.01","0.01","2.48",,,,,,"0.02","0.05","-0.43",,,,"0.03",,,,,,,,,"1.45",,,,"-0.64",,,,,,,,,"-0.64",,,,"0.25",,,,"0.09",,"0.08",,,,,,,,,,,"0.07",,,,,,,"4.15","1.57",,,,"2.15",,,"0.05",,,"0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.34","0.13",
"Argentina",,"-1.17","-21.69","14.55","5.97","2.16","0.46","0.39","0.05","1.13",,,"0.07","11.2","10.93","0.05","0.02",,"0.01","-34.27","-3.21","0.28","0.17","0.11","0.15",,"0.01","0.12",,,"-14.48","0.03","0.34","3.42","1.32","-9.29",,,"0.03",,,"3.76",,"10.39",,,"0.02",,,"0.01",,,,"0.02",,,"0.33",,,,"-1.5",,,,,,"-1.5","-1.5",,,,,,"9",,"0.64",,"2.21","0.59","0.16",,,"0.1","3.8","0.94",,,,,,"0.56",,,,,,,"7.76",,,,,,,,"2.36",,,,,,"5.4",,,,,,,"0.48",,"0.03",,"0.28",,,"0.02",,,,,,,,,,,,,,,"0.64",,"0.72",,,,,,,,,,"-9.48","-22.16",
"Armenia",,"257.54","145.59","15.51","96.44",,"0.14","4.62","0.29","0","0.38","0.09","0.06","39.1","72.87","0.09","0.02",,,"0.24","-5.8","0.1",,"0.1",,"0.13","0.27","0","0.01","0","1.04","1.33","4.02","1.26","25.22","100.84",,"0.19",,,"0.02","0.19",,,,,"0.03",,,"0.11","15.63",,,"0",,"0.02","-0.67",,"-23.02","-23.02","11.3",,,,"11.3","11.3",,,,,,,,"2.21",,"0.27","-0.89","0.32",,"0.4",,,"0.47",,"1.23",,,,,,"0.41",,"-27.66","-27.66",,"-27.66",,"32.76",,,,,,"0.61","0.57","2.01","2.73",,"0.73",,,"24.92","1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132.89","121.78",
"Aruba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
