Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Eritrea",,"66.82","10.21","2.88","53.73","0","0.03",,"0.62","1.06",,,"0.14","0.17","0.92",,"0",,"1.37","0.43","1.12",,,,,"1.99",,,,,"0.55","0.13","0.74","0.8","0.14","13.81",,,,,,"0.09",,,,,,"0.26",,,,,,"0.15",,"0.2","2.11",,,,"0.97","0.97",,"0.97",,,,,,,,,,"16.77",,"0.1","6.07","0.21","0.06","5.54",,,"0.88",,"2.83",,,,,,"1.1",,,,,,,"22.17","0.93",,,,,,"2.65","1.41","17.18",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.63","5.13",
"Eswatini",,"147.64","59.29","13.25","75.1","1.03","0.49","0.03","0","0.56",,,"0.23","0.12","-0.5",,"0",,"0.04","0.06","-0.67","0.23","0.22",,"0.08","0.79",,"0.11",,,"0.01","0.88","0.54","0.01","56.07","30.27",,,,,,,,"7.21",,,,,,,,,,"0.02",,"0.1","5.92",,,,"-1.89","-1.89","0.27","-2.16",,,,,,,,,,"4.6",,"0.02","-1.02","0.47","0.97","0.75",,,"0.73",,"1.41",,,,,"0.33","0.95",,,,,,,"42.12",,,,,,,,"1.08","32.08",,"0.15",,,"8.82",,,,,,,"1.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.64","1.2",
"Ethiopia",,"4084.37","2049.19","23.06","2012.13","98.77","5.25","8.58","2.01","90.67","3.23","17.38","21.71","19.53","132.33","0.01","0.09","0.36","39.23","19.06","62.61","61.59","1.32","73.85","0.48","52.59","42.29","0.04",,,"7.63","47.13","14.15","451.17","874.89","333.17",,,,,"0","0.26",,"2.37",,,,"0.04",,"0.01","1.5",,,"0.01",,"3.98","2.49",,"-52.03","-52.03","166.98","166.63","0.03","166.6",,,,,,,,,"0.35","111.57",,"0.77","33.97","0.47","0.82","10.85",,,"6.44",,"39",,,,,"16.28","2.97",,"1177.1","1177.1",,"1177.1",,"275.34",,,,,,"0.43","84.5","5.05","155.74","2.28","0.12",,"-0.66","27.88",,,,,,,"89.76",,"0.82",,,"2",,,,,,"0.98",,,,,,,"5.15",,,,,"0.05",,,,,,,,,,,"1650.27","886.59",
"Fiji",,"117.42","94.31","0.56","22.54",,"57.63","0.06","0.13","0.57",,,,"0.92","2.35",,,,,"0.09","9.66","1.85",,,"16.42","0.04",,,,,,"0.81",,"0.26","3.52","11.36",,,,,"0.02","0.2",,"0.1",,,"0.01",,,"0","0.02",,,"0.2",,,"0.01",,,,"3.1",,,,"2.79","2.79",,,,,,,"0.31","5.37",,"0.09",,"0.25","0.51","2.32",,,,,"-0.03",,,,,,"2.24",,,,,,,"2.71",,,,,,,,"1.52","0.83","0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.36","4.62",
"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gabon",,"41.62","24.58","0.23","16.81","0.04","0","0.27","-0.26","0.05","0.03",,,"17.23","-0.42",,"0",,"0.01","0.23","3.47","0.3",,,,"0.15",,,,,"0.07",,"0.02","0.2","3.21","9.03",,,,,,,,,,,,,,,,,,,,"0.23",,,,,"0.04","0.04","0.11","-0.07",,,,,,,,,,"4.26",,"0.14",,"0.18","0.47","0.4",,,"0.62",,"0.89",,,,,,"1.56",,,,,,,"3.48",,,,,,,,"2.27","1.1",,"0.12",,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.98","17.37",
"Gambia",,"91.99","21.62","5.19","65.18","2.06","0.23","0.01","0.19","0.04",,,"0.26","0.07","0.27",,"0.02",,"0.08","0.2","1.78","0.3",,,"0.05","0.15","0","0.04",,,"0.48","0.44",,"14.58","2.42","6.74",,,,,,"0.06",,"3.09",,,,,,,,,,"0.05",,"1.18","0.46",,"-5.94","-5.94","19.17","14.46",,"14.46",,,,,,,,,"4.71","11.18",,,"4.32","0.28","0.08","3.26",,,"0.81",,"1.7",,,,,"-0.11","0.84",,"17.51","17.51",,"17.51",,"16.53",,,,,,,"1.68","5.04","10.15",,,,,"-0.35",,,,,,,"0.96",,,,,,,,,,,,,,,,,,"0.25",,,,,,,,,,,"0.23",,,"0.61",,"19.35","16.65","0.61"
"Georgia",,"462.74","176.72","5.8","280.22","0.33",,"6.58","0.02","0.07","2.77","4.09","1.36","10.11","22.94","0.02","0.49","0.06","0.15","0.14","15.42","0.52","0.08","0.61",,"2.79","1.84","0.07","0.44",,"0.59","12.03","11.63","1.03","80.89","189.09",,"0.26",,,"0.94","0.33",,"-1.91","0.19",,"0.26",,,"0.39","0.01",,,"0",,"5.31",,,"-13.62","-13.62","121.71",,,,"121.71","121.71",,,,,,,,"2.37",,"0.24","-0.5","0.03",,"0.58",,,"0.56",,"1.01",,,,,,"0.45",,"-30.41","-30.41",,"-30.41",,"11.08",,,,,,,"0.85","2.65","7.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.33",,,,,,,,,,,,,,,,"130.58","65.34",
"Ghana",,"1318.65","622.76","5.8","690.1","20.2","1.17","2.75","8.57","46.22","0.09","50.45","1.06","75.32","26.73",,"0.22",,"0.4","1.33","33.42","23.18","0.25","30.64","0.47","3.36","0.02","0",,,"-1.8","0.64","12.64","78.47","227.15","60.4",,,,,"0","0.32",,"-0.62",,,,"0.04",,"0",,,,"0.02",,"1.63","1.88",,"166.4","166.4","67.12","67.08","0.08","67",,,,,,,,,"0.05","23.6",,"0.57","4.83","0.35","0.79","4.59",,,"2.59",,"8.5",,,,,"0.24","1.14",,"282.62","282.62",,"282.62",,"89.96",,,,,,"2.02","20.99","2.32","65.1",,,,"-0.48","0.02",,,,"0.04",,,"15.94",,"0.42",,,"3.09",,,,,,,,,,,,,"0.7",,,,,,,,,,,,,,,,"488.64","275.15",
"Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenada",,"8.58","4.95","-0.59","4.23",,"0.05",,,,,,,"-1.49","1.52",,,,,,"4.34","0.01",,,"0.01",,,,,,,,,"0","0.5","-1.86",,,,,,,,"-0.6",,,,,,"0",,,,,,,,,"0.52","0.52","1.92",,,,,,,,,"1.92",,,,"0",,,"-0.14","0.09",,"0.06",,,,,,,,,,,,,"3.24","3.24",,"3.24",,"0.41",,,,,,,,"0.61",,,,,,"-0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.87","0.04",
"Guatemala",,"265.45","232.97","0.43","32.05","2.36","0.16","4.58","3.7","10.84","0.02",,"0.26","2.79","15.66",,"0",,"1","1.08","-4.34","4.88","0.42","0.98","0.13","7.08",,,,,"15.71","30.08","3.03","1.48","133.42","17.51",,,,,,"0.16",,"0.2",,,,"0.01",,,,,,"0.04",,"0.01","0.01",,,,"-9.65",,,,,,"-9.65","-9.65",,,,,,"9.09",,"0.29","0.77","0.44","1.05","0.42",,,"1.24",,"1.28",,"0.28",,,"3.31",,,,,,,,"15.1",,,,,,"0.07",,"3.04","12.41",,,,,"-0.42",,,,,,,"2.14",,,,,,,,,,,,,,,,,,"0.23",,,,,,,,,,,,,,,,"160.93","77.78",
"Guinea",,"567.06","231.87","27.56","307.62","3.39","0.04","0.07","6.76","2.96","0.04",,"0.03","28.14","23.25",,"0.01",,"0.31","21.41","18.06","0.02","0.63",,,"0.08","0","0.07",,,"2.53","0.12","1.77","0.15","125.43","77.48",,,,,,,,"5.46",,,,,,,"6.32",,,"0.08",,"4.29","0.09",,"51.04","51.04","24.61","20.13",,"20.13",,,,,,,,,"4.48","27.4",,,"0.22","0.63","0.39","5.69",,,"3.57",,"10.32",,"4.7",,,"0.29","1.59",,"70.7","70.7",,"70.7",,"56.38",,,,,,,"1.36","2.87","51.69",,"0.3",,,"0.16",,,,"0.21",,,"3.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"219.4","83.52",
"Guinea-Bissau",,"196.82","131.54","0.46","64.82","0.52","0","0.4","0.36","0",,,,"0.57","2.88",,,,"0.25","101.89","1.28",,,,"0.21","0.08",,"12.97",,,"1.31","0.11","0.52","0.03","8.69","23.24",,,,,,"0.06",,,,,,,,,,,,"0",,"0.4",,,"6.1","6.1","1.29","1.55",,"1.55",,,,,,,,,"-0.26","7.61",,,"-0.14","0.23","0.01","2.56",,,,,"3.32",,"0.27",,,"0.62","0.73",,"8.76","8.76",,"8.76",,"17.83",,,,,,,"3.17","1.05","13.46",,,,,"0.15",,,,,,,"0.06",,,,,,,,,,,,,,,,,,,,"0.46",,,,,,,,,,,,,,"115.33","120.76",
"Guyana",,"70.02","14.2","0.01","55.81",,"0.08",,,"0.91",,,"0.07","0.18","0.05",,,,,"-0.19","0.66","0.03",,,"0.17","3.68",,,,,,,,"0.89","7.69","42.17",,,,,,,,,,,,,,,,,,,,,"0.01",,"-3.86","-3.86","5.42",,,,,,"0.71","0.71",,"4.59",,,"0.13","3.36",,,"-0.22","0.1","0.68","0.54",,,,,"2.26",,,,,,,,"5.37","5.37",,"5.37",,"3.35",,,,,,,"0.19","1.87","2.15",,"0.12",,,"-0.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.18","0.99",
"Haiti",,"1071.68","656.04","0.67","414.98","11.13","3.23","0.16","9.33","67.08","0.01",,"0.11","38.7","21.66",,"0","0.17","3.13","4.05","21.45","1.51","2.31",,"0.37","10.39",,"0.01","0.38","0.06","6.26","8.07","24.81","8.09","424.7","120.4",,,,,"0.06","0.09",,,,,"0.01","0.03",,"0.06",,,,"0.1",,"0.32","0.01",,"39.27","39.27","128.56",,,,,,"124.23","124.23",,"4.33",,,,"23.33",,"0.12","2.68","0.35","1.22","3.97",,,"2.24","0.8","4.42",,,,,"7.53",,,"62.42","62.42",,"62.42",,"40.99",,,,,,"0.09","2.29","4.05","21.22",,,,,"13.35",,,,,,,"9.86",,,,,"0.78",,,,,,,,,,,"0.21",,"0.06",,,,,,,,,,,"0.23",,,,,"585.74","102.33",
"Honduras",,"412.4","211.48","2.66","198.26","1.72","0.14","1.01","1.57","22.46",,"0.13","0.91","1.45","23.08",,"0",,"1.18","1.18","12.75","10.19","0.17","0.15",,"1.24","0.01",,,,"7.85","2.06","16.44","0.24","107.29","47.78",,,,,,"0.45",,"1.49",,,,,,,,,,,,"0.03","0.01",,"-1.41","-1.41","117.25",,,,,,"117.25","117.25",,,,,,"9.32",,"0.09","1.14","0.29","0.47","0.58",,,"1.08",,"1.36",,,,,"4.32",,,"0.67","0.67",,"0.67",,"24.64","0.52",,,,,"0.67","3.34","3.5","7.11",,,,"2.69","6.81",,,,,,,"1.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"168.44","40.97",
"Hong Kong (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"India",,"2679.04","1662.69","6.36","1009.99","270.98","4.66","3.67","2.12","5.87","0","-2.26","2.16","138.54","222.57","0","1.07",,"1.2","15.13","1007.78","0.6","1.96","0.72","0.88","17.65","0.09","0.3","0.02","0","3.45","5.1","13.34","124.99","91.07","300.84",,,,,,"3.07",,,,,"0.01","0.02",,"0.03","0.38",,,"0.03",,"0.74","2.09",,,,"40.73",,,,"40.53","40.53",,,,,,,"0.19","104.69",,,"21.36","1.6","1.33","6.1",,,"7.33",,"58.95",,,,,,"8.02",,"267.88","267.88",,"267.88",,"295.85","0.71",,,,,,"135.09","28.85","128.72","0.46","0.15",,,"1.87",,,,,,,"242.28",,"0.15",,,"0.3",,,,,,"0.39",,,,,"9.69",,"0.63",,,,"0.65","15.6",,,,,,"1.23","0.06",,,,"1605.96","520.83","0.06"
"Indonesia",,"-108.28","-48.05","2.88","-63.11","13.46","252.1","3.07","-8.89","18.7","0","11.43","1.99","16.57","519.08",,"0.41",,"0.01","-0.86","-1206.34","41.66","0.07","-9.9","10.28","53.73","0.18","0.04",,,"-14.86","2.29","21.07","23.55","216.57","55.14",,,,,,,,"-1.7",,,,,,"0",,,,"0.41",,"1.55","0.05",,,,"-123.13",,,,"-128.2","-128.2",,,,,,,"5.07","27.16",,"0.37","11.03","0.83","0.76","1.24",,,"3.16",,"4.92",,,,,"0.17","4.69",,"-121.84","-121.84",,"-121.84",,"99.56",,,,,,,"4.17","18.19","75.44","2.46",,,"-0.7",,,,,"2.11",,,"6.66",,,,,,,,,,,"0.12",,,,,,,"4.39",,,,,,,,,,,"0.18",,,,,"-412.73","544.18",
"Iran",,"116.19","75.77","2.47","37.95","0.04","0.21","10.37","0.31","0.12","0.13",,,"9.79","62.2","0.03","0.63",,"0.04","0.31","-17.99","0.39",,"0.54",,"1.93","0.02","0",,,"0.69","1.35","0.32","1.07","3.32","13.09",,,,,,,,,,,,"0",,"0.09",,,,"0.01",,"2.37","0.01",,,,"-2.35",,,,,,,,,,,,"-2.35","21.8",,"0.21",,"0.09","0.35","0.34",,,"1","16.24","1.88",,,,,"0.55","1.14",,,,,,,"5.41",,,,,,,,"0.38","5.03",,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.81","87.48",
"Iraq",,"2287.9","1890.26","173.06","224.58","1.88","16.04","3.19","18.31","61.85","1.87","21.73","9.89","10.19","365.43","0","0.65",,"3.04","21.51","618.66","13.09","2.06","42.69","1.69","47.94","1.61","0.01","0.07","0.03","3.1","38.59","11.47","160.43","415.11","200.62",,"0.14",,,"0.25",,,"86.84",,,"0.05","0.03",,"0.08","1.58",,,"0",,"7.73","74.75",,,,"2.03",,,,,,,,,,,,"2.03","18.17",,"0.24",,"0.38",,"1.16",,,"1.5",,"2.53",,,,,"11.28","1.07",,"0.87","0.87",,"0.87",,"2.9",,,,,,,,"0.92","1.98",,,,,,,,"0.1",,,,"1.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1653.18","704.41",
"Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jamaica",,"26.85","16.6","-1.96","12.2",,"0.22","0.02","0.48","5.66",,,,"0.25","-0.92",,"0",,,,"-11.37","0.3",,"-1.12","0.24",,,,,,"0.02",,,"8.72","14.1","17.98",,,,,,,,"-1.99",,,,,,,,,,"0.03",,,,,,,"-16.45",,,,,,"0.58","0.58",,"-17.03",,,,"2.19",,"0.26",,"0.08","0.5","0.47",,,,,"0.88",,,,,,,,,,,,,"8.47",,,,,,"1.81",,"1.58","5.26",,,,"-0.27","0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.44","7.45",
"Jordan",,"2727.97","1832.33","495.39","400.25","0.25","3.18","0.31","11.54","60.78","3.42","4.46","2.24","285.1","171.11","0.04","2.39","0.18","1.9","5.87","64.53","29.86","0.55","19.74","0.16","30.09","0.04",,"0.05","0.03","2.18","7.27","15.35","235.97","873.98","246.38",,,,,"0.01","40.22",,"230.66",,,"0.01","0.03",,"0.3","0.5",,,"0.11",,"2.46","231.15",,,,"-5.76",,,,,,,,,,,,"-5.76","164.74",,"0.41","-0.87","1.38",,"0.44",,,"0.87",,"2.7",,,"154.36",,"5.02","0.42",,"48.33","48.33",,"48.33",,"-53.44",,,"-55.43",,,,,"2","0.07","0.64",,,,"-0.71",,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1697.35","754.21",
"Kazakhstan",,"62.78","3.97","29.5","29.31",,,"2.05","0","0.11","0.11",,"0.01","4.18","13.86","0","0.61",,,"0.06","-35.88","2.71","0.03","0.5",,,"0.85",,,"0","-3.65","0.08","0.09","4.7","13.53","10.36",,,,,"0.01","0.95",,"-0.75","0.01",,"0.01",,,"0.04","0.32",,,,,"18.96","7.35",,,,"1.39",,,,"1.8","1.8",,,,,,,"-0.41","4.12",,"0.34",,"0.11","0.79","0.28","0.05",,"0.41","0.49","0.87",,,,,,"0.78",,,,,,,"13.44",,,,,,,,"6.47","4.49",,,,,"0.33","2.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.57","23.41",
"Kenya",,"2188.39","1387.92","6.86","793.61","47.7","2.6","2.19","19.38","37.73","0.19","46.82","17.33","45.83","29","0.01","0.15","0.1","8.04","6.64","83.1","8.13","0.6","18.83","0.84","10.3","8.8","0.01","2.11",,"-3.72","47.1","9.53","180.58","805.72","147.27",,,,,"0.01","0.64",,"0.45",,,,"0.05",,"0.01",,,,"0.07",,"1.95","3.04",,"-67.63","-67.63","186.6","186.48",,"186.48",,,,,,,,,"0.12","44.14",,"0.5","7.14","0.41","1.36","4.95",,,"5.14",,"17.13",,,,,"5.8","1.7",,"342.84","342.84",,"342.84",,"140.38",,,,,,"1.3","30.58","5.59","105.82",,,,"0.02","-2.93",,,,"0.26",,,"41.59",,"1.19",,,"3.15",,,"0.43",,,,,,,,,,,,,,,,,,,,,"1.08",,,,,"1188.6","429.89",
"Kiribati",,"60.84","34.78","8.59","17.48",,"19.18",,,"0.16",,,,,"0",,,,,"0.54","2.85","0.84",,,"11.18",,,,,,,"0.01",,"0.02",,"2.41",,,,,,,,,,,,,,,,,"8.57","0.02",,,,,,,"4.87",,,,"4.87","4.87",,,,,,,,"1.55",,,"0.67","0.11",,,,,,,"0.22",,,,,,"0.55",,"6.77","6.77",,"6.77",,"1.88",,,,,,,"0","1.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.57","0.57",
"Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo",,"370.03","177.26","16.94","175.83","0.33",,"8.67","0.01","0.14","1.46","1.09","2.66","1.35","41.8",,"0.08",,"0.11","1.27","1.3",,"6.57","0.04",,"2.29","0.62","0.18","0.39","1.23","0.1","13.3","24.76","4.72","63.12","141.34",,,,,"0.04",,,,,,"0.03",,,,,,,,,"11.58","5.29",,,,,,,,,,,,,,,,,"4.93",,,,,,"0.39",,,"0.3","3.49","0.75",,,,,,,,"9.45","9.45",,"9.45",,"20.12",,,,"0.05",,,,"0.33","1.84",,,,,,"17.9",,,,,,,,,,,,,,,,,,,,,,,,"0.33",,,,,,,,,,,,,,,,"113.7","85.65",
"Kuwait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyrgyzstan",,"519.49","120.98","231.06","167.44","0.01","0.02","0.4",,"0.65","0.13","-0.11","2.28","0.63","25.83","0","0.04",,,,"12.34","9.32",,"0.07",,"0.48","0.03",,"0.02",,"0.02","0.04","22.4","1.36","45.03","55.92",,,,,"0.11","0.07","0.32","0.25","0.02",,"0",,,"0.02","198.81",,,"0",,"25.39","1.75",,"5.64","5.64","40.45",,,,"41.28","41.28",,,,,,,"-0.83","17.94",,"0.08","5.51","0.18","0.01","1.97",,,"0.71","1.53","1.37",,"5.58",,,,"1",,"25.9","25.9",,"25.9",,"21.59",,,,,,,"1.54","3.23","10.27",,,,"-0.11",,"6.67",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.83","30.75",
"Lao People's Democratic Republic",,"399.46","247.41","45.77","106.29","1.52","29.19","1.03","1.44","0.98","0.02",,"2.77","10.47","27.34",,"3.1",,"0.44","0.01","58.8","36.58","12.41",,"5.01","2.61",,,,,"0.02","-0.58","21.95","1.35","32.47","27.33",,,,,,,,"10.88",,,,,,,,,,"33.16",,,"1.73",,,,"12.15",,,,"12.15","12.15",,,,,,,,"12.96",,"0.12","3.31","0.25","0.07","2.53",,,"1.73",,"2.69",,,,,"1.19","1.07",,"32.35","32.35",,"32.35",,"21.51","1.19",,,,,,"4.42","5.11","12.86",,,,"-1.8","-0.27",,,,,,,"0.22",,,,,,,,,,,,,,,,,,"1.3",,,,,,,,,,,,,,,,"131.42","59.82",
"Lebanon",,"1129.34","855.93","-1.48","274.89","0.7","2.79","4.3","9.9","20.44","0.31","4.54","0.89","-0.71","306.16","0.08","0.15","0.41","3.34","20.15","22.2","1.4","0.46","52.2",,"65","0.07","0","0.2","0.13","11.08","8.29","15.99","167.39","138.77","162.09",,,,,,,,"28.31",,,"0.01","0.03",,"0.28",,,,,,"3.64","-24.56",,,,"0.75",,,,,,,,,,,,"0.75","110.15",,"0.53","-0.09","1.29",,"0.16",,,"0.65",,"2.09",,"0","102.44",,"2.56","0.53",,,,,,,"1.9",,,"0.24",,,,,"2.63",,,,,,"-0.97",,,,,,,"0.46",,,,,,,,,,,,,,,,,,,,"0.24",,,,,,,,,,,,,,"674.4","588.94",
"Lesotho",,"112.07","62.23","1.59","48.25","0.12","0.74","0.03",,"1.46",,,"0.14","-0.71","2.86",,,"0.14","0.11","0.04","0.4","0.2",,,"0.01","0.51",,,"0.02",,,"0.13","1.66","7.68","46.81","11.77",,,,,,,,"-1.79",,,,,,,,,,"0.05",,"0.03","3.54",,"-2.96","-2.96","-2","-2",,"-2",,,,,,,,,,"9.11",,"0.19","2.3","0.48","0.53","1.14",,,"0.75",,"2.42",,,,,"0.56","0.73",,"10.68","10.68",,"10.68",,"21.66",,,,,,,"1.62","4.1","16.91",,,,,"-0.96",,,,,,,"0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.54","10.3",
"Liberia",,"819.18","530.19","12.02","276.98","10.71","1.51",,"1.44","0.55",,"-0.34","0.48","0.14","44.73",,,,"3.71","0.11","26.27","1.45",,,,"20.6","0",,,,"0.03","25.62","2.21","2.11","399.56","48.57",,,,,,,,"7.58",,,,,,,,,,"0.03",,"0.22","0.27",,"38.49","38.49","21.07","19.37","0.04","19.32",,,,,,,,,"1.7","27.56",,,"3","0.34","0.61","9.87",,,"1.45",,"5",,"3.56",,,"1.06","2.67",,"118.88","118.88",,"118.88",,"22.41",,,,,,,"2.25","2.01","18.44",,"0.15",,,"-0.44",,,,"0.57",,,"1.27",,"5.72",,,,,,,,,,,,,,,,"3",,,,,,,,,,,"0.15",,,,,"473.47","78.03",
"Libya",,"179.49","100.78","44.9","33.8",,,"0.32","0.17","1.47",,"2.7","0.3","4.8","30.99","0","0.02","0.11","0.07","6.02",,"1","0.01","2.05",,"2.01","0.01",,,,"0.38","4.3","4.57","19.37","20.11","23.73",,,,,,,,,,,,"0.64",,"0.02",,,,,,"0.5","43.74",,,,"0.9",,,,,,,,,,,,"0.9","8.38",,"0.05",,"0.04",,"0.19",,,"0.55",,"0.69",,"-0.05",,,"6.55","0.36",,,,,,,"0.79",,,,,,,,"0.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.77","71.51",
"Macau (China)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
