Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Uzbekistan",,"511.05","226.86","64.54","219.65","0.37",,"0.36","0.01",,"0.12",,,"5.69","14.71","0.01","0.01",,,"0.22","166.51","26.8","0.12",,,"0.04","-0.7","0","0.01","0","-0.67","0.03","5.49","1.33","6.76","12.67",,,,,"0","1",,"5.27","0.04",,"0.01",,,"0.02","0.05",,,"0.01",,"4.26","0.09",,,,"58.35",,,,"65.08","65.08",,,,,,,"-6.73","10.72",,"1.51","1.43","0.45","0.16","2.12",,,"0.71",,"3.55",,,,,,"0.78",,"104.17","104.17",,"104.17",,"33.74",,,,,,,"11.74","3.58","18.04",,,,,"-1.72","2.11",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.36",,,,,"195.22","21.25",
"Vanuatu",,"129.13","103.18","0.97","24.98",,"40.36",,,"0.15",,,,"2.2","0.07",,,,,"0.09","27.84","0.03",,"0.12","27.28",,,,,,,"0.09","0.2","1.3","3.46","11.92",,,,,,,,"0.5",,,,,,,"0.03",,,"0.03",,"0.01","0.39",,,,"3.59",,,,"3.43","3.43",,,,,,,"0.16","1.69",,,,"0.11",,,,,,,"0.71",,,,,,"0.87",,"3.42","3.42",,"3.42",,"4.35",,,,,,,,"3.95",,"0.33","0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.11","3.87",
"Venezuela",,"43.43","31.62","0.25","11.56",,"0.08","0.28","0.01","0.28","0.01",,,"6.25","5.86","0.01","0.01",,,"0.34","0.63","0.11",,,"0.08",,"0","0.2",,,"6.19","0.04","0.02","1.35","9.86","2.06",,,,,,"0.18",,,,,,,,"0.01",,,,,,"0.06","0",,,,"0.71",,,,,,"0.71","0.71",,,,,,"5.59",,"0.3",,"0.25","0.04","0.27",,,"0.48","3.29","0.95",,,,,,,,,,,,,"3.2",,,,,,,,"3.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.58","20.57",
"Viet Nam",,"2906.07","1871.56","17.78","1016.73","10.09","54.18","2.92","15.05","19.61","0.08","11.7","12.93","41.3","181.7","0","1.76",,"11.43","1.55","1166.06","179.83","7.11","0.75","6.44","10.14","-0.43","0.03","0.04",,"-4.55","1.39","34.35","12.37","103.83","26.18",,"0.01",,,,"0.48",,"4.63",,,,,,"0.12","0.2",,,"0.83",,"0.18","0.04",,,,"271.17",,,,"271.17","271.17",,,,,,,,"35.68",,"0.48","18.56","0.93","0.68","4.64",,,"3.14",,"5.33",,,,,,"1.93",,"621.12","621.12",,"621.12",,"62.57",,,,,,,"11.35","7.79","42.42","0.74",,,"0.23","0.04",,,,,,,"7.41",,,,,,,,,,,,,,,,"0.21",,"0.6",,,,"1.87",,,,,,,,,,,,"1526.42","297.12",
"Wallis and Futuna",,"84.85","84.52",,"0.33",,"0.24",,,,,,,"84.27","0",,,,,,,,,,"0.01",,,,,,,,,,,"0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.27","84.27",
"West Bank and Gaza Strip",,"2401.66","1284.14","195.75","921.78","1.05","30.53","6.1","34.76","46.15","0.42","5.58","10.06","40.43","137.42","0.16","0.49","0.48","5.63","18.84","56.75","6.08","7.03","22.79","1.2","68.14","1.21","0","0.08","0.35","18.71","53.15","30.55","30.67","650.37","417.04",,,,,"0.14","19.43",,"86.07",,,"0.03",,,"0.49","6.78",,,,,"43.12","39.3",,,,"67.6",,,,,,,,,,,,"67.6","431.77",,"0.09","-0.08","0.99",,"1.8",,,"1.18",,"3.41",,,"423.23",,"0.32","0.83",,,,,,,"5.38",,,,,,,,,,,,,,"5.38",,,,"0.11",,,"0.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.4",,,,,"980.63","393.88",
"Yemen",,"2301.11","759.85","1403.54","137.72","1.33","0.04","0.13","2.67","17.36","0.17","6.84","5.15","1.1","129.45",,"0.24",,"4.42","1.66","37.02","1","1.11","29.66",,"13.93","0.03",,"0.01","0.03","1.01","26.63","9.57","171.19","299.44","99.33",,,,,,,,"25.76",,,,,,"0.03",,,,"0",,"8.9","994.15",,"-9.67","-9.67","5.69",,,,,,,,,,,,"5.69","33.36",,"0.35","-1.23","0.27","0.13","2.74",,,"2.49",,"7.68",,"-4.34",,,"24.05","1.22",,"-18.23","-18.23",,"-18.23",,"27.24",,,"-4.11",,,,"22.46","4.76","5.56",,,,,"-1.42",,,,,,,"0.99",,"0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"657.21","381.49",
"Zambia",,"966.46","643.44","3.36","319.67","22.01","1.3","0.03","1.53","1.31","0.9","1.63","10.98","41.91","27.44",,"0",,"12.47","1.03","38.94","0.37","0.09",,"0.5","14.34","0.01","0",,,"0.01","42.32","0.3","78.06","367.97","126.89",,,,,"0.01",,,"-0.96",,,,,,,,,,"0.01",,"0.48","0.32",,"-69.34","-69.34","32.83","32.83","0.17","32.66",,,,,,,,,,"31.74",,"0.37","7.94","0.69","1.08","3.81",,,"2.3","4.2","9.08",,,,,"0.83","1.44",,"86.34","86.34",,"86.34",,"111.19",,,,,,"0.39","18.72","5.45","86.45",,"0.06",,"-0.54","0.65",,,,,,,"20.34",,,,,"1.63",,,,,,,,,,,,,,,,,,,,,,,,"0.04",,,,,"556.66","218.41",
"Zimbabwe",,"654.25","487.63","2.1","164.53","10.47","3.23","0.19","3.48","5.67","0.08","9.64","0.62","1.71","35.64","0","0.01",,"6.97","0.17","15.05","1.94",,"4.98","0.21","10.7","0.03","0.07",,,"0.24","28.51","7.68","134.61","216.2","50.82",,,,,,,,"-0.22",,,,,,"0.02","1.5",,,"0.01",,"0.78","0",,"-86.85","-86.85","9.35","9.35","0.02","9.33",,,,,,,,,,"40.09",,"0.3","-3.44","1.51","1.2","6.6",,,"2.48","4.73","8.61",,,,,"15.57","2.53",,"-1.01","-1.01",,"-1.01",,"152.13",,,,,,,"9.53","1.96","140.64",,,,,,,,,,,,"10.07",,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"409.05","226.94",
"Africa, regional",,"2776.86","1510.62","11.33","1254.92","154.21","7.89","4.43","6.58","43.34","0.14","8.29","23.26","81.36","432.73",,"1.12",,"0.32","10","280.03","7.76","5.86","26.68","0.76","38.96","1.24","0.36",,"0.19","1.33","32.58","40.79","454.62",,"616.01",,,,,"0.52",,,,,,,"0.06",,"1.12","2.64",,,,,"6.79","0.21",,,,"458.54","458.54","2.68","455.85",,,,,,,,,,"71",,"9.83",,"10.18","3.85","6.85",,,,,,,,,,,"39.48","0.81","33.85","33.85",,"33.85",,"75.51",,,,,,,,"47.27","28.54",,,,"-0.3",,,,,"0.16",,,"154.04",,,,,,,,,,,,,,,,,,,,"0.02",,,,,,,,,,,,,,"1302.08","1091.08",
"North of Sahara, regional",,"281.43","172.51","0.16","108.76","7.4",,,,"2.66",,"1","1.79","8.39","146",,,,,"0.41",,"0.1","0.19","0.1",,"1.14",,"1.33",,,"1.21","0.87","6.17","0.7","0.47","108.04",,"0.06",,,,,,,,,,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,"0.72",,,,"0.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.39","0.04",,,"0.17",,"2.7",,,,,,,,,,,,,,,,,,"1.11",,,,,,,,,,,,,,"158.61","161.98",
"South of Sahara, regional",,"2634.98","2112.02","2.42","520.54","308.23","3.04","8.75","7.36","199.05","0.41","10.93","22.04","195.04","359.5",,,"1.52","0.61","28.42","10.35","4.19","2.17","195.15","2.34","53.26",,"0.34",,,"-0.74","76.45","88.96","208.22","634.66","399.89","0.17",,,,,,,"1.01",,,,,,,,,,,,"1.24",,,,,,,,,,,,,,,,,,"107.4",,,,"6.35","3.06","2.62",,"73.4","8.4","1.31","12.23",,,,,,,"0.03","-0.83","-0.83",,"-0.83",,"14.08",,,,,,,,,,,,,"11.17","2.91",,,"3","2.74",,,"278.39",,"6.63",,,"7.18",,,"1.73",,,,,"0.1",,,,,"0.5",,"0.9",,,,,,,,,,"5.03",,"2.02",,"1635.25","1114.64","7.06"
"America, regional",,"604.8","483.36","3.46","117.98","0.74",,"1.25","0","118.4",,,"0.31","0.01","201.66",,,,,"1.05","16.23","3.48",,"2.79",,"5.48",,"1.04",,,"12.72","1.08","8.17","7.48","102.2","35.72",,,,,"0.12",,,,,,,,,,,,,,,"3.34",,,,,,,,,,,,,,,,,,"50.67",,,,"9.26",,"1.64",,,,,"4.04",,,,,,"35.73","0.01",,,,,,"31.6",,,,,,,,"29.13","2.47",,,,,,,,,"0.32",,,"0.05",,,,,,,,,,,,,"0.37",,,,,,,,,,,,,,,,,,,,,"447.04","229.4",
"Caribbean & Central America, regional",,"425.31","320.65","2.79","101.87","4.78",,"0.85",,"6.24",,"2.04","2.38","0.93","24.51",,,,"1.44","0.12",,,"1.56","0.17","0.07","2.57",,"0.13",,,"19.79","3.46","6.6","33.16","214.62","30.62",,,,,,,,,,,,,,,,,"2.77",,,,"0.02",,,,"52.22",,,,,,"52.22","52.22",,,,,,"12.7",,,,"5.06",,"0",,"1.2","5.9",,,,,,,,,"0.54",,,,,,"6.33",,,,,,"0.27",,,,,,,"6.05",,,,,"0.09",,,"4.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"279.58","90.55",
"South America, regional",,"333.53","237.26","0.16","96.11","25.35","0.31","0.11","0.22","17.48",,,"3.79","87.44","88.28",,,,"0.16","0.94",,,"0.05","0.29","0.3","0.1",,"0.01",,,"3.46","4.26","15.48",,"14.58","70.39",,,,,,,,,,,,,,,,,,,,"0.16",,,,,"9.42",,,,,,"9.42","9.42",,,,,,"13.57",,"7.14",,"3.06","3.28",,,"0.09",,,,,,,,,,,,,,,,"2.72",,,,,,,,,"2.49",,,,,"0.24",,,"0.51",,,,"8.19",,,,,,,,,,,,,,,,,,,,,,"0.26",,,,,,,,"16.39",,,,"208.72","189.01","16.39"
"Asia, regional",,"895.53","718.8","1.51","175.21","43.66","36.62","0.89","0.04","170.16",,"3.41","5.56","3.28","184.44","0.1",,,,"0.05","74.91","29.04","0.03","7.72","4.97","14.09",,"0.02",,,"0.04","28.32","29.65","92.69","32.8","48.47",,,,,,,"1.13",,,,,,,,,,,"0.24",,"0.14",,,,,"66.99",,,,"66.99","66.99",,,,,,,,"35.42",,"7.91",,"5.02","3.63","4.22",,"4.56","9.14",,,,,,,,,"0.95",,,,,,"24.33",,,,,,,,"24.01",,,,,,"0.33",,,,,,,"41.84",,,,,,,,,,,,,,,,"0.79",,"0.4",,,,"0.63",,,,,,,,,,,,"558.31","326.57",
"Far East Asia, regional",,"236.9","176.87","0.89","59.14","11.05","5.79","0.39","0.01","4.09",,"1.39","0.42",,"16.13",,,,,,"5.15",,"1","0.22","5.24",,,,,,"0",,"15.36",,"121.68","14.75",,"0.02",,,,,,,,,,,,,,,,,,"0.87",,,,,,,,,,,,,,,,,,"22.87",,,,"2.32",,"0",,,,,"2.37",,,,,,"18.18",,"1.74","1.74",,"1.74",,"19.78",,,,,,,,,"19.78",,,,,,,,"0.17","1.33",,,"9.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147.04","19.56",
"Central Asia, regional",,"125.57","88.49","1.13","35.95",,,"1.77",,"0.13",,,"0.13","0.14","38.64",,,,,"0.11","3.34","1.64",,"0.03",,"0.74",,,,,"2.22","1.8","6",,"31.81","32.2","0.25",,,,,,"0.57",,"0.04",,"0.03",,,,,,,,,"0.24",,,,,,,,,,,,,,,,,,"0.13",,,,"0.13",,,,,,,,,,,,,,,"1.96","1.96",,"1.96",,"1.67",,,,,,,,"1.63",,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.16","44.83",
"South Asia, regional",,"242.11","188.6",,"53.51","2.46",,"0.47","0.27","2.59",,,"0.95","0.09","14.07",,,,"0.04",,"0.88",,"0.02","1.84","0.22","2.4",,,,,"0.06","2.97","1.72","78.45","81.57","14.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.29",,,,"0",,,,,,,"2.61",,,,,,"22.68",,,,,,,"13.33",,,,,,,,,"4.79",,,,"8.25","0.28",,,,,,,,,,,,,,,,,,,,,,,"1.66",,"0.8",,,,,,,,,,,,,,,,"177.65","99.21",
"South & Central Asia, regional",,"108.72","19.98","74.11","14.63","27.38","4.72","0.66",,"0.94",,"0.01","1.99",,,,,,,,,"0.28",,,,"1.64",,,,,,,"4.02",,"5.73","8.6",,,,,,,,,,,,,,"0.05",,,,,,"74.06",,,,,,,,,,,,,,,,,,"5.33",,,,"5.33",,,,,"0",,,,,,,,,,,,,,,"0.7",,,,,,,,"0.7",,,,,,,,,,,,,"27.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.67","2.66",
"Europe, regional",,"901.44","357.55","104.72","439.17","6.1","0.13","17","0.45","32.74","2.75","1.07","1.95","1.86","78.59","0.1","0.01","0.02","0.3","2.84","2.1",,"0.21","13.81",,"14.42","0.24","0.02","0.69","0.19","7.06","36.13","13.97","22.37","106.53","383.76",,"0.33",,,"0.6",,,,,,"1.94",,,"0.16",,,,,,"101.68",,,,,,,,,,,,,,,,,,"48.06",,"5.26",,"3.34","2.79","2.4","13.84",,,"1.24",,,,,,,"18.81","0.39",,,,,,"7.35",,,,,,,,"5.1","2.24",,,,,,,,,,,,"3.72",,,,,,,,,,,,,,,,,,,,"1.11",,"1.27",,,,,,,,,,,,"247.03","187.64",
"Middle East, regional",,"667.38","552.18","24.11","91.09","15.3","11.04","11.06",,"24.14","3.2","42.99","9.47","6.48","93.5","0.01",,,"0.75","23.3","130.57","1.64","0.55","18.85",,"48",,,,,"3.39","61.15","7.77","49.45","4.88","39.66",,,,,"0.34",,,,,,,"0",,"0.03",,,,,,"23.73",,,,,,,,,,,,,,,,,,"47.07",,,,"4.95","1.43","2.1",,,"4.26","0.03","5.16",,,,,,"28.68","0.47",,,,,,"4.36",,,,,,,,,"4.06",,,,,"0.3",,,"3.39",,,,"11.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"332.32","324.15",
"Oceania, regional",,"239.29","199.6","3.6","36.09","0.6","95.15","0.34",,"1.05",,,"1.36","8.79","10.79",,,,,,"4.94","1",,,"64.91",,,,,,"0.01",,"0.03","4.98","6.24","16.79",,,,,,,,,,,,,,,"3.24",,,,,"0.36",,,,,,,,,,,,,,,,,,"12.47",,,,"7.26",,,,,,,"5.2",,,,,,,,"1.5","1.5",,"1.5",,"5.34",,,,,,,,,"5.34",,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.1",,,,,"36.79","26.27",
"Eastern Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southern Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caribbean, regional",,"218.75","186.11",,"32.64","0.44","0",,,"26.86",,,,,,,,,,,,,,,"1.07","0.02",,,,,,,,"82.81","75.34","31.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.03","0.03",,"0.03",,"1.52",,,,,,,,,"1.52",,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,"0.11",,,,,,,,,"0.23",,,,,"185.02","82.81",
"Central America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melanesia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Polynesia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Developing countries, unspecified",,"43264.59","38827.69","978.44","3458.46","1904.37","626.41","670.17","683.09","481.17","22.54","906.1","250.25","1411.49","8985.02","148.25","11.16","25.97","105.96","1786.75","1966.44","236.21","56.08","2028.24","46.1","1862.73","9.29","15.11","15.21","11.78","192.11","1812.17","1212.58","3951.02","9298.3","1150.15","3.72","8.47","3.47",,"6.36","106.95","12.04","2.55","1.23","18.86","4.69","7.74",,"1.55","14.03","156.98","284.46","0.91",,"198.1","146.35",,,,"696",,,,,,"696","696",,,,,,"1339.59",,"5.43",,"114.58","116.19","42.02",,,"27.06","219.21","568.78",,,,,"27.17","209.4","9.74",,,,,,"272.71",,,"10.05","0.5",,,"87.56","125.62",,"8.12",,,"0.92","2.88","37.05",,"3.98","2.63",,,"1635.04",,,,,"9.47",,,,,,"9.35",,"9.99",,,"8.46",,"9.76",,"4.5",,"2.11","0.35",,,,,,"1.13","189.49",,"18.1",,"27880.19","23071.77","207.59"
"Af. D B",,"263.77","260.52","3.25",,,,"1.87","2.69","2.19",,"0.13","2.05","15.75","22.93",,,,,"10.29","29.48","8","1.34","91.07",,"5.59",,"1.01",,,,"7.31","16.07","8.63","34.12",,,,,,,,,,,,,,,,,"0.95",,,,"2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123.38","165.06",
"African Dev. Fund",,"1568.4","1564.06","4.34",,,,"42.36","38.83","77.79",,"59.87","24.83","160.91","186.75",,,,,"56.92","133.13","30.19","2.25",,,"70.07",,"10.11",,,"47.3","87.7","71.11","288.3","175.67",,,,,,,,,"4.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1079.47","1006.12",
"AsDB Special Funds",,"921.59","919.4","2.2",,,"116.75","8.85","6.85","35.98",,,"5.81","25.57","39.76",,,,"5.53","25.36","360.93","40.98","1.92",,,"7.62",,"0.21",,,"52.65",,"12.18","67.48","104.98",,,,,,,"0.52",,,,,,,,,,,,"1.08",,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"660.06","239.97",
"Asian Dev. Bank",,"54.92","52.13","2.79",,,"20.59",,,,,"-0.04",,,,,,,"1.07",,,"14.5","1.07",,"9.33",,,,,,,,,,"5.61",,"0.38",,,,,,,,,,,,,,,,,"1.56",,"0.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.61","2.1",
"CABEI",,"-1.14","-1.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1.14",,
"Caribbean Dev. Bank",,"34.59","34.59",,,,,,,"12.6",,,,,"5.42",,,,,"4.81",,,,,,,,,,,,,,"12.63","-0.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.59","22.87",
"EC",,"9997.86","9768.21","229.66",,,,"238.56","451.59",,"130.98","184.62","157.65","1679.43","1919.12","130.02","0.01",,"162.88","1261.37",,,"35.22","364.78",,,"329.47","135.98","58.72","32.55","863.77","240.68",,"1390.82",,,,"34.61",,,"17.56",,,,"19.41",,"31.14","7.22",,"119.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6250.74","9768.21",
"EDF",,"3942.25","3903.73","38.53",,,,"92.22","101.3",,"25.84","77.53","58.37","778.28","816.1","61.42","39.94",,"37.2","511.95",,,,"193.08",,,"71.92","44.93","11.62","8.82","278.67","56.73",,"637.82",,,,"5.58",,,"2.77",,,,"3.42",,"6.3","1.66",,"18.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2744.16","3903.73",
"EIB",,"-7.39","-7.79","0.4",,,,,"3.9",,,"-19.13",,,,,"1.52",,"1.51",,,,"0.89",,,,,"3.23",,"0.3",,,,,,,,,,,"0.33",,,,"0.01",,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7.79",
"IBRD",,"430.25","367.78","62.47",,,"9.31",,"9.51",,"2.04","0.45",,,,,"3.3","0.87","2.92","22.77","20","43.59","0.44",,,,"26.14",,,"0.63",,"5.84",,,"219.96",,"0.25","10.81",,,"0.65","2.12",,,"0.67",,"2.62",,,"10.48","31.5",,,"3.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"262.73","74.05",
"IDA",,"8054.09","7938.14","115.95",,,"202.3","152.88","11.4","333.19","4.77","98.51","38.24","382.51","592.69",,"2.51","4.19","25.98","205.13","1539.36","135.55","18.45","573.18","12.04","116.54","3.07",,,"2.82","292.88","306.63","254.71","1431.48","1197.13",,,,,,"1.34",,,"22.39","1.26",,"0.91",,,"0.04","50.4","33.87",,"0.5",,"5.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5681.49","4143.13",
"IDA-MDRI",,"382.28","382.28",,,,,,"12","38.63","0.38","13.76","8.55","48.69",,,,"0.39",,"8.65","72.21","8.41",,,,,"0.23","1.91","0.09","0.24",,"20.65","33.64","113.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282.01","228.99",
