Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Solomon Islands","","327.88","299.45","-0.43","28.85",,"252.02",,,"0.41",,,"0.08","0.54",,,,,"0.16",,"24.33","0.3",,,"21.16","0.01",,,,,,,,"0.19","0.25","5.96",,,,,,"0.02",,"-0.46",,,,,,,,,,"0.01",,,,,"9.85","9.85",,,,,,,,,,,,,,"2.8",,,"-0.1",,,"1.92",,,,,,,,,,,"0.98",,"4.32","4.32",,"4.32",,"5.93","5.11",,,,,,"0.15","0.3","0.44",,,,,"-0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.72","0.97",
"Somalia","","1098.98","758.46","110.27","230.25","1.63","63.08","1.54","7.46","24.05","0.28","37.11","10.41","2.93","34.01","0.01",,"0.26","11.22","18.58","51.97","0.1","1.39","27.89","2.55","84.2","0.49",,,"0.01","16.05","63.51","22.42","152.14","124.8","155.68",,,,"0.07","0.17","0.15",,"0.08",,,,,,,"2",,,,,"93.39","14.41",,,,"2.2",,,,,,,,,,,,"2.2","52.16",,,,,"0.11","4.59",,,"2.09",,"11.19",,"2.05",,,"30.91","1.22",,,,,,,"20.21",,,,,,,"2.79",,"17.07",,,,,"0.35",,,,,,,"1.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"408.48","385.03",
"South Africa","","1396.97","1026.42","0.94","369.6","9.83","5.03","0.92","17.19","11.77","0.02","10.9","5.88","143.92","105.29","0.75","0.02",,"8.67","9.03","8.39","0.56","0.38","32.54","0.57","38.17","0.03","0.07",,"0.02","0.36","15.57","7.8","46.61","555.96","322.64",,,,,,"0.27",,,,,,,,"0.11",,,,,,"0.18","0.38",,,,,,,,,,,,,,,,,"19.72",,"0.22",,,"2.96","0.59",,,"1.62","11.26","1.23",,,,,"0.6","1.24",,,,,,,"27.24",,,,,,,,"8.23","19.01",,,,,,,,,,,,"9.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"880.97","398.17",
"South Sudan","","435.83","390.42","0.72","44.69",,"2.65","0.2","6.82","48.95",,"35.76","2.36","0.26","17.37",,,,"6.53","0.18","25.56","0.03",,"24.4","0.79","60.27",,,"0.72",,,"10.01","8.22","83","56.34",,,,,"0.07","0.11","0.24",,,,,,,,,,,,,,"0.09","0.21",,,,,,,,,,,,,,,,,"9.55",,,,,"0.02","3.98",,,,,"5.42",,"0.13",,,,,,,,,,,"35.14",,,,,,,"-0.01",,"35.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.66","187.61",
"Sri Lanka","","612.64","386.51","7.56","218.57","1.63","58.22","1.14","0.73","11.72","0.26","1.29","2.92","11.54","1.89","0.01","0.05",,"0.18","2.16","171.8","43.36","0.41","1.32","1.11","25.79","0.01",,,"0.01","-0.61","12.95","10.78","4.22","23.25","46.92",,,,,,"0.15",,"2.1",,,"0.04",,,,"4.12",,,"0.15",,"0.13","0.86",,"-12.12","-12.12",,,,,,,,,,,,,,"31.29",,"0.24","14.33",,"0.59","3.06",,,"2.83",,"1.06",,"1.21",,,"5.73","2.24",,"135.53","135.53",,"135.53",,"16.95",,,,,,,"3.7","3.8","9.29",,,,"-0.61","0.77",,,,,,,"1.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"226.58","40.48",
"States Ex-Yugoslavia unspecified","","16.51","15.08","0.02","1.41",,,"0.91",,,"0.08",,,"0.02",,,,,"0.12","11.35",,,"0",,,"0.52",,"0.85",,"1.23",,,,,,"1.41",,,,,"0.01",,,,,,"0.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.37","14.56",
"Sudan","","1742.4","1314.91","23.59","403.9","0.58","31.13","0.37","7.83","52.34","0.25","7.59","9.65","8.48","29.6","0.93","0.01","0.06","6.53","17.82","97.26","0.89","3.08","45.38",,"46.96","0.01","0.01",,"0.1","31.79","86.79","14.85","157.34","657.86","162.86",,,,"0.03",,,,"5.45",,,,,,"0.03",,,,"0.02",,"21.33","-3.27",,,,"8.15","1.95",,"1.95",,,,,,,,,"6.2","37.48",,"0.39","10.77",,"1.11","4.59",,,"4.63",,"3.99",,"9.37",,,"-0.69","3.32",,"-0.1","-0.1",,"-0.1",,"195.51",,,"108.47",,,,"26.63","2.19","47.95",,,,,"10.27",,,,,,,"0.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1020.7","413.56",
"Suriname","","76.33","66.58","0.01","9.74",,"0.89",,"2.21","1.2",,,"0.02","14.17","0.04",,,,,,"0.03","0.01",,"47.67",,,,,,,,,,,"0.34","7.56",,,,,,"0.01",,,,,,,,,,,,,,,,,,,"-0.16",,,,,,,,,,,,"-0.16","0.22",,,,,,"0.22",,,,,,,,,,,,,,,,,,"2.12",,,,,,,,"0.32","1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.78","64.11",
"Syrian Arab Republic","","335.52","78.38","136.61","120.53",,"5.21","0.47","0.02","1.01","0.35","2.43","1.21","22.2","45.38","2.76","0.03",,"0.09","-1.02","-33.55","0.02",,"0.04",,"1.18","0.07",,,,"3.81","4.52","4.07","2.03","16.05","31.09",,,,,,,,"-42.92",,,,,,"0.41",,,,,,"162.03","17.09",,,,"-0.28",,,,,,,,,,,,"-0.28","71.31",,"0.47","2.9",,,"1.69",,,"1.89",,"0.95",,,"50.9",,"11.5","1.01",,"-0.88","-0.88",,"-0.88",,"19.29",,,"11.23",,,,,"0.29","0.51",,,,,"7.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.1","84.39",
"Tajikistan","","282.13","153.04","11.89","117.2",,"0.13","0.12",,"0.67","0.04","2.56","0.86","0.19","39.69","0.01","0.02",,,"0.27","35.59","0.74","0.57","0.6",,"5.26","0.13",,,,"0.07","0.24","14.53","16.5","34.25","18.98",,,,,,"0.19",,"-1.32",,,"0.01",,,"0.01","6",,,"0.02",,"6.93","0.05",,"20.6","20.6","13.23",,,,,,,,,,,,"13.23","10.92",,"0.34","0.48",,"0.25","4.2",,,"0.87",,"2.22",,,,,"2.03","0.53",,"26.9","26.9",,"26.9",,"26.56",,,,,,,"0.54","2.27","15.29",,,,,"1.12","7.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.16","61.87",
"Tanzania","","2441.83","1659.55","7.44","774.84","38.31","13.58","1.52","25.68","94.68","0.02","126.16","54.54","19.96","93.51","0.03",,,"49.45","6.72","120.06","20.94","0.02","66.82","0.72","114.26","0.17",,,,"5.45","125.15","28.94","158.92","532.25","140.48",,,,,,"0.12",,"-2.15",,,,,,,"0.63",,,"0.01",,"0.31","8.51",,"-2.21","-2.21","160.44","160.44","0.93","159.51",,,,,,,,,,"64.91",,"0.79","20.08",,"0.98","6.54",,,"4.31","9.15","20.1",,,,,"1.61","1.35",,"258.33","258.33",,"258.33",,"152.89","2.79","4.67",,,,,"9.98","5.5","129.33",,,,"-0.77","1.39",,,,,,,"38.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1026.1","734.12",
"Thailand","","-134.12","-183.06","0.34","48.6","3.15","10.33","0.92","0.62","2.15","0.14","0.04","0.96","-12.61","-48.91","0.09","0.01",,"0.4","0.81","-167.64","4.47","0.67","0.09","0.12","1.68","0.01","0.1",,,"1.15","9.62","3.29","-7.62","16.05","23.07",,,,,,"0.26",,,,,,,,"0.04",,,,,,"0.04",,,,,,,,,,,,,,,,,,"17.11",,"0.39",,,"1.09","1",,,"1.87","8.43","0.87",,,,,"0.47","2.99",,"-55.74","-55.74",,"-55.74",,"64.16",,,,,,,,"5.06","58.8",,,"0.3",,,,,,,,,"3.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-217.77","-53.51",
"Timor-Leste","","275.72","243.08","0.28","32.36","0.03","103.87","0.02",,"1.3",,,"0.67","0.17","8.02",,,,"4.78","0.01","26.86","7.02",,,"7.93","8.17",,"27.65",,,"5.69","4.7",,"0.07","36.15","18.25",,,,,,"0.01",,,,,,,,,,,,"0.27",,,,,,,,,,,,,,,,,,,,"8.56",,,,,,"1.76",,,"2.74","0.4","1.05",,"0.01",,,"1.41","1.19",,"1.67","1.67",,"1.67",,"3.88",,,,,,,"0.26",,"3.62",,,,,,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72.58","51.78",
"Togo","","542.38","327.44","0.37","214.57","0.44","0.74","31.5","88.01","1.41",,"0.99","0.32","36.78","33.73","0.02",,,"0.13","0.94","9.27","0.2","0.9",,,"0.26",,,,,"26.5","14.23","75.95","1.92","3.64","45.77",,,,,,"0.02",,,,,,,,"0.01",,,,,,"0.06","0.28",,"13.89","13.89","49.78","35.77",,"35.77",,,,,,,,,"14.01","8.01",,,"-3.7",,"0.38","4.58",,,"1.34",,"4.59",,,,,"0","0.82",,"55.86","55.86",,"55.86",,"41.26",,"5.39",,,,,"4.3","0.62","30.95",,,,,,,,,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.69","235.97",
"Tokelau","","20.04","19.91",,"0.13",,"2.14",,,,,,,,,,,,,,,,,,"17.77",,,,,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.06",,,,,,"0.01",,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tonga","","88.56","66.65","0.05","21.86",,"31.36",,,"0.12",,,,,,,,,,,"18.7","0.53",,,"14.7",,,,,,,,,"0.03","1.21","8.99",,,,,,"0.01",,,,,,,,,,,,,,"0.04",,,,,,,,,,,,,,,,,,"0.61",,,"-0.19",,,"0.19",,,,,,,,,,,"0.61",,"12.26","12.26",,"12.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.06","0.03",
"Trinidad and Tobago","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunisia","","925.23","491.89","16.85","416.49",,"0.64","0.44","6.77","1.06","0.08","0.81","2.04","304.36","31.13","0.13",,,"0.08","2.94","25.87","2.21","0.13","0.78",,,"0.06","0.01",,"0.01","82.86","7.76","10.96","6","4.76","442.29",,,,,,,,"7.37",,,,,,"0.13","0.87",,,,,"0.61","7.87",,,,"0.26","1.27","1.27",,,,,,,,,,"-1.01","5.31",,"0.18",,,"0.27","1.12",,,"0.94",,"1.32",,,,,"0.53","0.95",,"-2.11","-2.11",,"-2.11",,"-29.26",,,"-36.49",,,,,"6.5","1.47",,,"0.08","-0.17","-0.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376.12","446.39",
"Turkey","","3288.27","399.36","-7.49","2896.4",,"0.2","31.64","-4.68","-2.04","0.64","0.83","1","244.6","58.65","3.28","0.37",,,"-3.8","27.79","1.04","0.28","-0.09","0.2","2.17","0.43","0.06",,"0.22","4.82","14.25","0.57","5.51","11.42","2789.41",,,,,"0.14","3.06",,"-9.92","0.13",,"0.02",,,"0.22",,,,,,,"-1.14",,,,"98.68",,,,,,,,,,"97.33",,"1.35","12.35",,,,,,"0.54",,,"0.96","8.69","1.18",,,,,,"0.98",,"-5.88","-5.88",,"-5.88",,"1.84",,,,,,,,"3.05",,,,,,"-1.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"342.13","358.01",
"Turkmenistan","","40.82","12.16","13.99","14.67",,,"0.06",,,"0.02","0.03",,"0.16","1.59","0.01",,,,,"-1.47","0.69",,,,"0.58","0.14",,,,,"0.06",,"0.15","10.14","4.31",,,,,,"0.15",,"-0.05",,,,,,"0.26",,,,,,"13.56","0.07",,,,"-0.33",,,,,,,,,,,,"-0.33","2.7",,,,,"0.04","0.45",,,"0.69",,"1.2",,,,,,"0.32",,,,,,,"7.99","2.04",,,,,,,"0.68","4.42",,,,,"-0.75","1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.57","2.22",
"Turks and Caicos Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuvalu","","37.25","28.47","3.15","5.63",,"9.59",,,"0.48",,,,,,,,,,,"14.21","0.19",,,"3.9",,,,,,,,,"0.05","0.05","4.67",,,,,,,,,,,,,,,"3",,,,,"0.15",,,,,,,,,,,,,,,,,,"0.36",,,,,,"0.25",,,,,,,,,,,"0.11",,,,,,,"0.6",,,,,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.79","0.05",
"Uganda","","1572.92","989.81","2.28","580.83","38.75","11.09","13.07","14.16","6.4","0.02","68.18","4.89","0.6","61.88","0.2",,"3.32","59.48","9.29","58","2.41","0.79","14.86",,"80.97","0.19",,,"0.12","2.32","41.16","1.4","142.98","392.03","171.76",,,,,,"0.55",,"0.69",,,,,,,,,,"0.02",,"0.72","0.3",,"-1.58","-1.58","139.25","138.95",,"138.95",,,,,,,,,"0.3","57.31",,"0.28","12.49",,"1","3.64",,,"6.22",,"22.86",,"6.83",,,"2.7","1.29",,"171.36","171.36",,"171.36",,"42.74",,"-0.42",,,,,"12.54","2.16","26.02",,,,"3.3","-0.86",,,,,,,"38.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"671.18","434.19",
"Ukraine","","777.93","471.11","15.53","291.29","5.4",,"14.2","0.1","26.79","3.03","9.55","1.67","36.12","79.84","3.68","3.62",,"0.1","0.32","112.13","1.36",,"0.03",,"8.22","12.04","0.01","0.49","0.02","0.32","40.27","11.6","1.33","104.27","223.91",,,,,"0.35","7.82",,,"0.02",,"0.24",,,"1.09",,,,,,"6.01",,,,,,,,,,,,,,,,,,"9.72",,"0.98",,,"1","1.53",,,"0.63","3.97","1.07",,,,,,"0.54",,,,,,,"57.66",,,,,,,,"4.38","50.18",,,,,"0.1","3",,,,,,"5.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360.8","206.74",
"United Arab Emirates","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uruguay","","18.23","1.1","0.89","16.24",,"0.03",,"0.05","0.54","0",,"0.05","0.1","-9.02","0.08","0.07",,,"0.89","0.56","0.29","0.04",,"0.08","0.03",,"0.09",,,"5.55","0.13","0.02","0.1","1.42","9.93",,,,,,"0.84",,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,"2.41",,"0.09",,,"0.05","0.64",,,"0.78",,"0.85",,,,,,,,,,,,,"3.9","3.08",,,,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5.41","-1.87",
"Uzbekistan","","143.78","50.73","13.65","79.4",,,"0.53",,,"0.46","0.09","0.02","1.93","16.39","0.35","0.01",,,"0.03","-1.79","21.99","0.28",,,"0.29","-1.23",,,,"1.27","0.83","2.18","0.84","6.26","5.83",,,,,,"0.81",,"6.1","0.02",,"0.03",,,"0.01",,,,"0.02",,"6.56","0.1",,,,,,,,,,,,,,,,,"12.52",,"0.58",,,"0.53","5.74",,,"1.06",,"4.02",,,,,,"0.59",,"36.42","36.42",,"36.42",,"24.64",,,,,,,"5.89","1.73","12.04",,,,,"2.58","2.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.66","21.8",
"Vanuatu","","92.89","89.79","0.05","3.05",,"61.78",,,"1.64",,,,"2.16",,,,,,,"7.39","0.07","0.03",,"13.57",,,,,,"0.04",,,"0.11","3","1.87",,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25",,,,,,"0.15",,,,,,,,,,,"1.1",,"-0.59","-0.59",,"-0.59",,"0.52",,,,,,,,"0.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.3","2.34",
"Venezuela","","48.99","32.19","0.35","16.45","0.33","0.09","0.3","0.18","0.39","0.01",,"0.5","7.47","7.94","0.09",,,,"1.26","4.06","0.16",,,,"0.15","0.02","0.09",,,"0.46",,"0.01","0.78","8.23","6.04",,,,,,"0.15",,,,,,,,"0.01",,,,"0.01",,"0.17","0.01",,,,,,,,,,,,,,,,,"6.66",,"0.18",,,"0.41","0.48",,,"1.22","2.95","1.42",,,,,,,,,,,,,"3.75",,,,,,,,"3.75",,,,,,,,,,,,,"0.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","19.1",
"Viet Nam","","3332","2084.35","8.19","1239.46","4.66","137.26","7.31","22.98","32.65","1.66","62.12","23.17","220.45","123.86","0.05","0.28",,"16.47","3.98","1031.01","139.49","8.77","18.48","6.72","43.12","4.5","0.03",,,"10.47","15.66","30.57","35","88.29","147.45",,,,,,"0.22",,"6.86",,,,,,"0.21",,,,"0.75",,"0.03","0.12",,"-32.68","-32.68",,,,,,,,,,,,,,"47.03",,"0.65","23.72",,"0.86","9.32",,,"4.32","0.24","4.27",,,,,,"3.65",,"987.67","987.67",,"987.67",,"89.99",,,,,,,"17.46","8.3","54.26",,,"0.37","4.58","5.02",,,,,,,"4.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1535.24","575.24",
"Wallis and Futuna","","130.12","122.56",,"7.56",,"0.05",,,,,,,"122.45",,,,,,,,,,,"0.06",,,,,,,,,,,"7.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122.45","122.45",
"West Bank and Gaza Strip","","2434.74","1555.34","81.8","797.6",,"38.5","5.63","30.01","77.71","1.76","21.1","16.18","63.33","124.06","5.35","0.22","0.8","11.68","9.49","75.11","3.22","9.83","53.79","2.08","112.12","0.53","0.02",,"0.2","63.12","64.27","26.58","121.11","617.54","397.96",,,,"0.02","0.14","25.37",,"8.81",,,"0.1",,,"0.16",,,,,,"25.92","21.29",,,,"18.92",,,,,,,,,,,,"18.92","366.09",,"0.39","0.81",,,"3.03",,,"2.1",,"4.27",,,"346.19",,"8.74","0.56",,,,,,,"14.63",,,"4.5",,,,,,"0.28",,,,,"9.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1088.35","601.68",
"Yemen","","477.55","312.65","72.67","92.23",,"5.17","0.25",,"5.58","0.31","3.02","4.32","4.55","100.81","0.05","0.12","0.02","0.28","1.34","12.81","1.16","0.42","10.66",,"1.51","0.01",,,,"2.12","14.49","7.07","62.61","73.97","53",,,,,"0.07",,,"2.72",,,,,,"0.03","1",,,,,"0.45","68.4",,"-24.87","-24.87","17.56",,,,,,,,,,,,"17.56","45.61",,"0.65","1.98",,,"5.98",,,"2.58","5.84","7.39",,,,,"19.34","1.85",,"-22.73","-22.73",,"-22.73",,"23.66",,,"-0.53",,,,"23.79","0.8","1.82",,,,,"-2.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"261.67","205.36",
"Zambia","","1033.47","701.31","5.48","326.68","15.32","9.09","0.03","1.6","7.53","1.03","41.79","18.81","0.82","39.56","0.04","0.01",,"28.75","0.83","46.46","0.17",,"21.88","1.84","79.13","0.33",,,,"0.06","33.22","0.62","92.59","275.12","81.23",,"6.4",,,"0.03","0.03",,"-1.05",,,,,,"0.06",,,,,,"0.01",,,"23.83","23.83","4.12","4.12","1.08","3.04",,,,,,,,,,"35.31",,"0.34","3.03",,"1.37","4",,,"2.86","8.34","8.46",,,,,"5.41","1.5",,"72.1","72.1",,"72.1",,"110.09",,"-0.41",,,,,"7.86","1.59","103.15",,,,"-0.11","-1.99",,,,,,,"15.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"462.91","281.35",
"Zimbabwe","","722.58","547.02","0.07","175.49","6.92","47.55","0.62","1.5","13.8","0.27","29.56","2.85","1.82","58.5","0.26",,,"10.06","1.17","18.37","0.79",,"14.41","0.67","22.56",,"0.06",,,"5.31","38.58","13.95","77.52","186.84","85.79",,,,"0.02",,"0.03",,,,,,,,"0.01",,,,,,"0.01",,,,,"0","0","0",,,,,,,,,,,"28.13",,"0.57",,,"1.34","6.85",,,"3.68","3.43","6.09",,,,,"4.85","1.32",,,,,,,"61.57",,"0.09",,,,,"0.32",,"61.16",,,,,,,,,,,,"6.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358.02","242.49",
"Africa, regional","","1998.52","1264.7","14.73","719.09","104.97","40.48","4.51","8.93","127.91","0.19","121.68","45.68","114.54","229.85","0.64",,,"2.28","6.2","143.9","9.71","7.37","32.38",,"107.01",,"0.27",,,"16.89","70.23","28.39","145.66",,"350.95",,,,,,,,,,,,,,,"0.2","14.5",,,,,"0.03",,,,"274.19","274.19","1.36","272.83",,,,,,,,,,"56.15",,"8.45",,,,"0.81",,,"0",,,,,,,,"46.89",,"32.8","32.8",,"32.8",,"4.99",,,,,,,,"5.75",,,,,"-0.76",,,,,,,,"104.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"768.06","807.3",
"North of Sahara, regional","","463.27","312.71","0.01","150.55","0.6",,"0.15","0.27","3.76","0.01","3.5","2.57","24.35","80",,,,"0.21","0.39","1.25",,,,,"5.88","0.16","0.08",,,"147.46","3.97","17.25","21.44","0.01","140.54",,,,,,,,,,,,,,,,,,,,"0.01",,,,,,,,,,,,,,,,,,"10.01",,,,,"7.22",,,,"2.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.2","284.56",
"South of Sahara, regional","","2613.15","1917.23","83.55","612.37","262.31","21.29","13.92","30.01","375.87",,"36.68","39.5","272.8","163.61",,,"0.84","2.27","1.08","2.61","18.62","8.48","151.14","3.23","46.64",,"3.75",,,"15.95","137.76","68.79","95.07","407.32","488.83",,,,,,,,,,,,,,,"8.2",,,,,"75.35",,,,,"17.51",,,,,,,,,,,,"17.51","18.49",,,,,"5.41",,,,"9.94",,"3.14",,,,,,,,"39.91","39.91",,"39.91",,"47.63",,"2",,,,,,"36.84","2.08",,,,,"6.71",,,,,,,"262.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1318.36","972.02",
"America, regional","","719.5","615.62","0.3","103.58",,,"2.04","0.69","134.5",,"3.04","4.25","0.33","139.74",,,,,"2.73","12.75",,,"4.07","0.02","9.98",,"0.9",,,"170.87","8.07","11.9","0.14","109.6","50.48",,,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,"45.94",,,,,,,,,"6.21",,"0.85",,,,,,"38.88",,,,,,,"7.16",,,,,,,,"7.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"399.79","336.87",
"Caribbean & Central America, regional","","369.13","304.02","2","63.11","0.82","0.9","3.92","1.39","7.61","0.01","12.15","6.35","29.76","122.41",,,,"0.08","0.15","0.01","0.19","1.39","0.51","0.31","33.36",,,,,"23.11","8.75","17.11","5.57","28.98","47.63",,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,"1.61",,,,,,,,,"1.61",,,,,,,,,,"-0.01","-0.01",,"-0.01",,"13.88",,,,,,,,"10.99","2.02",,,,"0.7","0.17",,,,,,,"0.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"194.49","215.55",
