Recipient,"FakeColumn","Official Donors, Total","DAC Countries, Total","Non-DAC Countries, Total","Multilateral Agencies, Total","Private Donors, Total","Australia","Austria","Belgium","Canada","Czech Republic","Denmark","Finland","France","Germany","Greece","Hungary","Iceland","Ireland","Italy","Japan","Korea","Luxembourg","Netherlands","New Zealand","Norway","Poland","Portugal","Slovak Republic","Slovenia","Spain","Sweden","Switzerland","United Kingdom","United States","EU Institutions","Azerbaijan","Bulgaria","Croatia","Cyprus","Estonia","Israel","Kazakhstan","Kuwait","Latvia","Liechtenstein","Lithuania","Malta","Qatar","Romania","Russia","Saudi Arabia","Chinese Taipei","Thailand","Timor-Leste","Turkey","United Arab Emirates","Other donor countries","International Monetary Fund, Total","IMF (Concessional Trust Funds)","Regional Development Banks, Total","African Development Bank, Total","African Development Bank [AfDB]","African Development Fund [AfDF]","Asian Development Bank, Total","Asian Development Bank [AsDB]","Inter-American Development Bank, Total","Inter-American Development Bank [IDB]","Asian Infrastructure Investment Bank [AIIB]","Caribbean Development Bank [CarDB]","Council of Europe Development Bank [CEB]","European Bank for Reconstruction and Development [EBRD]","Islamic Development Bank [IsDB]","United Nations, Total","Food and Agriculture Organisation [FAO]","International Atomic Energy Agency [IAEA]","IFAD","International Labour Organisation [ILO]","UNAIDS","UNDP","UNECE","UNEP","UNFPA","UNHCR","UNICEF","UN Institute for Disarmament Research [UNIDIR]","UN Peacebuilding Fund [UNPBF]","UNRWA","UNTA","WFP","World Health Organisation [WHO]","World Tourism Organisation [UNWTO]","World Bank Group, Total","World Bank, Total","International Bank for Reconstruction and Development [IBRD]","International Development Association [IDA]","International Finance Corporation [IFC]","Other Multilateral, Total","Adaptation Fund","Arab Bank for Economic Development in Africa [BADEA]","Arab Fund (AFESD)","Center of Excellence in Finance [CEF]","Central Emergency Response Fund [CERF]","Climate Investment Funds [CIF]","Global Alliance for Vaccines and Immunization [GAVI]","Global Environment Facility [GEF]","Global Fund","Global Green Growth Institute [GGGI]","Green Climate Fund [GCF]","Montreal Protocol","Nordic Development Fund [NDF]","OPEC Fund for International Development [OPEC Fund]","OSCE","Other Multilaterals","Arcadia Fund","Arcus Foundation","BBVA Microfinance Foundation","Bernard van Leer Foundation","Bill & Melinda Gates Foundation","Carnegie Corporation of New York","Charity Projects Ltd (Comic Relief)","Children's Investment Fund Foundation","Citi Foundation","Conrad N. Hilton Foundation","David & Lucile Packard Foundation","Ford Foundation","Gatsby Charitable Foundation","Gordon and Betty Moore Foundation","Grameen Crédit Agricole Foundation","H&M Foundation","IKEA Foundation","Jacobs Foundation","John D. & Catherine T. MacArthur Foundation","La Caixa Banking Foundation","Laudes Foundation","LEGO Foundation","Margaret A. Cargill Foundation","MasterCard Foundation","MAVA Foundation","McKnight Foundation","MetLife Foundation","Michael & Susan Dell Foundation","Oak Foundation","Omidyar Network Fund, Inc.","Rockefeller Foundation","Wellcome Trust","William & Flora Hewlett Foundation","World Diabetes Foundation","Dutch Postcode Lottery","Norwegian Postcode Lottery","People's Postcode Lottery","Swedish Postcode Lottery","G7 Countries, Total","DAC-EU Countries, Total","United Postcode Lotteries, Total"
"Part I Unallocated by income","","15427.84","10737.85","2419.81","2270.18",,"180.64","37.04","234.43","798.64","19.29","340.84","88.22","695.83","678.94","10.96",,"0.51","41.85","123.35","1085.04","10.91","14.47","627.48","23.27","340.34","0.13","20.31","3.04",,"224.14","572.42","296.72","953.3","3315.74","1359.63",,,,,"0.05","1.9",,"1.62",,,"0.37",,,,,"2410.05",,,,"4.87","0.95",,,,"51.4","23.2",,"23.2",,,,,,"3.53",,"24.59","0.08","718.04",,,,,,"0.51",,,"75.31","176.25","240.75",,,,"213.43","11.79",,,"2.72","2.72",,"2.72",,"138.39",,,,,,,,"137.95",,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7650.84","4686.04",
"WorldBank Low income countries","","11501.48","6556.01","82.71","4862.76",,"26.17","71.57","149.89","130.08","1.38","156.75","45.42","804.38","583.64","10.57",,"3.12","115.08","625.02","295.6","7.15","30.85","602.48","5.58","301.41","0.78","41.08","0.18",,"75.38","198.96","114.39","524.92","1634.18","1140.55",,,,,"0.06","28.6",,"-12.18",,,"0.1",,,,,,,,,"0.48","65.65",,"452.99","452.99","404.9","387.43","43.04","344.39",,,,,,,,,"17.47","728.85",,,"48.63",,,"97.77",,,"61.33","184.35","114.47",,,"25.53","67.36","129.41",,,"2061.02","2061.02",,"2061.02",,"74.45",,,,,,,,"23.75",,,,,"9.23","41.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4597.82","4038.33",
"WorldBank Lower-middle income countries","","22268.24","14843.28","264.89","7160.07",,"492.96","108.24","234.43","432.42","5.05","450.25","73.62","1513.02","999.89","3.29",,,"89.03","233.03","3495.91","120.57","47.75","870.41","37.62","312.78","1.43","116.43","0.3",,"353.89","339.24","216.92","1206.28","3088.52","1594.32",,,,,,"18.47",,"-13.07","0",,"0.02",,,,,,,,,"4.08","255.39",,"409.83","409.83","329.91","302.93","56","246.93",,,,,,"3.71",,"4.99","18.28","1233.32",,,"82.41",,,"146.84",,,"121.5","181.57","166.68",,,"237.57","118.22","178.53",,,"3438.11","3438.11",,"3438.11",,"154.58",,,,,,,,"81.75",,,,"11.55","21.45","39.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10969.07","6645.58",
"WorldBank Upper-middle income countries","","10961.04","8395.4","183.2","2382.44",,"61.04","140.09","89.66","132.72","5.53","90.34","43.88","391.33","1042.34","82.1",,"1.18","21","31.99","1797.49","47.78","20.38","342.81","13.44","176.82","6.37","7.89","0.14",,"324.78","153.35","133.09","756.49","2481.37","966.94",,,,,"0.09","71.43",,"17.73","0.06",,"0.01",,,,,,,,,"17.22","76.66",,"38.8","38.8","69.4","1",,"1",,,,,,"38.74",,"12.61","17.05","437.88",,,"17.43",,,"32.02",,,"50.88","77.63","42.05",,,"129.1","57.89","30.88",,,"662.3","662.3",,"662.3",,"207.12",,,,,,,,"153.37",,,,"48.21","1.65","3.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6633.73","3550.47",
"WorldBank High income countries","","501.01","186.88","188.94","125.19",,"11.71","7.23","2.82","5.41","0.05","0.11","0.19","27.43","20.04","0.06",,,"0.16","-7","14.26","20.18","2.21","5.2","0.81","13.73","0.18","0.25","0.06",,"3.62","6.53","3.33","8.95","39.36","81",,,,,,"3.74",,"26.28","0",,,,,,,,,,,"0.03","158.89",,,,"22.27",,,,,,,,,"19.16",,"1.71","1.4","18.5",,,,,,"-3.5",,,"0.41","12.09","2.24",,,,"7.26",,,,"-0.73","-0.73",,"-0.73",,"4.15",,,,,,,,"3.98",,,,"0.21",,"-0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.45","78.09",
"Countries not classified by the World Bank","","306.6","292.94","0.27","13.39",,"1.15","0.07","0.26","1.39","0.01",,,"183.01","2.99","0.01",,,"0.04","0.17","3.97","0.14","0.06","0.25","10.97","0.06",,"0.11",,,"16.66","0.11","0.08","60.5","10.93","7.52",,,,,,"0.27",,,,,,,,,,,,,,,,,,,"-2.34",,,,,,,,,"-2.34",,,,"6.06",,,,,,"1.04",,,"0.74","1.6","0.68",,,,"2",,,,,,,,,"2.15",,,,,,,,"2.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"262.96","264.25",
"HIPCs, Total","","18130.28","10996.21","101.45","7032.62",,"25.87","129.06","336.48","379.59","1.72","422.05","70.69","1732.72","924.11","9.99",,"3.12","165.27","815.13","667.23","11.29","41.94","966.94","6.43","396.73","0.59","54.65","0.16",,"236.11","345.91","179","880.82","2192.61","1627.75",,,,,"0.06","30.41",,"23.21",,,"0.1",,,,,,,,,"0.43","47.24",,"672.31","672.31","669.2","641.9","99.04","542.86",,,,,,"4.42",,,"22.88","931.92",,,"76.46",,,"123.52",,,"91.29","239.8","142.77",,,,"88.7","169.38",,,"3000.15","3000.15",,"3000.15",,"131.29",,,,,,,,"42.27",,,,,"22.6","66.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7592.21","7134.34",
"Land-Locked countries, Total","","10056.08","6210.4","133.38","3712.3",,"35.55","47.01","108.22","142.7","4.71","206.4","40.49","326.77","600.31","59.08",,"2.05","112.33","140.82","889.14","41.81","33.08","469.33","6.4","256.8","2.95","3.32","0.14",,"85.8","199.92","141.62","506.03","1747.62","992.83",,,,,"0.09","50.25",,"37.22","0.02",,"0.08",,,,,,,,,"12.58","33.14",,"145.54","145.54","312.56","280.85","45.2","235.65",,,,,,,,"12.36","19.35","544.19",,,"43.63",,,"83.74",,,"56.79","100.96","84.95",,,,"57.7","116.42",,,"1633.25","1633.25",,"1633.25",,"83.93",,,,,,,,"38.89",,,,,"10.51","34.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4353.39","2946.71",
"Small island states, Total","","1836.66","1342.72","108.04","385.9",,"298.25","5.38","13.48","35.85","0.04","2.52","3.09","63.44","23.66","0.14",,,"4.28","0.88","207.93","4.74","8.02","24.75","34.63","13.86","0","106.53","0.05",,"58.64","8.5","6.9","127.27","289.89","169.98",,,,,,"0.96",,"28.31",,,,,,,,,,,,,"78.77",,"-4.12","-4.12","69.85","4.82","0.5","4.32",,,,,,"59.27",,,"5.76","85.78",,,"4.22",,,"15.03",,,"12.25","4.78","13.4",,,,"26.52","9.58",,,"59.58","59.58",,"59.58",,"4.83",,,,,,,,"8.12",,,,,"1.56","-4.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"748.92","450.67",
"Fragile states, Total","","22813.59","13587.7","234.3","8991.59",,"293.49","147.7","308.87","426.69","2.46","379.07","93.4","1698.78","1150.71","12.94",,"1.55","191.18","860.4","1420.4","44.88","41.94","1034.4","23.5","537.06","1.45","56.66","0.35",,"267.73","441.51","204.1","1005.8","2940.68","1964.2",,,,,"0.06","31.7",,"-13.51","0",,"0.11",,,,,,,,,"1.2","214.74",,"902.97","902.97","600.64","566.32","75.05","491.27",,,,,,,,"0.72","33.6","1583.24",,,"85.6",,,"179.25",,,"139.51","325.76","209.16",,,"263.1","124.83","256.03",,,"3819.54","3819.54",,"3819.54",,"121",,,,,,,,"45.46",,,,"2.38","15.7","57.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9503.46","7695.35",
"Afghanistan","","1223.29","991.73","27.54","204.02",,"12.77","13.4","7","35.81","0.73","7.75","15.26","11.86","92.57","8.95",,,"6.57","28.34","31.7","4.78","4.72","88.28","2.04","60.86","0.3","1",,,"17.81","27.52","13.3","130.8","367.61","143.72",,,,,"0.06","0.01",,"4.97",,,"0.08",,,,,,,,,"0.38","22.04",,,,"0.3",,,,,,,,,,,,"0.3","39.83",,,,,,"9.01",,,"9.03","6.47","9.18",,,,"4.18","1.96",,,"20.17","20.17",,"20.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"698.69","462.86",
"Albania","","307.36","177.38","8.1","121.88",,,"1.71",,"1.34","0.15","3.31","0.95","2.95","24.69","14.74",,,"0.29","24.11","4.03","0.02","0.27","11.56",,"5.84","0.03",,"0.02",,"1.37","3.95","9.41","4.85","61.79","30.62",,,,,,"0.05",,"5.97",,,,,,,,,,,,"1.67","0.41",,"-2.86","-2.86","3.08",,,,,,,,,,,"0.69","2.39","8.79",,,"3.96",,,"1.38",,,"0.37","1.54","0.71",,,,"0.37","0.46",,,"78.88","78.88",,"78.88",,"3.37",,,,,,,,"0.04",,,,,,"3.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123.76","94.95",
"Algeria","","186.12","123.14","-0.36","63.34",,,"0.42","1.31","0.34","0.02","-0.01","0.19","89.58","-3.93","0.05",,,,"8.46","-2.18","0.31",,"0.35","0.01","3.23","0.03","0.01","0.01",,"18.36","0.68","0.74",,"5.16","50.3",,,,,,,,"1.18",,,"0",,,,,,,,,"0.01","-1.55",,,,"-0.37",,,,,,,,,,,,"-0.37","12.94",,,"-0.7",,,"0.84",,,"1.26","4.09","0.93",,,,"1.91","4.61",,,,,,,,"0.47",,,,,,,,"0.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.43","115.53",
"Angola","","414.03","286.42","-1.44","129.05",,,"0.23","1.34","2.63","0.02","0.97","3.16","9.85","16.48",,,,"3.23","7.07","27.21",,"0.7","27.67",,"22.2",,"14.44",,,"13.35","14.12","5.91","10.23","105.61","62.38",,,,,,"0.11",,"-1.55",,,,,,,,,,,,,,,,,"-0.28","-0.28",,"-0.28",,,,,,,,,,"49.11",,,"0.95",,,"1.71",,,"2.44","5.73","5.31",,,,"2.71","30.26",,,"17.92","17.92",,"17.92",,"-0.08",,,,,,,,,,,,,,"-0.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179.08","122.86",
"Anguilla","","0.73","1.8",,"-1.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.8",,"-0.74",,,,,,,,,,,,,,,,,,,,,,,,,"-0.43",,,,,,,,,"-0.43",,,,"0.1",,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.8","1.8",
"Antigua and Barbuda","","13.51","11.21","-1.3","3.6",,,,,"0.07",,,,"0.02",,,,,,,"8.75","0.1",,,,,,,,,,,,"2.33","-0.06","2.57",,,,,,,,"-1.3",,,,,,,,,,,,,,,,,"0.87",,,,,,,,,"0.87",,,,"0.12",,,,,,,,,,,,,,,"0.12",,,,,,,,,"0.04",,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.11","2.35",
"Argentina","","98.99","52.03","31.36","15.6",,"0.03","0.13","0.32","2.05","0.05","0.01","0.02","11.74","13.08","0.02",,,"0.22","-1.58","12.88","0.04","0.18","0.26","0.15","0.09","0.01","0.51",,,"9.86","0.23","0.12",,"1.61","4.8",,,,,,"31.28",,,,,,,,,,,,,,,"0.08",,,,,,,,,,,,,,,,,"2.93",,,,,,"0.33",,,"0.3","0.82","0.6",,,,"0.88",,,,,,,,,"7.87",,,,,,,,"7.81",,,,"0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.78","35.06",
"Armenia","","295.22","172.23","0.47","122.52",,,"2.3",,"0.72","0.75","0.22","0.01","3.84","19.94","2.37",,,"0.08","0.31","11.36","0.02",,"7.18",,"3.28","0.06","0.01","0.01",,"0.45","1.05","2.3","1.67","114.3","28.88",,,,,"0.01","0.45",,,"0",,,,,,,,,,,"0.01",,,"14.97","14.97","0.23",,,,,,,,,,,"0.23",,"10.45",,,"3.93",,,"0.8",,,"0.3","2.29","0.64",,,,"1.19","1.3",,,"66.47","66.47",,"66.47",,"1.52",,,,,,,,"1.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152.14","40.25",
"Aruba","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Azerbaijan","","350.81","232.31","12.11","106.39",,,"0.32",,"0.76","0.08",,"0.08","2.91","9.83","0.08",,,,"0.72","141.84","0.08",,"4.06",,"3.52","0",,,,"0.02","0.36","5.65","0.47","61.53","22.37",,,,,"0.01","2.7",,"5.26","0",,"0",,,,,,,,,"4.14",,,"7.77","7.77","5.46",,,,,,,,,,,"2.08","3.38","12.37",,,"1.66",,,"2.17",,,"0.75","3.18","0.93",,,,"0.42","3.26",,,"56.92","56.92",,"56.92",,"1.5",,,,,,,,"1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"218.06","18.93",
"Bahamas","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahrain","","61.58","1.13","57.85","2.6",,,,,,,,,"0.52","0.03",,,,,,"0.58",,,,,,,,,,,,,,,,,,,,,,,"28.96",,,,,,,,,,,,,"28.89",,,,"2.43",,,,,,,,,,,,"2.43","0.17",,,,,,,,,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.13","0.55",
"Bangladesh","","807.4","522.88","1.74","282.78",,"22.89","1.39","-2.07","30.87","0.02","37.33","0.61","7.33","30.04",,,,"1.59","2.27","122.72","2.08","0.32","44.31","0.6","16.61","0",,,,"1.47","14.95","13.59","101.82","72.14","24.74",,,,,,,,"1.12",,,,,,,,,,,,,"0.62",,"-22.33","-22.33","4.6",,,,,,,,,,,,"4.6","76.77",,,"5.92",,,"14.39",,,"10.33","2.36","11.28",,,,"7.08","25.41",,,"195.05","195.05",,"195.05",,"3.95",,,,,,,,"3.34",,,,,"0.68","-0.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"367.19","241.38",
"Barbados","","4.75","2.89","0.01","1.85",,,,,"0.33",,,,"0.12","0.04",,,,,,"0.43","0.09",,"0.02","0.01",,,,,,"0.02",,,"1.2","0.63","1.87",,,,,,"0.01",,,,,,,,,,,,,,,,,,,"-0.4",,,,,,,,,"-0.4",,,,"0.38",,,,,,,,,,,,,,,"0.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.75","1.4",
"Belarus","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Belize","","23.28","9.39","3.56","10.33",,,,,"0.49",,,,,"0.08",,,,"0.23",,"0.76","0.36",,"0.29",,"0.11",,,,,"-0.15",,"0.05","11.67","-4.5","2.37",,,,,,,,"3.56",,,,,,,,,,,,,,,,,"3.71",,,,,,,,,"3.71",,,,"1.32",,,"-0.12",,,"0.13",,,"0.07",,"0.53",,,,"0.71",,,,,,,,,"2.93",,,,,,,,"1.4",,,,,,"1.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.5","12.12",
"Benin","","221.54","140.16","2.3","79.08",,,"0.01","9.8","2.4","0.05","23.61","0.14","40.49","24.01","0.03",,,,"2.54","4.53","0.06","0.73","2.4",,"0.13","0","0.02",,,"0.32","0.09","5.36","0.06","23.38","27.85",,,,,,"0.05",,"2.21",,,,,,,,,,,,,"0.04",,"-4.57","-4.57","5.69","2.84",,"2.84",,,,,,,,,"2.85","15.38",,,"2.49",,,"2.84",,,"3.58","1.14","1.57",,,,"2.39","1.37",,,"20.38","20.38",,"20.38",,"14.35",,,,,,,,"2.5",,,,,"0.99","10.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.41","104.3",
"Bermuda","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhutan","","60.02","43.02","-1.36","18.36",,"0.73","3.73",,"0.67",,"10.19",,"0.09","1.31",,,,,"0.01","15.33","0.17",,"3.75","0.2","1.1",,,,,,"0.52","4.49",,"0.73","3.35",,,,,,,,"-1.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.7",,,"3.13",,,"1.12",,,"0.53",,"0.85",,,,"1.71","2.36",,,"5.22","5.22",,"5.22",,"0.09",,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.14","19.6",
"Bolivia","","600.33","482.54","0.25","117.54",,,"0.29","19.12","14.64","0.18","30.55","0.52","33.92","71.93",,,,"0.39","4.57","37.5","0.2","0.39","62.59","0.01","3.29","0",,,,"30.76","16.43","13.37","14.19","127.7","22.6",,,,,,"0.25",,,,,,,,,,,,,,,,,"-17.05","-17.05",,,,,,,,,,,,,,"9.24",,,"-0.98",,,"0.95",,,"3.2",,"1.21",,,,"2.02","2.84",,,"98.05","98.05",,"98.05",,"4.7",,,,,,,,"4.1",,,,,"1.53","-0.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"304.45","285.83",
"Bosnia and Herzegovina","","555.78","292.35","12.81","250.62",,,"10.89","1.88","6.89",,"0.43","4.66","2.39","19.42","5.73",,,"1.55","6.44","14.74","0.02","0.34","37.34",,"23.83","0.01","2.18",,,"27.8","26.98","15.77","7.28","75.78","129.26",,,,,,,,"3.71","0.03",,,,,,,,,,,"6.42","2.65",,,,"1.69",,,,,,,,,,,"1.66","0.03","22.82",,,"1.08",,,"1.06",,,"0.06","19.7","0.54",,,,"0.38",,,,"96.85","96.85",,"96.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132.94","155.32",
"Botswana","","37.31","36.73","-1.73","2.31",,"0.06",,"0.28","0.18",,"0.77","0.15","0.64","4.52",,,,"0.03",,"-0.13",,,"1.85","0.06","3.17",,,,,"0.01","0.59",,"2.16","22.39","-0.91",,,,,,"0.01",,"-1.74",,,,,,,,,,,,,,,,,"-1.19","-1.19",,"-1.19",,,,,,,,,,"5.66",,,"-0.13",,,"0.47",,,"1.28","1.55","1.28",,,,"1.21",,,,"-0.48","-0.48",,"-0.48",,"-0.77",,,,,,,,"0.12",,,,,"-0.15","-0.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.76","11",
"Brazil","","236.41","197.71","0.9","37.8",,"0.11","1.82","2.92","6.04",,"0.42","1.37","20.51","31.86","0.01",,,"1.65","3.25","117.6","0.04","0.52","14.72","0.18","2.85","0.07","1.27",,,"6.24","1.99","2.79","16.62","-37.14","15.4",,,,,,"0.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.2",,,,,,"0.4",,,"0.85",,"1.16",,,,"3.79",,,,,,,,,"16.2",,,,,,,,"16.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158.74","105.24",
"British Virgin Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brunei Darussalam","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burkina Faso","","440.27","229.94","2.28","208.05",,,"8.01","16.76","8.63","0.05","22.97","1.28","53.86","19.35",,,,"0.23","3.12","10.02","0.01","5.26","37.28",,"0.37",,,,,"2.73","7.54","15.95","0.3","16.22","68.72",,,,,,"0.12",,"2.16",,,,,,,,,,,,,,,"6.39","6.39","43.26","42.38","2.29","40.09",,,,,,,,,"0.88","18.53",,,"3.01",,,"4.99",,,"1.94",,"3.95",,,,"2.48","2.16",,,"66.05","66.05",,"66.05",,"5.1",,,,,,,,"3.8",,,,,,"1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.5","178.74",
"Burundi","","171.91","84.68","0.05","87.18",,,"0.95","16.52","1.8",,,"1.18","7.14","2.71","0.01",,,"1.24","4.48","0.09","0.03","0.17","9.59","0.05","10.17",,,,,"0.19","3.57","2.43","1.19","21.17","36.44",,,,,,"0.05",,,,,,,,,,,,,,,,,"-2.5","-2.5","0.66","0.66",,"0.66",,,,,,,,,,"27.44",,,"1.65",,,"5.44",,,"1.51","8.9","2.52",,,,"2.06","5.36",,,"25.03","25.03",,"25.03",,"0.11",,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.58","48.94",
"Cabo Verde","","92.5","43.29","-1.47","50.68",,,"1.95","0.59","0.25","0.01","0.05",,"3.12","1.17",,,,,"1.43","6.31","0.04","7.65","1.96",,"0.06",,"10.89",,,"1.85","0.06","0.89",,"5.01","15.48",,,,,,,,"-1.34",,,,,,,,,,,,,"-0.13",,"3.18","3.18","4.39","4.39",,"4.39",,,,,,,,,,"6.18",,,"0.75",,,"0.38",,,"0.71",,"0.66",,,,"1.39","2.29",,,"21.66","21.66",,"21.66",,"-0.21",,,,,,,,"0.98",,,,,"0.06","-1.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.29","30.73",
"Cambodia","","407.29","295.49","0.1","111.7",,"21.61","-0.01","3.14","4.94","0.02","6.64","2.7","24.64","18.44",,,,"0.43","1.79","98.58","22.71","0.19","9.27","1.76","3.12","0.01","0.08",,,"0.07","14.53","3.23","13.2","44.4","27.78",,,,,,"0.1",,,,,,,,,,,,,,,,,"10.76","10.76",,,,,,,,,,,,,,"19.28",,,"3.07",,,"3.12",,,"3.6","1.13","3.51",,,,"1.66","3.19",,,"47.25","47.25",,"47.25",,"6.63",,,,,,,,"2.3",,,,,,"4.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205.99","95.14",
"Cameroon","","605.74","436.32","0.18","169.24",,,"7.49","25.45","80.29",,"17.04",,"119.01","67","0.1",,,"0.19","43.47","7.51","0.3","0.3","7.49","0.02","5.74","0.03","0.01",,,"-4.54","0.02","2.97","43.33","13.1","40.98",,,,,,"0.18",,,,,,,,,,,,,,,,,"41.62","41.62","33.36","34.09","11.06","23.03",,,,,,,,,"-0.73","10.49",,,"-0.54",,,"1.67",,,"2.29","0.58","2.8",,,,"2.14","1.55",,,"41.84","41.84",,"41.84",,"0.95",,,,,,,,"0.45",,,,,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"373.71","326.39",
"Cayman Islands","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
